,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X002292.SZ,X600703.SH,X600690.SH,X000100.SZ,X002241.SZ,X600118.SH,X600271.SH,X000559.SZ,X600031.SH,X600066.SH,X002236.SZ,X600372.SH,X600741.SH,X000157.SZ,X002475.SZ,X000338.SZ,X600089.SH,X000568.SZ,X600177.SH,X002465.SZ,X300124.SZ,X002049.SZ,X002129.SZ,X601877.SH,X300003.SZ,X002294.SZ,X002456.SZ,X000869.SZ,X000977.SZ,X002074.SZ,X002506.SZ,X600867.SH,X600582.SH,X300001.SZ,X002426.SZ,X002008.SZ,X000547.SZ,X000623.SZ,X002085.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861780707813401,0,0,0,0,0,0,0,0,0,0,0,0.0636719279076365,0,0.130982538187796,0,0,0,0.024984850319388,0,0.031194885421001,0,0.0239732910231911,0,-0.0749601126791193,0,0.0422582897606422,0.0333233830580845,-0.050660858478423,0,0,0,3.46944695195361e-18,0,0.0187615221330359,0,0,-0.0191444219340277,0.0315409489593747,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.349577791727822,0,0.0206554588921598,0,0,0,0,0,0,0,0,0,0,0,0,0.0615249848896455,0,0,0.0840552769103239,0,0,0,0,0.00214456115982508,0,0,0,0,0,0,-0.077858375388437,1.73472347597681e-18,0.0238729338884038,0,0,0,0,0,0,0,0,0,0,-0.037376646349389,0.035033913741621,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.00591698401200897,0,0,0,0,0.011746904174812,0,0,0,0,0,0.212948552942993,0,0,0,0,0.30448638369369,0,0,0,0.0557467798557116,0,0,0,0,0,0.0280316153197994,0,0,0,0.0456360598298596,0.0753997437391952,0,0.0149783495336353,0,0,0,0,0,0,0,0,-0.00739362192710524,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,-0.0352847661326705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200294650735287,0,0,0,0.0221747926854803,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0669690999740227,0,0,0,0,0,0,0,0.00939900100494118,0.0142152500624509,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.00908733804367661,0,0,0,0,0,0,0.0378829052029928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084134279372033,0,0,0,0.056128058070933,0,0,0,0,0,0,0,0,0,0.0808284494355468,0.15953837968511,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0515762592303727,0,0,0,0,0,0,0,0,0.230012814816243,-0.179792442783067,0,0,0,0,0,0,0,0,0,0,-0.0436772469147419,0,0,0,0,0,0.0736201676492212,0,0.0261291133971258,0.0331465439581749,0,0,0.0821990522586345,-0.0736117725986363,0,0.0486015629912782,0.0332832644214152,0,0,0,-0.00107954633875952,0,0,0,0,-0.0474481408508547,0,0
X002304.SZ,0,0,0,0.0416524353922251,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000520865312075038,0,0,0,-0.00781562444995486,0,0,0,0,0,0.231583754774953,0,0,0,-0.0240209046441977,0,0,0,0.10674139024612,0,0,-0.089790324529085,0,0.0177569554855112,0.0210064952934865,0,0,0,0,0.141275367006282,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108784270203332,0,0,0,0,0,0,0,0,0,0,0,-0.136025264781167,0,-0.037958758888474,0,0,0,0,0,0.054793282423925,0,-0.0588521777258024,-0.0104177144252583,0,0,-0.0437290319427106,0,0,0.144312159779859,0.0176982110815313,0,0,-0.0900531569459077,-0.0213933686636292,0.0186681315394875,0,0,0,0,0,0
X000625.SZ,0,0.0747002818642766,0,0.0583280313658776,0,0,0,0,0,0,0.0329049019027033,0,0,0,0,0,0,0.132439893354361,0,0.327690352323368,0,0,0,0,0,0,0,0,0.153809703428343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055651298482922,0,0,0.0766502135546326,6.93889390390723e-18,0,0,0,-0.0146090867027431,-0.0266944405249528,0,0,0,0,0,0
X000063.SZ,0,0,0.0962585564418361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793793258177944,0,0.203259764808143,0,0.132034751891805,0,0,0,0,0,0,0,0,0,0.0125642998764243,0,0,0,0.0311585435044495,0,0,0.0825642077956605,0,0.0215726489362326,-0.0139674566003049,0,0,0,0,0,0
