,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002008.SZ,X601877.SH,X002456.SZ,X000625.SZ,X300124.SZ,X600809.SH,X600487.SH,X600066.SH,X600271.SH,X000100.SZ,X002241.SZ,X002294.SZ,X600867.SH,X600566.SH,X000981.SZ,X300136.SZ,X600522.SH,X002508.SZ,X002179.SZ,X000157.SZ,X600089.SH,X600177.SH,X000050.SZ,X300142.SZ,X000596.SZ,X000661.SZ,X600498.SH,X000977.SZ,X600707.SH,X600118.SH,X002180.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.436874425222086,0.0169059348136615,4.33680868994202e-19,0.0753169976701202,0,0,0.0357469499167132,0,0,0.0610895955632704,0,0,0,0,0,0.114215385619957,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0470096424104941,0.0477191212236676,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179408528660345,0,0,0.0217313421883445,-8.67361737988404e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0445034596094667,0.101864420231359,0,0,0,0.288526668045363,0,0,0,0,0,0.0517756700250175,-0.105632049683546,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0258359094618321,0,0,0,0,0.05558505172685,0,-0.181903158422183,0,0,0,0,0.0911593675228753,-0.106900831735482,0,0,0,0.216656209387281,0,0,-0.0290793336101278,0,-0.00962672313944003,0,0,0.242484748391081,0,0,0,0
X002415.SZ,0.0415263690639481,0,0,0,0,0.053810187105889,0,3.46944695195361e-18,0,0.268796884767944,0,0,0,0.00406939550164491,0.251312501401107,0,0,0.00279638366933007,0,0,0,0,0,0,0.242538555716137,0,0,0,0,0,0,0,0,0.103297899569389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548462230218019,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.382988698823967,0,0,0.0219727408631286,0,0.167010754767593,0,0,0,0,0,0,0.0199330639641733,0,0,-0.00192640683137368,0,0,0.100607640379542,0,0,0,0,0,0,0,0,0,0,-0.00444455589022093,0,0.09688444150699,0,0,0,0,0,0.105021958759815,0,0,0,0,-0.0867613480099082,0,0,0,0,-0.0342776719347502,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0707382523816195,0,0,0,0,0,0.00956596675573231,0,0.773845986660077,0,0,0.0477531592684707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178143115645831,0,-0.018951350098033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.0484721622174653,0,0,0,0.0545214422970453,0,0,0.164168693966434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134062669301217,0.24429321037228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0090909475087643,-0.00311526756629414,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.224741751574284,0.0340953784809467,0,0,0,0,0,0.00481765746545961,0,0,0,0,0,0,-0.0392064538760085,0,0,0,0,0.27897679164588,0.0764692440258989,0,0,0,-0.00775533454147327,0,0,0,0,0,0.561193277836164,0,0,0,0.0741485056155752,0.147542767443819,0,0,0,0,0,-0.0146426279729533,0,0,0.0126806303181344,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.148239299375065,0.0870557893508859,-0.0770567848823753,0,0,0.00737345114497737,0.0216462738844616,0.303393224858054,0.0625151864602356,0.201304096952323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295439396516067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251883934654893,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.249425229985353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367020691904683,0,0.159161521941888,0.193116621862799,0,0,0,0,0,-0.0443251671412287,0,0,0,0,0,0,0,0,0.228803695648236,0,0.0262298406901342,0,0,0,0,0.151985662132232,0,0,0.00469701745120946,0,0,0,0,0,0
X600690.SH,0,0,0,0.355463064483803,0.145409095141498,0,0,0.137809674249586,0,0,0,0.18024690440364,0,0,0,0,-0.0363044751180212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62238947774963e-06,-0.14451438651577,0,0,0,0,0,0,0.0612460258467232,0,0.0277593746704827,-0.00383109309283811,0,0,0,0,0.0175798163832577,0,0,0,0,0,0,0
