,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600066.SH,X600703.SH,X600271.SH,X600741.SH,X002241.SZ,X000100.SZ,X002236.SZ,X002292.SZ,X600031.SH,X600177.SH,X600118.SH,X002506.SZ,X002475.SZ,X000559.SZ,X000568.SZ,X600372.SH,X000157.SZ,X002074.SZ,X000338.SZ,X300003.SZ,X002085.SZ,X300124.SZ,X002007.SZ,X002426.SZ,X600867.SH,X002456.SZ,X000869.SZ,X600089.SH,X002294.SZ,X000050.SZ,X002180.SZ,X002508.SZ,X601877.SH,X000981.SZ,X002465.SZ,X600498.SH,X002179.SZ,X600060.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.18294798289138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0619641966162714,0,0.039461125540939,0,-0.0513260915745011,0,-0.0366399855917532,0.213378823297934,-0.0442406719045717,0,0,0,0,0,0,0,0,0,0,-0.0476530663423713,0,0,0,0,0,-0.0497404025299675,0.0506955403180623,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0949127677468168,0,0.120985381868319,0,0,0,0.135906589464431,0,0,0,0,0,0.0345192984654933,0,0,0,0,0,0,0,0,0,0,0,0,0.00837757907587369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418371447010917,0,0,-0.0186873251557115,-0.0362435101038381,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175549668814055,0.0577363133370563,0,0.0474544337053398,0,0,0,0,0,0,0,0,0,0.0462392147054473,0,0.0176510287342618,0,0,0,-0.0316877942730121,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0953140470233372,0.0303496568781665,0,0,0,0.0291078588863365,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0212360244749639,0,0,0.175767071902316,0,0,0,0.0308443643345598,0,0,0,0.01367882569578,0,0,0,0,0.0922373583694737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150191537362665,0,0,0.0665810891838575,0,0,0,0,0,0,0,0,0,0,0.00379600928479856,0,0,0,0,0,0,0
X002304.SZ,0.104473692282083,0,0,0,0.630934658810719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375975385380494,0,0,0.0116552702001171,0.0682957815912952,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0397657498574114,0,0,0,0,-0.131436754132997,0,0,0,0,0.0573891890879643,0,0,0,-0.00514410694523218,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00906359082679414,0,0.188497784049214,0,0,0,0,0,0,0,0.139626043692194,0,0,-0.0424639632793781,0,0.0239175882251056,0.0208633948080698,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0077932915785423,-0.0250549213136131,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677315541545376,0,0,0,-5.42101086242752e-20,0,0,0.126551609326491,0,0.165651754633305,0,0.0244176771155692,0,0,0.0332002727327336,0,0,0,0,0,0,0.132988394828287,0,0,0,0.0665916904940241,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0
X000625.SZ,0.0966330335975746,0,0,0,0.156756898591074,0,0,0,0,0,0,0,0,0,0.301208360215926,0,0,0,0,0,-2.71050543121376e-20,0,0.056235079964472,0,0,0,-0.111625622191388,0,0,0,0,0,0,0,0.0672642348784885,0,0,0,0,0,0.0835815474075532,0,0,0,0,0,-0.0498753303002502,0,0.214833130888548,0,0,0,0.0839534921198844,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.151778293952333,0.00288171439018018,0,0,0.179197812187964,0,0.0379731380379248,0,0,0,0,0,0,0,0,0.0623313619626532,0.180464799653842,0.0842648235844631,0,0,0.0479507011846709,0,0,0,0,0,0,0,0,0.108781841888268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223966550001676,0,0,-0.0129112075478378,0,0,0,0,0,0,0
