,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X000063.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X600031.SH,X002371.SZ,X000625.SZ,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600584.SH,X002241.SZ,X601877.SH,X000661.SZ,X000157.SZ,X600741.SH,X600522.SH,X000733.SZ,X002180.SZ,X002463.SZ,X002074.SZ,X300142.SZ,X600702.SH,X600460.SH,X000800.SZ,X002007.SZ,X300003.SZ,X000988.SZ,X000066.SZ,X002028.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.202515397590933,0.175089498807739,0,0.0928673345121848,0.0543676130238771,0,0,0.147483147631003,0,-0.061745393366307,0,0,-0.0618622490243952,0,0,0.0209452487540004,0,0,0.0314843848598805,0.0116774850603088,0,0,0,0,0,0,0,-0.00143476433868776,-0.0167224628117708,0,0,0,0,0,0,0,0,0,-0.0120174735377569,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.00429589222782611,0.0429245183377054,0,0,0,0,0,0
X000858.SZ,0.1056195933012,0,0.405911506650322,0,0,0.0311733511471374,0,0,0.0700455576736924,0,0,0,0,0,0,0.0920944697499085,0,0,0,0,0,0,0,0,0,0,0,0,-8.16840945277892e-05,-0.0223914680456168,0,0,0,0,0,0,0,0,0,0,0,0,0.170898140441528,0,0,0,0,-0.0111709283047905,0,0,0.0572551309057675,0,0.0131748841984259,0,0,0,0,0,0
X000568.SZ,0.135041877166994,0.239482795717702,0,0,0,0,0,0,0,0,-0.0323175363744668,0,0,0,0,0,0.130904671141485,0,0.13611907073976,0,0,0,0,-0.0729462282095783,0,0,0,0,0,-0.018290922059926,0,0,0,0,0,0,0,0,0,0.0362289328139137,0,0,0.375618664693732,0,0,0,0,-0.0387617932144037,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204058097998027,-0.157556857345992,-0.143868837601797,0,0,0.283863743411861,0,0,0.257903560001722,0,0,0,0,0.307972716977931,0,0,0,0,0,0,0,-0.102427725090586,0,0.220369482629301,-0.0715778892583943,0,0,0,0,0,0,0,-0.0470407232335785,0,0,0,0.00961786708266366,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0281009899707083,0,0,0,0,0,0,0,0,0,0.121882255727208,0,0,0,0,0,-0.204676616268463,0,0,0.0540848974160797,0,0,0.0588673934320136,0,0,0,0,0,0,0.186714696668564,0.021342503970235,0,-0.243713988092653,0,0,0,0,0,0,0,0.0933805809669,0,0.119509859339939,0,0.00583699966610663,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,-0.0305913535881764,0,0,0,0.0966147961001853,0,0,0,0,0,0,0,0.048778710209343,0,0,0,0.0674045976176177,-0.0127121033069682,0,0,0,0,0,0,-1.73472347597681e-18,-8.67361737988404e-19,0,0,0,0,0,0,0.0670050640965195,0,-0.0698703860471893,0.0449244809027326,0,0,0.0505792478316297,0,0,-0.299244212668679,0,0,0,0,0,4.33680868994202e-19,0.0701878292309879,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428562961995606,0,0,0,0,0,0,0.0739335557209203,0,0,0,0,0.109899142432103,0,0.423093347561642,0.392706922436345,0,0,0,0,0,0,0,0,0,0,0.021694384420286,0,0,0,0,0.0835001731350735,0,0,0,0.00669884284832724,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0288245155883556,0.169225660776438,0,0,0,0.23885982536563,0,0,0,0,0.151113296191884,0,0.0545973961713953,0,0,0,0.0354654187130919,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0292151941958756,0,0,0,0,0,0,0,0.0290035750575004,-0.071166362344973,-0.0357264502718571,0,0.0951723685483086,0,0,0,0,0,0,0,0,0,0.0561170541437307,0,0,0,0,0,0,0
X000651.SZ,0,0.0980185216453251,0,0,0,0,0,0.0559269834267599,0,0,0.00712851249624634,0.0024629215765942,0,0,0,0,0,0.0809580269159291,0,0.111056738608623,0,-0.659038243281215,0,-0.0695554175734445,0,0,0,0,0,-0.0924623844296091,0,0,0,0,0,0,0,0,0,0,0,0,0.192403549352396,0,0,0,0,-8.67361737988404e-19,0.196600188771954,0,0,0.0348356218484142,-0.0979806360961908,0,0,0,0,0,0
X002304.SZ,0,0.226428087582818,0.339811268622826,0,0,0.00787726719419152,0,0,0,0,0.0088508538627719,0,0,0.0197706806500277,0,0,0,0,0,0,0,-0.117123276117097,0,0,0,0,0,0,0,-0.00724240898408372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385896250578479,0.018878216706858,0,0,0,0,0,0,0
