,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X003816.SZ,X000725.SZ,X002129.SZ,X600031.SH,X000596.SZ,X002371.SZ,X000625.SZ,X002049.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600703.SH,X002180.SZ,X300142.SZ,X000661.SZ,X000733.SZ,X002241.SZ,X601877.SH,X000100.SZ,X600741.SH,X002074.SZ,X600522.SH,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X300003.SZ,X600884.SH,X600487.SH,X002294.SZ,X000066.SZ,X002414.SZ,X000799.SZ,X002007.SZ,X600563.SH,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.214048517799111,0.117240780556888,0,0.197962007340509,0,0.0713948387660568,0,0,0,0,0,0.0121005249386876,0,0,0,0,0,0,0,0,0,0,0.292398271516951,0,0,0,0,0,-0.148326377614137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339240849142252,0,0,0,0,-2.16840434497101e-19,0.025806868215331,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.425386909187242,0.0384145836912425,0,0,0.220833021231429,0,0.120977466928793,0,-0.0219475316611249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416829891898507,0,0,0,0,0,0,0,0,0,0,0,0.0513101683502744,0,0,0,0,0,-0.00309191905860582,-0.0174505651770934,0,0,0,0,0,-0.0202562529638991,0.00962382524315417,0,0,0,0,0,0
X600809.SH,0.360358715752212,0,0,0,0.514706767260296,0,0,0,0,0,0,0,0,0,0,0,0.0525628175120027,0,0,0,-0.109335227682885,0,0,0,0,0,0,0,0,-0.0335352281018636,-0.0141762497640823,0,0,0,0,0,-0.00435846137853968,0,0.0767625474825017,0,0,0,0,0,0,0,0,0,0,0,0,0.00588890452476496,0,-0.0800697551092643,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230224612946268,0.19708731068044,0,0,0,-0.0132657000068286,0,0,0,0,-0.0361559058396992,0.174017099706362,0,0.176496912826373,0.0872562223718279,0.143643548843503,0,0,0,0,0,-0.0144548592683355,-0.0514474386260266,0,0,0,0,0,0
X000568.SZ,0.399607910987451,0.162753959428213,0.672124935759614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320655609624608,0,0,0,0,0,0,0,0,0,0,0.0533839785927163,0,0,0,0,0,0,0.0536426333827409,0,0,0,-0.06122603896095,0,0,0.0251839547880651,-0.0166629829840145,0,0,0,0,0,-0.0450561880055985,0,-0.024447813646739,0.033022457727896,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186599171581404,0,0,0,0,0,0,0.0025459146472844,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.167451358073532,0,-0.190299378052214,0.0337689567598241,0.00434620313429276,0,0,0.0604150424751809,0,0,0,-0.0126474125271999,0,0,0,0,0,0,0
X600690.SH,0.131650668404372,0,0,0,0.0899867337193004,0,0,0,0,0,0.19070047160815,0,-0.103785874045037,0,0,0.243950094882252,0.0441299596922574,0,0,0,0,0,0,0,0,0.0123713942883709,-0.0765795569991472,0,0,0,0,0,0,0,0,0.0737652308200763,0,0,0,0,0,0,0,0,0,0,0,0,-0.024623997843681,0,-0.00675866889717894,-0.0184162640167611,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.034191704244649,0,0,0.171913410611295,0,0,0,0,0,0.0445514023512622,0,0,0,-0.015174263601856,0,0,0,0,0,0.0909128066781322,0,0.238656600487813,0,0,0,0,0,0,0,0.0135302103405603,0,0,0,-0.115239414710968,0,0,0.0224779652377386,0,0,0,0,0,-0.0186543230225837,0,0,0,0,0,0,0
X002304.SZ,0,0.306484283368307,0,0.052486601015664,0.112068250830714,0,0.0425613279655766,0.0196878994561143,0,0,0,0,-0.0263231317350141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091022397729519,0,0,0,0,0,0,-0.22540786655193,0,0,0,0.0543940967140971,0,-0.0203285041732574,-0.0453714454917084,0,0,0,0,0,0
X300124.SZ,0,0,-0.142167118199261,0,0,0,0,0.293006427951025,0,0,0,0,0.0531202555924745,0,0,0,0,0,-0.0817612754228538,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.106530700432636,0,0.190015967277112,0,0,0,0,0,0,0,-0.0956554625331781,0,-0.00849051978764409,0.055545710317762,0,-0.10046312052858,0,0,0,0.0033481102319913,0.0141924986036164,0,0,0,0,0,0
X000651.SZ,0,0.0254539625118281,0,0,0,0,0.380953798480682,0,0,0,0,0,-0.0563297765828168,0,0,0,0.186517063152391,0,0,0,0,0,0,0,0,0,0,0,0.0290118942426176,-0.0189632813173561,0,0,0,0,0,0,0,0,0,0,0.0190233520181088,0,0,0.00548580723507872,-0.112183568356512,0,0,0.122276862935607,-0.0160745845631207,0,0,-0.00427237418437538,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.087641752310596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541308490090033,0,0.0654631740085443,0,0,0,0.16499434423402,0,0.0442008991268452,0,0,0,0,0,0,0,-0.0121806255933583,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.00272954491498143,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,-0.221029673008812,0,0,0,0.142176552198904,0,0,0,0,0,0,0,0,0,0,-0.125567019163073,0,0,0,0,0,0,0,0,0,-0.0195241539888908,0,0,0,0.471923273568593,0.0640730011361907,0,0,0.0601890526511381,0,0,0,0,0,0,0.2098092979656,0,0.0257309513407905,0.187411162183387,0,0,0,0.0342750053111071,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.00636269854977518,0,0,0.0310325634033227,0,0,0,0,-0.0365585701275795,-0.0603247543724188,0,0,0,0,0,0.100175650475057,0.0780011884967436,-0.0522806250947546,0,0,0,0,0,0.164777183234067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147160592638357,0,-0.000129314503411035,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164286529960689,0,0,0,0,0,0,0,0.0447897619654575,0,-0.100281697785645,0,0,0,0.0122237971243276,0,0.397771487564689,0,0,0,0,0,0.0714169170473879,0,-0.0161756494842644,0,-0.0147212921397314,0,-0.00675263205072301,0,0,0,-0.037339123618376,0,0,-0.000152485724871202,0,0,0.0226835916721446,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.234090314943256,0,0,0,0,0,0,0,0,0,0,0,0.102868278100629,0,0,0,0.0361147107712164,0,-0.0189655301316126,0,0,0,0,0.0411808850137486,0,0,-8.67361737988404e-19,0,0.122433697396246,0,0.102652639193757,0,-0.0245589199492403,0.147575032537723,0,0.103853505106204,0,0.170605778266729,0,0.00729750858205261,-0.133147257922076,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,-0.0646095700514312,0,-0.0562438562272848,0,-0.0344182200009129,0.0485870949253399,0,0,0,0.113459659660175,0,0,0,0,0,0.0236308961220058,0.10886899562027,0,0,0,0.154888052913887,0,0,0,0,-0.0834451563067953,0,0.450293983254517,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.147350636455401,0,0,0,0.0155969764252624,0.003545661302308,0,0,0,0,0,0
