,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X600276.SH,X002304.SZ,X002475.SZ,X600104.SH,X000651.SZ,X000725.SZ,X600031.SH,X300124.SZ,X002371.SZ,X003816.SZ,X300014.SZ,X002129.SZ,X000338.SZ,X002241.SZ,X000063.SZ,X002049.SZ,X000596.SZ,X600703.SH,X300142.SZ,X002179.SZ,X000625.SZ,X600089.SH,X601877.SH,X000100.SZ,X000661.SZ,X600741.SH,X002180.SZ,X000157.SZ,X600460.SH,X000733.SZ,X000799.SZ,X600884.SH,X600702.SH,X600522.SH,X002074.SZ,X002236.SZ,X600584.SH,X600779.SH,X000800.SZ,X002414.SZ,X000977.SZ,X002432.SZ,X600183.SH,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.230680671766712,0,0,0,0.299282327657801,0,0.0985474956030471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850362933857906,0,0.00272033355558014,0,0,0,0,0,-0.0338354489395666,0,0,0,-0.0155663981141728,0,0,0,0.0382332623809996,0,0,0,0,-3.46944695195361e-18,0,0,0.0120922531674004,0,0,0,0,-0.00783301649376925,-0.0229916463993993,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.218845649348054,0.15313440111507,0,0.15281150388981,0,0,0,0,0.00802517266757084,0,0,0,0,0,0,0,0.0757278862380091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640670895503457,0,0.0337713896152687,0,0,0,0,0,0.0229700606729173,0,0,0,0,-0.0146682838475179,0.0147839321239146,0,0,0,0,0,0
X002415.SZ,0,0,0,0.101162169068251,0,0,0,0,0.0602187232367658,0,0,0,0,0.0449643016027482,0,0,0.0911700685244559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075015359846155,0,0,0,0,0,0.0660160787058579,0,0,0,0,0,0,0,0.217770892749474,0,0,0,0.0817768585618417,0,0.00802975598643028,0,0,0,0,0,0
X600809.SH,0,0.18908885900512,0,0,0.568236746426696,0,0,0,0,0,0,0,0,0,0,0,0,0.0235741937247297,0,0,0,0,0,0,-0.0295101144511462,0,0,-0.0144584585630135,0,0,0,0,0.0727921488797579,0,0,0,0,0,0.205099834688968,0.00542690820968547,0,0,0,0,0,0,0,-0.0382241471221287,0,0.0177416891367469,0,0.0574722196040647,-0.035856976389663,0,0,0,0,0,0
X000568.SZ,0.258286669493311,0.0508510671289781,0,0,0,0,0,0,0,0,0,0,0,0,0.107790824206062,0,0,0,0,0,0,0,0.192231197698377,0,0.0055511167577542,0,0,0,0,0,0,0,0.0974744494668132,0,0,0,0,0,0.0170281266164578,0,0,0,0,0,0,0,0,0.0257509071354002,0,0,0,0,0.0479848700720018,0,0,0,0,0,0
X600690.SH,0.0148827427134804,0.215447012588055,0,0,0,0,0.198500997398349,0,0,0,0,0,0,0,0,0,0.0506923303331181,0,0,0,-4.33680868994202e-19,0,0.196844314946202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862462276101483,0,0.119538353202108,0,0,0,0,0,0.0411485247059072,0,-1.354584749192e-05,0,0,0,0,-0.0068808127586588,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.29318124513652,0,0,0,0,0,0,-0.151502330621031,0,0,0,0,0,0,0.0333756006248441,0.209946209047509,0,0,0,0,0,0,0,0,0,0.0704251315421429,0,0,0,0,0,0.0432571442866361,0,0,0.0529677307659618,0,0,0,0,0,0,0.03179299575466,0.0397595324058477,0,0.0187067551702856,0,0,-0.0214327209308191,0,0,0,-0.0724293091079093,0,0
X002304.SZ,0.172237780909169,0,0,0.0819296645984665,0.0518634386038957,0,0,0,0,0,0,0,0,0.232180287466917,-0.0629577093030134,0.149954384214568,0,0,0,0,0,0,0.204159527467226,0,0,0,0,0,0,0,0.00763156701737385,0,0,0,0,0,0,0,0.180972786927544,0,0,0,0,0,0.00842401168234366,0,0,0,0,0,0,-0.0513084441154163,0.017595356871204,0,0,0,0.0172619666920748,0,0
X002475.SZ,0,0,0,0,0.0303262664987197,0.141914870588952,0,0,0,0,0,0,0,0,0.202684629009071,-0.297508291847798,0,0,0,0.374533063109826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797370361151312,0,0,0,0,0,0,0,-0.00679265203062054,0,0,0,-0.0504798816397365,0,0,0,0,0,0,0
X600104.SH,0.0421565211619511,0,0,0,0,0,0,0.0645353920666414,0,0,0,0,0.00613707841297924,0,0,0.143239072202135,0,0,0.0927287774623883,0,0,0,0,0,0,0,0.144553217621335,0,0,0,0,0,0.0293854226193276,0.0908736520891993,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.00885468882007752,0,0,0,-0.0100631409698707,0,0
