,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000063.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300124.SZ,X002241.SZ,X300014.SZ,X600703.SH,X000625.SZ,X000596.SZ,X600741.SH,X000100.SZ,X002371.SZ,X002007.SZ,X002129.SZ,X300142.SZ,X601877.SH,X600584.SH,X002236.SZ,X002179.SZ,X002049.SZ,X000157.SZ,X600183.SH,X000800.SZ,X002414.SZ,X601799.SH,X300003.SZ,X002008.SZ,X000066.SZ,X300136.SZ,X002185.SZ,X300146.SZ,X000977.SZ,X002508.SZ,X002456.SZ,X600118.SH,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.334717187574941,0.143406844707141,-0.143575088807018,0,0.0269001516771744,0,0,0,0,0.245780955702929,0,0,0,-0.0338688423363123,0,0,0,0,0,0,0,0,0,0.100071910153836,0,0,-0.0899521621715123,0.0201708829667493,0,0,0,0,0.0525428834259612,0,0,0,0,0,0.0245251842502704,0,0,0.0361511341224806,0,0,0,0,0,0,0,0,0.010675720975602,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.175169463288707,0.0432933887739506,0.204963082201451,0,0,0,0,0,0,0,0,0,-0.0872576098795664,0,0.0120060058017022,0.087199715445321,0.109600454268587,0,0,0,-0.0235205800295905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135890463437287,0,0,0,0,0.00338099746518826,0,0
X600276.SH,0.0569658743836898,0,0,0,0,0,0,0,0,0,0.168732383232401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771272520189329,0,0,0.0996642138522069,0,0,0,-0.126409420944451,0,0.0451499102619413,0.0235877010912282,0,0,0,0.067569884735476,0,0,0,-0.0231026941296595,0,0,0,0,0,0,0,0,0,-0.015322419259423,0,0
X002415.SZ,0,0,0,0,0,0.207043771766048,0,0,0,0,0.0608642192457353,0.0572332322477018,0,0,0,-0.0543185989327278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203147850528826,0,0,-0.0159075129268624,0,0,0,0,0,0,0,0.000915360261296376,0,0,0,0,0,0,0.107068028633207,0,-0.0344908251389827,-0.00665830667093423,0,0,0,-0.0116045019610217,0,0
X000651.SZ,0,0,0,0,0,0,0.0768546898192364,0,0,0,0,0.122121329211587,0,0,-0.0467092613410247,0,0,0,0,0.0300143536047579,0,0,0,0,0,0,0,0,0.00101769817866575,0,0,0,0.206519416305304,0,0,0,0,0,0,0,0.0809496090718873,0,-0.128451033211813,0,0,0,0,0,0,0,0,0,-0.0370531216408724,0,0,0,-0.00443200576500205,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0607348570070045,0,0,0,0,0,0,0,0,0,0,0.278671876038051,0.00511717307391796,0,-0.0265553175248637,0,0,0.0870733605991926,0,0,0,0,0.0847263267082469,0,0.039165907201153,0,0.0258825719465083,0,0,0,0,0.0455920886317656,0,0.184346737188001,0,0.249694386788645,0,0,0,0,0.0764737788146613,0,0,0,0.0288859160692774,0,0,0,0,-0.00125367044789481,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0682454760458946,0,0,0,0,0.172109047929831,0,0,0,0,0.0597016993689438,0.062755903769477,-0.134183993860152,0.302514953265946,0,0.153251461738572,0.0285848390570585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.027421907964824,0,0,0,0,-0.0513275105740624,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.461242200745716,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0824919478559991,0.011628772921017,0,-0.175273648000636,0.241007210806088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123711132523924,0,0.197508255226465,0,0,0,0,0,0,0,0.0624348924145448,0,0,0,0.0136982933653231,0,0
X002304.SZ,0,0,0,0,0,0,0,0.221354652957578,0,0,0,0,0,0,0,0,0,0,0.0661278866117692,0.156640426901206,0,-0.00925192997895462,0.0572999746890698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491525943926803,0,0,0,0,0,0,0,0,0,0.030959079907292,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0916660307495089,0,0,0,0.280562677666426,0.386053957372531,0,0,0,0.0323633617883557,0,0,0,0.0502214056669563,0,0,0,0.0564362543947801,0,0,0,0,0,0,0.125879221443167,0.056502033558106,0,0,0.0255426734472991,-0.0716278743744234,0,0,0,0,0,0,0,0,-0.096225710919691,0,0,0.0944105232606303,-0.0491771730238144,0,0,0,0.026128946056516,0,0
