,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X000063.SZ,X000725.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000596.SZ,X000100.SZ,X002236.SZ,X300014.SZ,X002371.SZ,X601877.SH,X300003.SZ,X600183.SH,X300124.SZ,X002007.SZ,X000157.SZ,X002456.SZ,X000625.SZ,X002008.SZ,X000977.SZ,X002129.SZ,X300142.SZ,X600271.SH,X300136.SZ,X600584.SH,X000066.SZ,X002180.SZ,X002463.SZ,X002179.SZ,X600066.SH,X600118.SH,X600177.SH,X002049.SZ,X000050.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00801451252876028,0.170414009958377,0,0.0145875856200153,0,0,-1.38777878078145e-17,0,0.246972631116866,0,0,0,0,0,0.190428129377139,0,0,0,0,0,0,0,0,0,0.0697248050718451,0,0,0,0,0,-0.0410452653218493,0,0,0,0,0,-0.0355483742825665,0,0,-0.0349861033312814,-0.0460407641334278,0,0,0,-0.0450482071419839,0,0
X000858.SZ,0,0,0,0.0417183469142401,0,0,0,0,0,0,0,0,0,0.570944380934477,0,0,0,0,0,0,0,0,0,0,0,0,0.000193780533782422,0,0,0.00973265019348523,0,0,0.0126052982866036,0.0595650435363633,0,0,0,0,0.0300985872944148,0,0.0604222761441659,0,0,0,0,0,0,0,0,0,0,0,-0.0109071052351059,0,0,0,0.0037334497923841,0,0
X600276.SH,0.104230470727817,0,0,0,0,0,0,0,0,0,0,0,0.137532351146093,0,0,0.110013096198797,0,0,0.205289194122087,0,0.0250438526252891,0,0,0,0,0,0,0,0,0.15995215347401,0,0,0,0.0330811674412794,-0.1130494086265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290216522250275,-0.00884731018368854,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.125420214278578,0,0.283599668382056,0,0,0,0,0,0,0,0,0,0,0.0703182465273262,0,0,0,-0.192036467903827,0,0,0,0,0,0,0,0.0679030086476173,0,0,0.0941516838057078,0,0,0.151141874471305,0,0,0,-0.0974163436202517,0,0,0,0,0,-0.0238233211227153,0.0363102634400763,0,0,0,0,0,0
X002415.SZ,0,0,-0.0686165691393009,0,0,0,0.318484676452963,-0.189017679982876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255100950943754,0.0208302342882338,0,0,0,0,0.170428683490333,0,0,0,0.233130315618073,0,0.0746056942973447,0.0442145214490765,0,0,0,-0.103851294062885,0,0,0,0,0,0,0,0,0,0,0,0.0101785084982714,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.118204340080657,0.17659166761916,0,0,0,0,0,0,0.141476207584443,0,0,0,0,0,0,0,0,0,0,0,0.111592698542595,0,0.0854297810922524,0,0,0,-0.134331343384423,0,0,0,0,0,0,0,-0.0824019390097542,0,0,-0.0236960038982658,-0.0246634396459897,0,0,-0.00973858851734016,-0.00680149757128836,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179051292234719,0,0,0,0,0.373472408414702,0,0,0,0,0,0,0,0.0202066923581843,0,0,0,0,0,0,0,0,0,0,0.13159091243368,0,0.0314350547581109,0,0.158507190628747,0,0,-0.0758291827161561,0,0,0,0,0,-0.0541200568889078,0.080638533919174,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0692565617529072,0,0,0,0,0,0,0,0,0,0,-0.0419056084829902,0,0,0,0,0,0,0,0.00747960975105631,0,0,0,0,0.0466655900252024,0,0.0446565364634291,0,0.00353783908881925,0,0.184678673886352,0,0,0,0,0,0,0,0,-0.0215190180569895,0.0531326539140953,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00389854690808246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429471502000992,0,0,0.273411756746302,0,0.11243371173884,0.0829410573497536,0.0333015521592123,0,0,0,0,0,0,0,0,0,0.30846590867742,0,-0.00374930450530661,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137272589499614,0,0,0,0,0.192937709645657,0,0.0582209607363618,0.0232061555209056,0,0,0,0,0,0,0.00612892018294144,0,0,0.0611605549621892,-1.73472347597681e-18,0,0,-8.67361737988404e-19,0,0.0748773773942364,0,0.0467386829267059,0,0,0,0,0,0,0.0519686571617844,0,0,-0.0261340854682148,0,0,0,0,0,0
