,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X002304.SZ,X600104.SH,X000568.SZ,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X000661.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X300014.SZ,X000625.SZ,X000596.SZ,X000338.SZ,X600703.SH,X002241.SZ,X000100.SZ,X600741.SH,X002007.SZ,X002371.SZ,X000157.SZ,X002129.SZ,X601877.SH,X002049.SZ,X002179.SZ,X600584.SH,X600183.SH,X002236.SZ,X002414.SZ,X000800.SZ,X300142.SZ,X601799.SH,X300003.SZ,X000066.SZ,X300146.SZ,X002074.SZ,X000977.SZ,X002008.SZ,X300136.SZ,X000799.SZ,X002456.SZ,X002508.SZ,X002185.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.285529550008283,0,-0.0314398638755101,0,0,0,0,0,-0.00996267320296029,0.233491795213355,0,0,-0.100780842101556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959851585546177,0,0.0182096435955738,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.057916252615608,0,0,0,0,0,0,0,0,0,0,0,0.000892183157465038,0,0
X000858.SZ,0.155964021627791,0,0,0,0,0,0.0717796540717383,0,0.346071301804719,0,0.00727816146872769,0,0,0,0,0.0166012352360767,0,0,0,0,0,0,0,0,0,0,0.00894496930879285,0,0,0,0.0407772855355175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665958972507353,0,4.33680868994202e-19,0,0,-0.0111764588073574,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.051246399616631,0,0,0,0.0479056938845735,0,0,0,0,0,0,0,0,0.0254531511219533,0,0.0398929882702301,0,0,0,0.13559978016719,0,0,0,0,0,0,0,0,0,0,0,0.0933283119999428,0,0,0,0,0.0847293245003994,0,0,0,0.0601567321957464,0,0,0,0,-0.0149960766552884,4.33680868994202e-19,0,0,0,0.000817517845762214,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0696760624880146,0,0.0575941537423572,0,0,0,0,-0.0298226942888186,0,0,0,0,0,0,0,0.0574302642890372,0.0260645286290691,-0.0801868315628946,0,0,0,0,0,0,0.172897445877132,0,0,0,0,0,0,0,0.0705470807016778,0,0,0.00284765208923303,0.106929645118347,0,0,0,0,0.0160147633374625,-0.0164508346240318,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0315566944445752,0,0,0,0,0,0.0321118031568061,0,0,6.93889390390723e-18,0,0,0,0,0,0.14200225465075,8.67361737988404e-19,0,0,0.258886514086456,0,0,0.00857645052972847,0,0,0.06994549133699,0,0,0,0,0.0629365503266967,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290321800251663,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00409556750290868,0,0,0,0,0,-0.043211172271734,0.0660251842216754,0,0,0.379921178715943,0,0,0,0,0,0.0183722341099905,-8.67361737988404e-19,-0.0245310039277955,0,0,0,0,0,0,0,0,0,0,0,0.0438913532378941,0,0,0.194257644694754,0,0.204567514477065,0,0,0,0.0279924842429114,0,0,0,0,0.00148556595422087,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.243564182983375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029465086281972,0.0366117416358581,0,0,0,0.163455344705755,0,0,0.172208634742884,0.0514976910310902,0,0,0,0,0,0,0.119863464572686,0,0,0,0,0.022451941773475,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0666031353986256,0,0,0,0,0.0305786405318104,0,0,0.171840155229291,0,-6.93889390390723e-18,0,0,0,0.0141172530819043,0,0.126195108433369,0,0,0,0.0961720960232657,0,0,0,0,0,0,0.006252702940379,0,0,0,0,0,0,0.0905718326200138,0,0,0,0,0,0,0,-0.016556968679467,0,0,0,-0.0394291115529892,0,0
X000568.SZ,0,0.25557150357097,0,0,0,0.016399196379023,0,0,0,0.0648163978357099,0.400836763737801,0,0,0.0272803399719672,0,0,0,0,0,3.46944695195361e-18,0,0,0.0318252918206354,0,0,0,0,0,0.0852204972003459,0,0,0,0,0,0,0,0,0,0,0,-0.0972969811547148,0,0,0,0,0.00489243609756852,0,0,0,0,0,0.0167640690421407,0,0,0,0,-0.000215108643261247,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849918065436096,0,0,0,0.121359069278145,0.0194170090860017,0,0,0,0,0,0,0,0,0.274528944634578,0,0,0,0,0,0,0,0,0,0,0.147029708538331,0,-0.233450628043925,0,0,0,0.0370655558258738,0,0.284015681070155,0,0,0,0,0.00839574836009549,0,0,0,0,0.00630438465422139,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.434686031311371,0,0,0,0,-0.124139192389806,0,0,0,0,-0.0630939671656913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324356298438272,0,0,0.297987651978187,0,0,0,0,0,0,0,0.189496404625779,0,0,0,0,0,0.0311018517039197,0,0,0,0.0155135008089862,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,-0.113571240047652,0,0,0,0.140422965872421,0,0,0,0,-0.0381277252969726,0,0,0.192111777536713,0.387220671526154,0,0,0.110766620179823,0,0,0,0.00720442236096942,0,0,0,0.148749878861509,0,0,0,-0.00728727883487813,0,0,0,0.0149374385941576,0,0,0,0,0.0725809272455359,0,0,0,0.00402889435517051,0,0,0,0,0.00388192644922446,0,0
X600690.SH,0,0,0,0,0.0826774759918879,0.0567748796695943,-0.0221076552210442,0.273207411667338,0,0,0.213591558132525,0,0,0,-0.190907424004144,0,0,0.0388101434054519,0.02910086281049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315368925493971,0,0,0,0.220174223699736,0,0,0,0.0445107342120425,0,0,0,-0.00438154876169686,0,0
X000661.SZ,0,0,0,0,0,0,0,-0.0896247342238035,0,0,0,0,-0.0116390926196768,0,0,0,0,0,0,0,0,-0.490343235037213,0,0,0,0,0.366831388726269,0,0.192048469493645,-0.0268353825000913,0,0,0,0,0,0,0,0.597848185799357,0.0254107301905162,0,0,0,0,0,0,0,0,0,0,0,0,-0.0471076280095525,0,0,0,0,0.0248022108886888,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,-0.0851976214796379,0,0,0,0,0,0,0,0,-0.0169671852054444,0,0.0169205334959712,0,0,-0.0378265061542472,0,0,0,0,0,0,0.0987554844597785,0,0,0,0,0,0.0765896641862199,-0.0509714003079331,0.155967515972941,0,0,0,0,0.0273812873534106,0,0,0.127568025000856,0,0.23015405393138,0,0.0871335317896949,0,0,0,0,0.0453634337783897,0,0
X300124.SZ,0,0,0,0,0,0.140688336123532,-0.00640710316891898,0.0424028975272809,0,0,0,0,0,0,0,0,0,0.154643826975409,0,0,0,0,0,0.00468759556176034,0,0,0.0600430932034796,0,0,0,0,0,0,0,0,0,0.161859269349779,0,0,0,0,0,0.107289950582132,0,0,-0.045161480021887,0,0,0,0,0,0.00569930393710785,0.0419185851486785,0,0,0,0,0,0
