,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X601877.SH,X000661.SZ,X600809.SH,X000100.SZ,X600703.SH,X600271.SH,X300003.SZ,X000157.SZ,X002007.SZ,X002236.SZ,X300142.SZ,X300124.SZ,X002008.SZ,X002179.SZ,X600177.SH,X000625.SZ,X002371.SZ,X600776.SH,X000977.SZ,X600498.SH,X000066.SZ,X600487.SH,X002506.SZ,X600183.SH,X300146.SZ,X000050.SZ,X600066.SH,X600867.SH,X002129.SZ,X600522.SH,X600118.SH,X002049.SZ,X600566.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0148404585705997,0,0,0,0,0,0.213732119089791,0,0.0342061532841889,0,0,0,0,0,0.0570581941454321,0,0,0,0,0,0,0,0,0,0.028655359843908,0.138116736037011,0,0,0,0,0,0,0.0235442018210245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391302769523321,0,0,-0.036102418588476,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.280475637342035,0,0,0,0,0,0.386098207785945,0,0,0,0,0,0,0,0.124119548683826,0,0,0,0,0,0.102806802513324,0,0,0,0,0,0,0.0170909786267918,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0239035544412968,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0634205815448153,0,0,0,0.288279224415891,0,0,0,0.0666849959447992,0.105363749425648,0,0.0298952812098232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272233389466841,0,0,0,0,0,0,0.028808173917241,0,0,0,0,0,0,0,0,0,0.0913991350917292,0,0,-0.0456184832038481,0,0,0,0,-0.0189766238431675,0,0
X600104.SH,0,0,0.1641757582291,0,0,0.0815128014957904,0.00794916883162556,0,0,0.0535562903277699,0,0,0,0,0.022726049500168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355943424906265,0,0,0.0555685902762224,0,0,0.0971687838031844,0,0.0464567554879841,0,0,0,0,0.0175985926977841,0,0,0,0,0,0,0,0,0,-0.0345615560870691,-0.0064823239392695,0,0,0,0,0,0
X600276.SH,0,0,0.0273156345847983,0,0,0,0,0,0,0,0,0,0,0.19762652133343,0.122635320850184,0.064546873017158,0,0.129823159762038,0,0,0,0,0,0,0,0,0,0,0.0598085857412255,0,0,1.73472347597681e-18,0,0.0388607045558635,0,0,0,0,0,0,0.0238733384228105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486004068695437,0.160332809892677,0,0,0,0,0,0,0,0,0,0,0.31815879466168,0,0,0,0,0,0,0,0,-0.0197092883551255,0,0,0.205139757861369,0,0,0,-0.0101218628084111,0,0,0,0,0,0,0,0,0,0,0.00534101837858858,0,0,0,-0.0541629098409737,0,0
X002304.SZ,0,0.224284329590046,0.134644227000824,0,0,0,0,0,0,0,0.012248807399516,0,0,0.00613860182501232,0,0.147455476505448,0,0,0.0284504242860638,0,0,0,0,0,0.176425925109804,0,0,0,0,0,0,0,0.00798706764963455,0,0.0463698117802745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00832774437967785,-0.00955044344346453,0,0,0,0.0158317492236119,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0220332550281958,0,0,0,0,0,0,0,0,0,0,0.164714566923424,0,0,0,0,0,0,0,0,0,0,0.0118617677936607,0.104188133594866,0.154476215298785,0,0,0,0,0.0820280942085766,0.191402517263905,0,0,0,0,0,0,0,0,0,0,0,-0.053600402119024,-0.0680435774626321,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0710898279612283,0,0.189017455053495,0.00669144380686984,0.031873727496044,0,0,0,0,0,0,0,0,0,0.0513142071889393,0,0.00889007132101005,0,0,0.00574473154190954,0.0370805714239909,0,0.214300307975598,0,0.230211689375622,0,0,0.102402707461805,0,0,8.67361737988404e-19,0,0,0,-0.0293445772185194,0,0,0,0,0.0321005417709288,0,0
X000568.SZ,0,0.319938594180996,0,0,0,0.044284813828034,0,0,0,0,0,0,0.168246935726042,0,0,0.0689475429488405,0,0,0.0919756177756964,0,0.048269703557522,0,0,0,0,0,0,0,0,0,0,0.0926529160510632,0,0,0,0,0,0,0,0,0,0,0.0276742830435651,0.0141755874691583,0,0,0,0,0,0,0,-0.0181545457336665,0,0,0,0,-0.0279517453507828,0,0
X600031.SH,0,-6.93889390390723e-18,0.148706788658628,0,0,0,0,0,0,0,0,0,0.160662774295925,0,0,0,0,0.0938354843583938,0.0953957107170388,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.0139390901000344,0,-0.0239629480080177,0,0.165531611072336,0,0,0,0,0,0,0,0.225696403582819,0,0,-0.000148736835660469,0.0415795208497431,0,0,0,0.0450532192349379,0,0
X600690.SH,0,0,0,0,0,0.19653955574278,0,0,0.00374951069005148,0,0,0,0,0,0,0,0,0,0,0,0,0.0784881348069562,0,0,0,0,-1.73472347597681e-18,0.208923624028378,0,0,0,0.164049372022121,-0.00643894138841305,0,0.0180716859347701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224956445072308,0,0,0,0,0.00507502567186618,0,0
X000338.SZ,0,0,0,0,0,0,0,-0.0602215422134293,0,0,0.28231615019932,0,0,0,0,0,0,0,0,0,0,0.165174414576287,0,0.189723414340364,0,0,0.0903796171889717,0,0,0,-6.93889390390723e-18,0,-6.93889390390723e-18,0,0,0,0,0,-0.0206030603423229,0,0,0,0.0152025065230663,0,0.144263267147151,0,0,0,0.0134652079928477,0,0,-0.0926110903251468,0.0341586265545097,0,0,0,0,0,0
X002475.SZ,0,0.0298100199544763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293509021815143,0,0,0,0,0,0.0541656841850943,0,0,0,0,0,0,0,0,0,0,0.0667457760118035,0,0.0821758018191986,0,0.00891672836716058,0,0,0.100972357431894,0,0,0,0,0,0,0,0,0,0,0,-0.115997588140279,0,0
X600741.SH,0,0,0.0988584080170331,0,0,0,0,0,0,0,0.0705865525323289,0.111593767562573,0,0,0,0,0,-0.001943647213094,0,0.0688062039854447,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.159788799458844,0,0,0,0,0.123017374194303,4.33680868994202e-19,0,0,0,0,0.255622242844764,0,0,0,0.0515508366776202,0,0,0,0,0,0
