,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X000100.SZ,X600031.SH,X600118.SH,X600066.SH,X002236.SZ,X000157.SZ,X600271.SH,X600372.SH,X000559.SZ,X000016.SZ,X600741.SH,X002475.SZ,X000338.SZ,X600089.SH,X600839.SH,X002241.SZ,X000568.SZ,X300124.SZ,X000066.SZ,X600177.SH,X000800.SZ,X002129.SZ,X002294.SZ,X600582.SH,X600006.SH,X600312.SH,X002465.SZ,X600435.SH,X000547.SZ,X600867.SH,X300003.SZ,X600498.SH,X002074.SZ,X000581.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0978764744137745,0,0,0,0,0,0.168092742651509,0.17617453923837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132229415881425,0.100332201122808,0,0.0174876428024459,0.0069062676830573,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.228316916829413,0,0.227615519557586,0.0433858452417989,0,0,0,0,0.13750110513249,0,0,0,0,0,0,0,0,0,0,0,0.206033850541476,0,0,0,0,0,0,0,0,-0.0566637747143329,0,0,0,-0.111343602291138,0,0,0,0,0.1285767301875,0,-0.139028940254112,0.030777221817618,-0.00881182678310889,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0405885080430561,0.0709902829895857,0,0,0,0,0,0.0415438098395578,0,0,0,-0.0867113718376634,0,0,0,0,0,0,0,0,0,0.132358322860567,0,0,0,0,-0.0466129096681467,0,0,0.0499622441701498,0,0,0,0,0,0,0,0.0315247966627281,0,-6.93889390390723e-18,0,-0.0623132780815847,-0.0344987565454693,0.0546799217027373,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.010959230747024,0,0,0,0,0,0.0273509889489779,0,0.0782988208782412,0,0,0.0894703096057819,0,0,0.031470314324651,0,0,0,0,0,-3.46944695195361e-18,0,0.422732015038469,0,0,0,0,0,0,0,0,0,0.00421360143121322,0,0,0,0,0,0,0,0.0407182807946919,0,-0.00898577135058993,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.19695857370802,0,0,0.0841426149616086,0,0,0,0,0,0,0,0,0,0.234539230699049,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0263575166646992,0,0,0,0,0,0,0.111938009771937,0.0162605085097494,0.0893898874454225,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.107233373777652,0,0,0,0.1706539372324,0,0,0,0,0,0,0,0,0,0.046748821408088,0,0,0,0,0,0,0,0,0,0,0.26191221601763,0,0,0,0,0,0,-0.0395648931672129,0.210578811120453,0,0,0,0,0,-0.0678436857527976,0,0,0,0,0,0,-0.00700102314494503,0,0,0,0,0,0
X600276.SH,0,0,0,0.0449025775815369,0,0.0343060645303818,0,0,0,0.0601286298862159,0,0,0,0.192236093228213,0.0811677844497878,0.173280585215614,0,0,0.0237388442370599,0,0,0,0.0841992218527088,0,0,0,0,0,0,0,0,0,0,0,0.00766333041235681,0,0.0379816418052614,0,0,0,0,0,0,0,0,0,0,0,-0.00380254473986775,2.16840434497101e-19,0,0,0,0,0,0
X002304.SZ,0,0.265158582837539,0,0,0,0.19017256824043,0,0,0,0,0.0221554335147842,0,0,0,0,0,0,0,0,0,0.0196594995889699,0,0,0,0,0,0,0,0,0.129348230809213,0,0,0,0,0,0,0.0594677860673436,0,0,0,0,0.12496190093765,0,0,0.00507741754710043,0,0,0,0.0199140826441557,0.0237259656982785,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155520292800746,0,0,0,0.0364015625815955,0,-4.33680868994202e-19,0,0.105419722110082,0,0,0.261478472783881,0,0.0702678342108006,0,0,0,0,0,0,0,0,0.0168659744919917,0,0,0.074608151294105,0,0,0,0,0,0,0,0,-0.0163689191558427,-0.000479091386200234,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0228622354555364,0,0.101742123236004,0,0,0,0,0.205447582993762,0.068161239401042,0,0.00838057715578866,0,0.153941673529942,0,0.0195843079968732,0.0167028088227502,0,0,0.108611315493561,0,0,0,0.0354997329052089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000408040477927087,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.3185658536972,0,0,0.0159093536026895,0,0,0,0,0,0,0,0.0207836499077502,0,0,0,0.0202269335331534,0,0,0,0.0930898742211515,0.16794946251369,0,0,0.112007141910836,0,0,0,0,0,0,0,0,0,0,0,0.038776350102298,0,0,0,0.0202027060229468,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141061057083519,0,0.314156981987687,0,0.111815385259796,0,2.16840434497101e-19,0,0,0,0.229002189791182,0,0,0,0,0.0257889809880884,0,0,0.0849071037213426,0,0,0,0.035907697707959,0,0,0,0,0,0,0,0.0499300564934517,0,0,0,-0.0233777824754744,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200629690568959,0,0,0,0.201809737315695,0,0,0,0,0.211449881632309,0,0,0,0,0,0,0,0,8.67361737988404e-19,-8.67361737988404e-19,0,0.152430356116299,0,-4.33680868994202e-19,0,0.0743621837784598,0,0,0,0,0,0,0,0,0,0,-0.0309152333991975,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0329454274928574,0,0.165303851987731,0,0,0.108743572700028,0,0.010013309369315,0.223213683422688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148398926108576,0,0,0,0,0,0,-0.00355721220070941,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190805522267117,0.00931319442706392,0,0,0,0,0,0.114134084970903,0,0,0,0,0,0,0,0,0,0.116463401352934,0,0,0.476391960795631,0,0,0,0,0,0,0,0,0,0.0276973237695584,0,0,0,0,0,0
X600066.SH,0,-1.73472347597681e-18,0,0,0,0,0.178799517008049,0.176164316924223,0,0.299053524653076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730823899282777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635183060949523,-0.0473379250549593,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.0739753860017085,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0528189842502469,0,0,0,0,0.228507872216732,0,0,0,0,0,0,0,0,0,0.0206920216717231,0,0.034157675380955,0,0,0,0,0,0,0.233319854949974,0,0,0,0,0,0.0147934920961256,-0.0302982649002219,0,0,0,0,0,0
X000157.SZ,0,0,0,0.0426195196247712,0,0.00561359801189961,0,0,0,0,0,0,0.0117757981854003,0.0991626482456554,0,0,0,0,0,0,0,0,0.0844998606813846,0,0.249010841562918,0,0,0,0,0,0,0,0.223611854809749,0,0,0,0,0,0,0,0,0,0,0,0.0348117513702724,0,0,0,0,0.0134785071966747,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.129153969067855,0,0,0,0,0,0,0,0,0,0,0.12454590691464,0.0679288258200002,0,0,0,0,0.0582027426083238,0,0,0,0,0,0,0,0,0,0,0,0,0.148572578083119,0.247615898171256,0,0,0,0,0,0,0,0,0.000799047832720341,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258892750427084,0,0,0,0,0,0.326966087068813,0,0,0,0,0,0,0,0,0,0,0,0.0243222962546358,0.0670939972028958,0,0,0,0,0.0140870268961813,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0280798907511097,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151459117466136,0,0,0,0,0.0593746438382381,0,0,0,0,0,0,0,0,0,0,0,0,0.148973959571223,0.0293276791537911,0,0,0,0,0,0,0.0301726834395008,0,0.0452331528739333,2.16840434497101e-19,0,0,0,0,0,-0.0126638321145392,0,0,0,0,0,0
X000016.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.185790671412193,0,0,0.132056960734549,0,0,0.111896940593536,0,0,0,0,0.144922788728908,0,0,0,0,0,0,0,0,0,0,0,0.0534032150634502,0,0,0.215478279604241,0,0.0691007555923977,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00635448654758661,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0727240907841409,0,0,0,0,0,0,0,0,0,0,0,0,-0.0524466801346185,0,0,0,0.167184123450566,0,0,0,0,0,0,0,0,0.0768241002168462,0,0,0,0,0.550264708543706,0,5.42101086242752e-20,0,0,0,0,-0.185692486397414,0.0376368603845461,0,0,0,0,0.0426226722423083,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.0616177511395627,0,0,0,0,0,0,0,0,0.00498345391597616,0,0,0.315723907710387,0.0272481758266573,0.164399224517964,0.0522739282861313,0,0,0,0,0,0.0431652207973093,0,0.0874250335249917,0.0245214848334116,0,0,0.0697629635533401,0,0,0,0,0,0.0311874130219862,0,0,0,0,0,0,0,0,0,0.000274352173956429,0.0233257753117011,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0.313242678234749,0,0,0,0.0541994108243119,0,0.0490434812060481,0,0,0,0.0679875935514646,0,0,0,0,0,0,0,0,0,0.0169253911974204,0,0,0,0.163414179319007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187871634101574,0,-0.00146914011666982,0,0,0,0,0,0,0
X600839.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286582079924003,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0880014021932269,0,0,0.140097073334166,0,0,0.139794223450967,0.175123068384527,0,0,0,0,0,0,0,0.0626188680038787,-0.0444171125110241,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831398864680936,0,0,0,0.18836793258074,0,0,0,0.0489320418988088,0,0,0,0,0.172597405217439,0.103745477273395,0.0504711120093123,0,0.124333027606167,0,0,0,0,0,0.0359702866723173,0,0,0,0,0,0,0
X000568.SZ,0.051891213245232,0,-0.125922909665118,0,0.154637887838426,0,0,0.0847017097065621,0,0.143909848422431,0,0,0,0,0,0,0,0,0,0,0.00661443594569636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204785399529049,0,0,0,0,0,0,0,0.034146274786052,0,0,0,0.0477724768001973,-0.11302175972561,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119410515201285,0,0,0,0.0648435263738309,0.0378303564046985,0.146220234546002,0,0.0195738313587009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466799044109749,0,0,0.0106537317783175,0,0,0,0,0,-0.0579460448897369,0.0662526770928995,0,0,0,0,0,0
X000066.SZ,0,0,0,0,0.0313826804560537,0,0,0,0,0,0,-0.038792376526024,0,0,0.00389561095867374,0,0,0,0,0,-0.0616838800650893,0,0,0,0,0.0345223077656711,0,0,0,0,0,0,0,0,0,0,0.0615973875786742,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.132505608341173,0.0844486543963798,-0.0214370172446443,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299395451408991,0,0,0,0,0,0,0,0.130980978282066,-4.33680868994202e-19,0,0.102671757855604,0,0,0,0.03150953467126,0,0,0,0,0,0,0,0,0,0.0740047183529235,0,0,0,0.0702679296044607,0,0.00150564882270905,-0.014000743940941,0,0,0,0,0,0
X000800.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0329706669174707,0,0,0,0,0.127028609429445,0,0.161672393994943,0.00342378363408946,0,0.0888626443609471,0.0752146589273867,0,0,0.0671723689707299,0,0,0,0,0,0,0,0,0,0.161496772928252,0,0.0103415155783498,0,0,0,0,0,0.15808495554255,0,0,0,0.0143393067792204,0,0,0,0,0,0,0
X002129.SZ,0,0,0,-0.186798853890825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120538640257067,0.0247959797781783,0,0,0,0,0,0,0,0,0,0,0,0.31827630128152,0,0,0,0,0,0,0,0.259863010124337,0,0,0,0.0454376706674321,0,0,0,0.0110415038391021,-0.0212928062686262,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0.0451268351248528,0,0,0,0.330033383705392,0,0,0.0701967188756043,0.228568788428979,0,0,0,0.0794034735521594,0,0,-1.73472347597681e-18,0,0.0168118744502239,0.020159845145404,0,0,0,0,0,0,0,0,0.0507003235567483,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,-0.00654029179614354,0,0,0,0,0,0,0
X600582.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418339483871434,0,0,0,0.135790467889538,0,0,0.00315166270077353,0,-0.00801821058878479,0,0,0,0,0,0,0,0.0308860966399383,0,0,0,0.365186861426803,0,0.150659735019687,0.149472400493512,-0.0402024336639969,0,0,0,0.00312263862300433,0,0,0,0,0,0,0
X600006.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177055059205662,0,0,0,0,0.0819665499247214,0.154817306114081,0,0,0,0,0,0.0483240014487117,0,0,0.150426244154988,0,0,0.408264865490061,0,0,0,0,0,0.00734246842351328,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0348055242886919,4.33680868994202e-19,0,0,0,0,0,0
X600312.SH,0,0,0.250361332549201,0,-0.058404450919581,0,0,0,0,0,0,-0.0825924671018164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258099721822796,0,0,-0.0338008565501861,0,0,0,0,0,0,0,0,0,0,0,0.131761268837383,0.189622662335074,0,0.0272743886572611,0,-0.0541715680541577,0,-0.0503089912666046,0,0,0,0,0,0,0
X002465.SZ,0,0,0,0,0,0,0,0,0.0960292085314232,0,0,-0.0448500744385429,0,0,0.38943614929311,-0.00283836920648974,0,0,0.0423460427523734,0,0,0,0,0,0,0,0,0,0,0.0550848557544754,0,0,0,0.0543164121787001,0,-1.73472347597681e-18,0.0217549798231928,0,0,0,0.0299942021853202,0,0,0,0,0,0,0,0.0139518320703522,-0.0016173263805466,0,0,0,0,0,0
