,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X002304.SZ,X000568.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X000596.SZ,X600703.SH,X300124.SZ,X002007.SZ,X300014.SZ,X300142.SZ,X600741.SH,X002371.SZ,X000100.SZ,X002049.SZ,X002129.SZ,X000625.SZ,X000157.SZ,X601877.SH,X002236.SZ,X300003.SZ,X600584.SH,X002414.SZ,X600183.SH,X000800.SZ,X002179.SZ,X300136.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X000050.SZ,X002008.SZ,X000547.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0870150726098965,0,0.0873801791306417,0,0,0,0,0,0.207263032070232,0.190019261774152,0,0,0,0,0,0,0,0,0.0564647678347764,0,0.015783815205959,0,0,0,0,0,0.0200365671048432,0,0,0,0,0.0476511041931315,0,-3.46944695195361e-18,0.00401718005485936,0,0,0,0,0,0,0.0330015234974605,0,0,0,0,0,0,0,0,0,0.00687338192289094,0,0,0,0,0,0
X000858.SZ,0.270985024430542,0,0,0,0,0,0,0.121168817347176,0.176884543143601,0,0.44312327957929,0,0,0.00556545012946634,0,0,0.0669887768564752,0,0,-0.00283885163701686,0,0,0,0,0,0.00840170595038614,0,0,-0.0646367572212597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231232950913618,0.015587793594958,0,0,0,0,0,0
X600276.SH,0.0469440686941127,0,0,0,0.164570303744905,0,0,0,0.0534451970813332,0.309905474206066,0.0724007675223123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159577662797775,0,0.0132498379556629,-0.0799723669070435,0,0,0.00913739416419354,0,0,0.00913057238110832,0,0,0,0,0,0,0,0,0,-0.0112728539683803,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315448252136829,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0355265864998238,0.0695946020649919,0,0.0619611969881387,0,0,0,0,0,0.0992324173571135,0,0,0,0,0,0,0,0.0296831298234978,0.00592628012297172,0,0.0864833059443947,0.052225880680052,0.0332567549761518,0.0186686911944433,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.14115651863777,0,0,0,0,0,0,0.0352908294739983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464576343372278,0,0,0,0,0.187429606181069,0,0,0,0,0,0.0485696756115887,0.0718434509576694,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130396705475106,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012340532667325,0,0,0,0,0,0,0,0,0,0,0,0,0.141379014282324,0.00246509613529416,0,0,0,0.02334931639863,0,0,0,0,0,0,0,0,0,0,0.00539249758720859,0.131811224005878,0.017562221870875,0,0.0481911650304981,0,0,0,-0.0598147689205858,-0.022115784906626,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.16564110027464,0,0,0,0,0,0,0,0,0,0.00921818089056109,0,0.0431388694703499,0,0,0,-0.00949670634105508,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.138668389534073,0.107137806256239,0,0,0.12940934239431,0,0,0,0,0,0,0,0,0,0,0,0.0129441955152143,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0260916745101133,0,0,0,0,0,0,0,0,0.265746495727574,0.0216441283673446,0,0,0,0,0,0.0560101173271362,0,0,0,0.0237021962156778,0,0.40167664556173,0,0,0,0,0,0,0,0,0.0297640174958013,0,0,0,0,0,0,0,-0.0588977213435437,0,0,0,-0.00285350072585147,0.0202283540797295,0,0,0,0,0,0
X002304.SZ,0,0.322972743154524,0,0,0,0,0,0,0,0.273436016768131,0.00458549610391032,0,0,0,0,0,0,0,0.0675756676162918,0,0,-0.0198663578707211,0,0,0,0,-0.00877530974508521,0,0.187789501670519,0,0,0,0.0461227755676879,0,0,0,0,0,0,0,0,0,0,-0.0201414318948897,0,0,0,0,0,0,0,0,0.00154462034669803,0,0,0,0,0,0
X000568.SZ,0,0.434721392696799,0,0,0,0,0,0,0.226607080422683,0,0,0,0,0,0,0,0.0331023788843793,0,0.0740790746064365,0,0,0.0754192942820393,0,0,0,0,0,0,0.0468654621880933,-0.00578629115106077,0,0,-0.0705173221995163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151693512935041,0,0,0,0,0,0
X600809.SH,0.411899745126328,0.114834548331541,0.132518468529731,0,0,0,0,0,0,0.189367388019064,0,0,0,0,0,0,0,0,0.0647343562310482,0,0,0.110888662000557,0,0.0535843239358622,0,0,0,0,0,0,0,0,0,0,0,0,-0.104914791200603,0,0,0,-0.020245187388647,0,0,0,0,0,0,0,0,0,0,0,0.00504309234535496,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378044409597462,0,0.198409963344426,-0.0308054099731511,0,0,0,0,0,0,0.0274844604986365,0,0,0,0,0,-0.0112180937916478,0,0,0,0.384293904203925,0,0,0,0,0,0.00403235193622163,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.389333617672236,0,0,0,0,0,0,0,0.0247880104990815,0,0.0865398437925511,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0885081499136744,0,0,-0.0574155462240991,0,0,0,-0.00452784500255295,0,0,0.0962578627212055,0,0,0.00443223865731434,0.0949869824885797,0,0.0443450285085153,0.025242120912241,0,0,0,0,0,0
