,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600703.SH,X600690.SH,X002292.SZ,X600741.SH,X000100.SZ,X600066.SH,X002236.SZ,X600031.SH,X002506.SZ,X600118.SH,X002241.SZ,X000559.SZ,X002475.SZ,X000157.SZ,X600372.SH,X002074.SZ,X000568.SZ,X600177.SH,X300003.SZ,X000338.SZ,X002085.SZ,X300124.SZ,X002294.SZ,X600089.SH,X002456.SZ,X600867.SH,X600498.SH,X002465.SZ,X002426.SZ,X601877.SH,X300001.SZ,X600699.SH,X002007.SZ,X000869.SZ,X002180.SZ,X000050.SZ,X002049.SZ,X002512.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.267544358219563,0,0.031075490088207,0.264883090803639,0,0,0,0,0,0,-0.00136396875478667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298362048607163,0,-0.0104921032008552,0,0,0,0,0,0,-0.139466920345222,0,0,-0.0252209941723001,0,0,0.108439700647701,0,0,0,0,-0.0529881125168634,0,-0.000238613701415069,0.00149193708336026,0,0,0,0,0,0
X600104.SH,0.0218688814123688,0,0.13176595381439,0,0,0,0,0,0,0,0,0,0,0.310460526843247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101615371201354,0,0,0,0.111984543580832,0,0,0,0,0,-0.00344761598480801,0,0,0,0,0,0,0
X002415.SZ,0,0.0961802255869929,0,0,0,0,0,0,0,0,0,0,0,0,0.260066304616066,0,0,0,0.0424557528600848,0,0,0.00282046680546969,0,0,0,0.13477559134214,0,0,0,0,0,0,0,0,0.0861795247692125,0,0,0,0,0,0,0,0,0.100930589482343,0,0.0456441666848781,0,0,0.00816399956651195,0,0.0464116364099322,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0408892479755859,0.127851217063684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00378905478835843,0,0,0.00106971617779626,0.0433112638126722,0,0,0,0.259065262832752,0,0,0,0,0,0.0707119223581771,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0273989976587975,0,0,0,0,0,0,0,0,0,0.178460990369059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440004917130733,0,0,0,0,0.0526533863812246,0,0,0,0,0,0.0535701740260417,0,0,0.121366890801266,0,0.0255893396959741,0,0,0,0,0,0,0
X002304.SZ,0.217683783664588,0,0,0,0.240178828817316,0,0,0,0,0,0.19468031000556,0,0,0,0,0,0.016307012576578,0,0,0,0,0,0,0,0,0,0.206793643598032,0,0,0,0,0,0,0,0.0174141834728929,0,0,0,-3.46944695195361e-18,0.058734218142547,0,0,0,0,0,0,0.0257221490616333,0,0,0,-0.0144454794580399,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592426605698368,0,0.251421710558803,0,0,0,0,0,0,0.0283430896045393,0,0.0499904514064916,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0111046786844688,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543353184429654,0,0.0439278755342494,0,0,0.193238037500486,0,0,0,0.00906445202154239,0,0.0781113273488638,0,0,0,0,0,0.188995744504287,0.0905610025162212,0,0,0,0,0,0,0,0,0,0,0.0483337481726675,0,0,0,0,0.0182534439702824,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.101479447056199,0.133311662768204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622616044228467,0,0,0.0143654196476313,0,0,0,0,0,0,0,0,0,0.0569247095445537,0,0.0181574305591867,0,0.000966016099479265,0.197741506052379,0,0,0,0,0.0190117006457981,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.168620140941614,0,0,0,0,0,0,0,0,0,0,0.0776867121916642,0,0.0709232302136029,0,0,0,0,0,0.45857463088487,0,0.0609627693306178,0.00951839055231186,0,0,0,0,0,0,0,0.0258062186621792,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0245844857738802,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048351040015594,0,0,0,0.233776027494884,0,0.145044248939009,0,0,0,0.0473785006750909,0,0,0,0.0257153737012978,0.101048829174993,0,0.125969368212056,0.0426794640874005,0,0.00584028383841513,0,0,0,0,0,0,0
