,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X600690.SH,X600104.SH,X600031.SH,X000725.SZ,X300124.SZ,X300014.SZ,X000661.SZ,X000338.SZ,X000063.SZ,X002241.SZ,X000625.SZ,X600703.SH,X003816.SZ,X002371.SZ,X000596.SZ,X002129.SZ,X000100.SZ,X300142.SZ,X002049.SZ,X000799.SZ,X002179.SZ,X600741.SH,X000157.SZ,X600702.SH,X600460.SH,X601877.SH,X600779.SH,X002007.SZ,X600584.SH,X601799.SH,X002236.SZ,X002414.SZ,X300003.SZ,X002074.SZ,X300146.SZ,X600183.SH,X000800.SZ,X600089.SH,X002508.SZ,X000066.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.0870049411915847,0.0672566794991072,0,0.0236442899014426,0,0,0,0,-0.00987117954022722,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.04686148431144,0,0,0,0,0,0,0,0,0,0,0.13549676164691,0,0,0,0,0,0,0.00442848007292952,0,0,0,0,-0.116524554730757,0.0211180589607862,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0548020624656772,0.367646357771165,0.0154877919884176,0,0,0,0,0,0,0,0.0528600127432754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641787644414457,0.0116746594730845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783762343640109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.101106654905722,0,0,0,0.0126033977869542,0,0,0,0,0,0.0978040067445329,0,0,0,0,0,0,0.0147014969996962,0,0.0720825871660108,0,0,0.025841850652078,0,0.0731977644235147,0,0,0,0,0,0,0,0,0.0944697555989088,0,0,0,0,0,0.00701497825675788,0,0,-0.0139570584480109,0,0,0,0,0.00308469871771445,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0611993812758486,0,0,0,0,0,0,0,0,0.0969553912877349,0,0,0,0,0,0,0,0,0.0418325461220313,0.114855712438817,-3.46944695195361e-18,0,0,0,0,0.0180307187189429,0,0,0,0,0,0,0,0,0,0,0,0,-0.0801944691944742,0,0,0,0,0.160303893524053,-0.0104221062370577,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.140484631372226,0,-0.053154097069803,0.108654134033272,0,0,0,0,0.152486691104551,-0.0294582003224876,0,0,0,0,0,0,0,0,0,-0.130181816350458,0,0,0,0.525080189669194,0,-0.245698750752238,0,-1.38777878078145e-17,0,0,0.0382846917917894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418363168010675,0,0,0,0,0,0
X000568.SZ,0,0.695776915221319,0,0,0.0505510609708916,0,0,0,0.0175783184282772,0,-0.223282283160275,0,0,0,0,0,0,0,0,-0.0162093695412834,0,0,0,0.179762670891016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553386988185231,0.0119027291008718,0,0,0,0,0,0,0,0,0,0.0397896828886614,0,0,0,0.00924482665219139,0,0,0,0.00303378566427976,0,0
X002475.SZ,0.133998851077647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13339789859182,0,0,0,0.0769005417401529,0,0.177714413511077,0,0,-0.137640660088226,0,0,0,0,0,0,0,0,0.0254094729347707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00893019373229977,0,0,0,0.0225906345533725,0,0,0,0,0.079272244292429,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.23214371390405,0,0,0,0,0.128590197156114,0,0,0.0559288007590039,0,0.0414920508171494,0,0,0.0689169672262225,0,0,0,-0.0307248119069809,0.0200435919930386,0,-0.102744904803326,0,0,0.0476033153532787,0,0,0,-0.053655013632169,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0606087699829311,0,0,0,-0.00927972182164172,0,0
X002304.SZ,0,0,0,0,0.124197997324007,0,0,0,0,0,0,0,0,0,-0.156959887874208,0,0,0,0,0,0.513807974754109,0,0,0.0669800826936827,0,0,0.0453396002528422,0,0,0.159108486749509,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.211852592388301,0,0,0,0,0.0371531453107843,0,0,-0.221886113868694,0.178616193978051,0,0,0,-0.0288607012408787,0,0
X600690.SH,0,0,0.293028794128772,0.0585325093103911,0,0,0,0,0,0,0,0,0.329130608543583,0,0,0,0,0,0,0,0,0,0,0,0.00433082936888831,0,0.0487571305572674,0,0,0,0,0,0,0.00995213067486043,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
