,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X000338.SZ,X600271.SH,X002456.SZ,X002236.SZ,X600118.SH,X600177.SH,X002085.SZ,X000157.SZ,X600372.SH,X002007.SZ,X300124.SZ,X000559.SZ,X300003.SZ,X002292.SZ,X600867.SH,X002294.SZ,X600089.SH,X002426.SZ,X601877.SH,X002506.SZ,X002180.SZ,X600522.SH,X002074.SZ,X000536.SZ,X600498.SH,X000623.SZ,X000981.SZ,X002508.SZ,X300136.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.237035369320745,0,0,0,0,0,0.114572888028337,0,0,0,0.0709872385596016,0,0,0.0282840325957403,0,0,0.0315968239352379,0,0.0562008352188332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346669274097623,0,0,0.0403157471779069,0,0,0,0.0313761282568412,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.691590397684405,0,0.0731615739552753,0,0,0,0,0,0.206923770322671,0,0,0,-0.0481560689746879,0,0,0,-0.100215050575839,0,0,0,0,0,0,0,0,0,0,-0.0353219647746584,0,0,0.0256045297622005,0,0,0,-0.117890856804661,0,-0.105833893824171,0.0144240662908516,0,0.171904613904796,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.314906147901404,0.474167378118223,0,0,0,0,0,0,0,0,0,-0.0646575055297859,0,0,0,0,0,0,0,-0.0795276525213014,0,-0.0506416885374922,0,0,0,0,0.0360815063339455,0,0,0.0565426356369531,0,0,0,0,0.22051712050991,0.150940537934221,0.0358538641686789,0,0,-0.0651193899606785,0.0606536320248329,0.128182955865922,0,0,0,-0.183324252026702,0,0
X002415.SZ,0,0,0.0611750305470921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609882037818591,0,0,0,0,0,0.00753004517262725,0,0,0,0,0,0,0,0,-0.0224881731963142,0,0.102474900275373,0,0,0,0,0,0,0,0.0694881149452069,0,0.306240649660038,0.0169507145600618,0,0,0.0211323027734913,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0740375842676009,0,0,0,0,0.0760099469208385,0.440948309051245,0,0,0,0,0,0.0423645520307551,0,0.0653096252865601,0,1.35525271560688e-20,0,0,0,0,0.150641454856276,0,0,0,0,0,0.0408715517851546,0,0,0,0,0,0,0,0,0,0,0.0113446272890246,0.0134027268358326,0,-0.0226153075754842,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0469467497139142,0,0,0,0.0821259891395696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065943784256202,0.0427226901352134,0,0.0634753278255948,0,0,0,0.114501815274715,-0.115962427255313,0,0,0.152663912043037,0,0,0,0,-0.00869342716434427,-0.0133668839471209,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.186723919865473,0,0,0,0,0,0,0,0.330188143812291,0,0.123123958650381,0,0,0.0436533677827116,0.0882053374519513,0,0,0,0,0,0.0503662800408192,0,0,0,0.0294097458490108,0,0,0,0,0,0,-3.46944695195361e-18,-0.00763647264533505,0,0,0,0,0.00546292582744947,0,0,-5.42101086242752e-20,0,0,0,-0.147848995490925,0,0.00326355310210993,0,0,0,0,0,0
X000725.SZ,0,0,0.136354891346314,0,0,0,0,0,0,0.00131175235117415,0,0,0,0.0517640602707135,0,0,0,0.0377018086127947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193358915158243,0,0,0.0491697183027717,0,0,0.0342834117714294,0.301454549743323,0,0.0645726565910852,0,0,0,-0.020309218763535,0.112682667177013,0,0,0,0,0
X000625.SZ,0,0,0.0695046374771239,0,0.215549147155879,0,0,0,0,0,0,0,0.218303255697727,-1.73472347597681e-18,0,0,0,0,0,0,-0.0281134701155372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289518604192395,0.0922568610978558,0,0,0,0.00379671889485498,0,0,0.00578860451564263,0,0,0,0.0868559734107844,0,0.0543800260789229,0,0,0,0,0,0,0
X000063.SZ,0,0.0732622796791879,0.116631984801708,0,0,0,0,0,0,0,0,0,0,0.0383519601044474,0,0,0,0,0.25941708430155,0,0,0,0,0,0,0.00321213787531638,0,0,-0.012832561705743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127468305100876,-8.67361737988404e-19,0,-0.0367685338210078,0,0,0,0,0,0,0,-0.160957456044679,0,0
X600690.SH,0,0,0,0,0.148251907891445,0,0,0,0,0.17643642844207,0,0,0,0.0646157533940519,0,0,0,0.0498760266990947,0,0,0,0,0,0.0260104163428099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421426766027878,0,0.165405163082138,0.0376856548328123,0.0268314994417458,0,0.0268052426531482,0,0,0,-0.156326171413046,0,0.0831737271104452,0,0,0,0,0,0,0
