,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X600690.SH,X002304.SZ,X600031.SH,X600104.SH,X002475.SZ,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X000063.SZ,X000100.SZ,X000625.SZ,X002241.SZ,X600703.SH,X000596.SZ,X300142.SZ,X000157.SZ,X002129.SZ,X002371.SZ,X600741.SH,X002179.SZ,X002049.SZ,X002007.SZ,X000799.SZ,X002236.SZ,X601877.SH,X600584.SH,X300003.SZ,X600183.SH,X002414.SZ,X300146.SZ,X000800.SZ,X600702.SH,X600779.SH,X601799.SH,X600089.SH,X600460.SH,X002074.SZ,X600707.SH,X000977.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0828177106365997,0,0,0,0.0232477550461242,0,0,0,0,0,0,0,0.383591638605436,0,-0.0678807253913475,0,0,0,0.00221170251804572,0,0,0,0,0,0.0355673064860273,0,0,0,0,0,0,0.0376483608614454,0,0,0,0,0,0,0,0,0,0,0.199036655785346,0,0,0,0,0,0,0,0,-0.0440572093970447,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.173308273426617,0.20177679463667,0,0.00980206786050753,0.0379300320655888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15350859127107,0,0,0.193061561183622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153255433158926,0,0,0,0,-0.0361835991499506,0,0,0,6.93889390390723e-18,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0877545129902392,0,0,0.0631056496845831,0,0,0.157929532003999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111694775782331,0,0.17775981476566,0.150887638618051,0.308379050306918,0,0,0,0.0708626883449758,0,0,0,0,0,0,0,0.00236460343704438,0,-0.00391221280933341,0,0,0,0,0.0485905531875308,0,0,0,-0.0222635914350953,0,0
X600276.SH,0,0.189502994316991,0,0,1.73472347597681e-18,0.208992318200445,0,0,0.0157956806359887,0,0,0,-0.0370604833043621,0.0136495642748467,0,-0.12471516711632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506262264831358,0,0,0,0,0,-0.152877665170224,0.0283635310409709,0,0,0.00636108399351432,0,1.73472347597681e-18,0,0,0,0,0,0.0236839841760869,0,0,0,0,0.0304193959924449,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128020778842645,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.300300639010486,0,0,0.120463284569973,0,0.406832317173351,0,0.0526108731666197,0,0,0,0,0,0,0,0.0852323136543399,0,0,0,0.0492508688728453,0,0,0,0,0,-0.0530657402207164,0,0,0,-0.02685622106356,0,0
X000568.SZ,0,0.727408098298192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223802367961592,0,0,0,0,0,0,0,0,0,0,0.312225567067653,0,0,0,0,0,0,0,0,0,0,0.0631770176671506,0,0,0,0,-0.0092473210791691,0,0.00280723750815388,0,0,-0.0382631012917692,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.00297391264434501,0,0,0,0.0929814537000947,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.0993299172224724,0,0,0,0,0,0,0,0,0.17942134882382,0,0,0,0,0,0,0,0,0,0,0,0,0.0155749077574812,0,0,0,0,0,0,0,0,0,-0.00772203954297162,-0.00420353497624764,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.0980986083116587,0,0,0,0,0.0843252686031799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444847914814392,0,0,0,0.115432922864193,0,0,0,0,0,0,0,0,0,0.168207927887514,0,0,0.0459638138774269,0,0,0,0,0,0,-0.0201378204001673,0,0,0,0.0244871853126249,0,0
X002304.SZ,0,0,0.0775154599299492,0,0.17861398718465,0.141960241360909,0.0254269042661069,0.124058203547884,0,0,0,0.0499859527562431,0,0.0552383306282459,0,0,0,0,0,0,-0.0291638934425052,0,0.0342044045247903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19895426695593,0,0,0,0,0,0.0311251785317041,0,0,0,0,0,0,0,0,-0.0294945853406077,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241068947906993,0,0.135076381415224,0,0,0,0.12396428272082,0.0564420297999208,0,0.0429800108042813,0,0,0,0,0.173483263337591,0.22730641311741,0,0,0,0,0,0,0,0,0,0,0,0,0.0964986981832192,0,0,0,0.0211626275477424,0,0,0,-0.00157226983616966,0,0,0,0,0.0140607373053149,0,0
