,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X000568.SZ,X002475.SZ,X000338.SZ,X600741.SH,X000596.SZ,X601877.SH,X000661.SZ,X000100.SZ,X600703.SH,X600809.SH,X300003.SZ,X600271.SH,X002236.SZ,X002008.SZ,X300124.SZ,X002007.SZ,X000625.SZ,X000157.SZ,X300142.SZ,X600487.SH,X002179.SZ,X600177.SH,X300146.SZ,X600498.SH,X000977.SZ,X002506.SZ,X600066.SH,X002456.SZ,X002371.SZ,X600867.SH,X002241.SZ,X600522.SH,X000050.SZ,X600776.SH,X600566.SH,X600089.SH,X600372.SH,X600183.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.212502606496332,0,0,0,0,0,0,0.0725642863497563,0,0,0,0,0,0,0.0857259829718455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929866603995953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244487757337623,0,0.00195984066699501,0,0,0,0,-0.043218791466295,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389431787396085,0,0,0.285616738401638,0.0467855804418234,0,0,0,0,0.0711392028168691,0,0,0,0,0,0.0153324114168571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0034915684835326,0.0549408449900821,0,0,0,-0.0201635706872588,0,0
X000651.SZ,0,0,0,0.0592821891960723,0,0,0,0,0,0.18068735349379,0.168269527524339,0,0,0.183318132704879,0,0.0557555296397172,0,0.0565136502975934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312933688205477,0,0,0,0,0,0,0,-0.0142629072839053,0,0,0,0,-0.0826977235973388,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0971274427087051,0,0,0.0574451129078498,0.163944122595315,0,0,0.0108126614336794,0,0,0,0,0,0,0,0,0,0.169107974203297,0,0,0,0,0,0,0,0,0,0,0.0983812571777239,0,0,0.0614799431828631,0,0,0,0,0,0,0,0,0,0.00916126831344264,0,0,0,0,0.0648378837183552,0,0
X600276.SH,0,0,0.058433525350639,0,0,0,0.0391283746211441,0,0,0,0,0,0.0680092473406528,0,0.0428935016694998,0.0141412177887225,0,0.0909406832478038,0,0,0,0.130451222369714,0,0.0554298083023199,0.00154805707949094,0,0,0,0,0.0594943045620724,0,0,0,0.0547255657372497,0,0,-0.0643601541012851,0,0.0429251266236025,0,0,0,0,0,0.0360109044469476,0,0,0,0,0,0,0,0,0,0,0,-0.0326077827235606,0,0
X002415.SZ,0,0,0.0783041122518739,0,0,0,0,-8.67361737988404e-19,0.0491135612807875,0,0.0265347031169424,0.0147662903124629,0.0394992585833494,0,0.0610026557106554,0,0,0,0,0,0.010799325401613,0,0,0.300577889741574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00889201880614616,0,0,0,0,0,0,0,0,0,0,0.0263737703112697,0,-0.0288460334284036,0,0,0,0,0,0,0
X002304.SZ,0,0.0385426532096465,0.199674517787055,0,0,0,0,0,0,0,0.0873872058546557,0,0.0366773289067419,0,0,0.126816373562328,0,0,0,0,0.176108508283411,0,0,0,0,0,0.0604920439949542,0,0,0,0,0,0,0.0469439456568756,0,0.0369244469915702,0,0,0,0,0,0,0,0,0.0187523386964311,0,0,0,0,0,0,0.0157495662941771,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0329424925307765,0,0,0,0,0,0,0,0,0,0.234077512449192,0,0,0,0,0,0,0,0,0,0,0,0,0.0608528111677496,0,0,0,0,0,0.0524300947868699,0,0,0,0,0,0.25546396377761,0,0,0,0,0.124901007563894,0.122243727251681,0,-0.0693312166682145,0,0,0,0,0.0333100663699385,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222873641605352,0,0,0,0,0,0,0,0.0661462001901878,0,0,0.176829491933918,0,0,0,0.11037817493085,0,0.132688513233414,0,0,0.0331058766406606,0,0,0,0,0.179672795188717,0,0,0,0.0534876053047771,0,0,-0.0528014819156338,-0.100104672456966,0,0,0,0,0,0
X600690.SH,0,0.262053381383778,0,0,0,0,0,0,0,0,0,0,0,0.0234785886292351,0.0360270087207606,0,0,0,0.00117863558726121,0,0,0,0,0.133145694762461,0,0,0,0.125233759472805,0.134279707799984,0,0,0,0.0357910070878539,0,0,0.0373193407533007,0,0,0.0550427994011283,0,0,0,0,-0.0563118041781272,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0077827791329636,0,0
