,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X600031.SH,X000100.SZ,X600271.SH,X600372.SH,X000157.SZ,X000559.SZ,X600066.SH,X000338.SZ,X002241.SZ,X002292.SZ,X600089.SH,X002475.SZ,X002236.SZ,X600741.SH,X002129.SZ,X600839.SH,X600177.SH,X601877.SH,X000547.SZ,X300124.SZ,X000568.SZ,X002465.SZ,X600435.SH,X000016.SZ,X600582.SH,X300003.SZ,X000800.SZ,X002294.SZ,X002456.SZ,X600252.SH,X002074.SZ,X000977.SZ,X002008.SZ,X300032.SZ,X000550.SZ,X600198.SH,X002276.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.23786268420847,0,0,0,0,0,0,0.110672976150373,0.0467963450019686,0,0,0,0,0,0,0,0,0,0,0,0.159812176545664,0,0,0.0403717317933865,0,0,0,0,0,0,0,0,0.00862856746147575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379806803344303,0,0,-2.16840434497101e-19,0.0179909743041904,0,0,0,0,0,0
X600104.SH,0.33334283783823,0,0,0,0,0.0478386314012745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959481968141334,0,0.113773289210008,0,0,0.0786648228610594,0,0,0,0,0,0,-0.00445352254045705,0.0281572075677987,0,0,0,0,0,0.056854669988481,0,0,0,0,0,0,0,0,0,0,0,-0.0987051016132589,0.0412234812330601,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0749188389218145,0,0,0,0,0,0.0615163678714208,0.00314108777467448,0,0,0,0.0282462702686756,0,0.0963176968472689,0,0,0,0,0,0,0,0,0,0,0,0.0420963361561712,0.459932734749047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220203655168536,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0771779836747477,0,0,0,0,0,0,0.0639802405388594,0.19509796410124,0,0,0,0,0,0.0705629569059325,0,0.150551131155806,0,0,0,0,0,0,0,0,0,0,0.00690618450842003,0,0,0,0,0,0,0,0,0,0,0,0,0.108014775958213,0,0,0,0.0722100632174299,0,0,0.000720105059266765,0,0,0,0,0,0,0
X002415.SZ,0,0,0,-0.0261741569112536,0,0,0,0.057684318680115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103355187849226,0,0,0,0,0,0,0,0.244317467575853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237680705356796,0.0203321408936212,-0.00838465763609995,0.107452106386462,0,0,0,0,-0.0295031072799421,-0.0107171212201901,0,0,0,0,0,0
X002304.SZ,0,0.216490736672588,0,0,0,0,0.24674444132457,0,0,0,0,0,0,0,0,0,0,0,0.0290419681276049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10623645492407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037002357749082,0,0,0.0114783147219975,0.00810926196393467,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.191850529687655,0,0,0,0,0,0,0,0.0815898799893339,0,0,0,0.0320335691774565,0,0,0.203784503082037,0,0,0,0,0,0,0,0,0,0,0,0,0.347879307735319,0,0,0,-0.0627223441561176,-0.0391687833748653,0,0,0,0,0,0,0,0,0.0524622786707663,0,0,0,0,-0.00516757161547209,0,0,0,0,0,0
X600276.SH,0,0,0.0336295010459498,0,0,0,0,0,0,0.0478412894909497,0,0.140811287485571,0,0,0,0,0.000246318707436958,0,0,0.0566974721224267,0,0,0,0.0938684551756798,0,0,0.180516700137558,0,0,0.166712291856452,0,0,0,0.00444768814434502,0,0,0,0,0,0,0.0676667489113024,0,0,0,0,0.0665721844081295,0,0,0,0,0,0,0.0306297328799848,0,0,0,0,0,0
X000063.SZ,0,0.0506401754884336,0,0,0,0,0,0,0,0,0,0.259891674527452,0,0,0,0,0,0,0,0,0,0.0927271716146863,0,0.2254642924395,0,0,0.0926850019265534,0,0,0,0,0,0.00525522163258305,0,0,0,0,0,0,0,0,0,0,0,0.00106539041313439,0,0,0,0,0,0,-0.00151403999055914,-0.044390392772465,0,0,0,0,0,0
X000625.SZ,0,0,0.0437983717276351,0,0,0,0,0.00801757124750483,0,0,0,0,0,0,0.0999178998175466,0,0,0.027255791452667,0.0933270485368466,0,0,0,0,0,0,0,0.208697585137408,0,0,0,0,0,0,0.111436998053806,0,0,0,0,0,0.0840990327195024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
