,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X300014.SZ,X000651.SZ,X600031.SH,X000725.SZ,X300124.SZ,X002241.SZ,X002371.SZ,X600703.SH,X000338.SZ,X000063.SZ,X003816.SZ,X000596.SZ,X002129.SZ,X002049.SZ,X000625.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X002074.SZ,X000100.SZ,X600741.SH,X600089.SH,X600702.SH,X600460.SH,X000799.SZ,X002236.SZ,X002180.SZ,X000157.SZ,X600779.SH,X601799.SH,X600522.SH,X002008.SZ,X000733.SZ,X002414.SZ,X600584.SH,X600884.SH,X600183.SH,X002007.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.471452607154423,0,0.156843609292487,0,0,0,0,0,0,0,0,0,-0.0775880370005935,0,0,0,0,0,0,0,0.0106785238389688,0,0,0,0,0.0348719539294853,0,0,0,0,0,0.000166584157944923,0.0476708759808401,0,0,0,0,0,0,0,-0.0217969896088468,0,0,0,0,0.0240298655062066,0,0,0,0,0,-0.00725437578573256,0,0,0,-0.0234268341308777,0,0
X000858.SZ,0.0513470977878714,0,0,0,0.426448023314063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516225465334763,0,0,0,0.30566715354206,0,0,0,0,0,0,0,0.065445728113733,0,0,0,0,0,0,0,0,0,0,0,0,0.0319579389758894,0,0,-0.0206706629340993,0,-0.00276195874637831,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.142802893388821,0,0.148170516153528,0.230508229848303,0,0,0,0,0,-0.01994961325829,0,0,0,0.0340197160482045,0,0,0,0,0,0,-0.0264116301359151,0,0,0,0,0,0,-0.0281000708229534,-0.123255246513992,0,0,0,0,0,0,0,0,0,0.123614560398803,0.0419957821484708,0,0,0,0,0,0,0.0205523105055547,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.13445920982518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414551646971757,0,0,0,0.123299327440492,0,0,-0.0641630096035262,0,0,0,0,0,0,0,0,0,0,0.0188755548848463,0,-0.0699954175318321,0,0,-0.157941361008466,0,0,0,0,0,0,0,0.042654719468708,0,0,0,0,0,0
X600809.SH,0,0.121050159960206,0,0,0,0,0,0,0.0461002882708863,0,-0.128350994269857,0,0,0,0,-0.118163586265348,0,0,-0.194738883432389,0,-0.0376615720407717,0,0,0.00461198905689772,0,0,0,-0.332695967310782,0,0,0,0,0,0,0.255849674134082,0.62058752141502,0,0,0,0,0.00956999392530709,0,0,0,0,0,0.0253463206127362,0,0,0,0,0.00939619031461761,0,0,0,0,0,0,0
X002475.SZ,0.244583867709504,0,0,0,0,0,0.0197508715719084,0,0,0,-0.0254039106045293,0,0,0,0.141039219808501,0,0.112323751079168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233468153950022,0,0,0,0,0,0,0,0,0,0,0.119599356892039,0,0,0,0,-0.00400810027835364,0,0,-0.0727980566302571,0,0.0063150150343584,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.06203938303869,0,0.0166262303139177,0,0,-0.0629318015899274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934453838616891,-0.216870751889682,0,0,0.0533665012152891,0,0,0,0,0,0,0,0,0,0,0,-0.106361484097687,0,0,0,-0.0546262386818551,0,0.249529804837387,0,0,-0.0116478825747506,0.0162005090443772,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104947468254668,0,0,0,0,0,0,-0.0758203249400461,0,0,0,0,0,0,0.124929817326642,0,0,0,-0.0564068915113049,0,0,0,0,0,0,-0.0189149151537553,0,0,0,0,0,0,0,0,0,0.00514289926872307,0,0,0,0,0,0,0
X002304.SZ,0,0.210396889496185,0.0803684112981259,0,0,0,0,0.19348441227207,0,0,0,0,-0.0977720046829719,0,0,0,0.0521703896915721,0.0933416144880457,0,0,-0.122938702501159,0.0305806469008376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248067366249289,0,-0.12290163847962,0,0,0,0,0,0,0,0,0,0,-0.00960537101483952,0,0,0,0,0,0
X600104.SH,0,0,-0.0379797583675804,0,0,0,-0.0512418171602778,0,0,0,0,0,0,0,0,0.117947193540957,-0.0681379134389418,0,0.0707803924999694,0,0,0,0,0,0.0611305400615425,0,0,0,-0.0195179624653757,0.00155260432475193,0,0,0,0,0,0,0,0,0,0,0,0,0.0666146346776562,0,0,0,0,0,0,-0.0791329028973006,0,0,0.0416361971441702,0,0,0,-0.0184012753396747,0,0
