,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X002475.SZ,X000063.SZ,X600741.SH,X000338.SZ,X300003.SZ,X600031.SH,X002236.SZ,X600809.SH,X002008.SZ,X600867.SH,X300124.SZ,X601877.SH,X002456.SZ,X000596.SZ,X600271.SH,X000661.SZ,X600566.SH,X600487.SH,X600066.SH,X000100.SZ,X002294.SZ,X000625.SZ,X300136.SZ,X002179.SZ,X002007.SZ,X000977.SZ,X300142.SZ,X002241.SZ,X002180.SZ,X000157.SZ,X000981.SZ,X600498.SH,X000050.SZ,X002049.SZ,X000869.SZ,X600522.SH,X600779.SH,X002508.SZ,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.209368016266062,0.14375788736932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197159166625355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674875974489875,0,0,0,0,0.0482681731205889,1.73472347597681e-18,0,0.110145926139399,0,0,0,0,0,0.0106127841595312,0.00405352785363762,0,0,0,0,0,0
X600104.SH,0,0,0.111287607931427,0,0,0,0,0,0,0,0,0.0622495405085732,0,0.330462945755708,0,0,0.0324835474504149,0,0,0.0344641527783753,-0.0280359255036076,0,0,0,0,0.0297980811911081,0,0.0229653269229952,0,0.0515129962884364,0,0,0,0,0,0,0,0,0,-0.131137170246287,0,0,0,0,-0.211635067665934,0,0,0,0,0,0,0.0255302942838802,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0606025350705241,0,0,0,0,0.313371632528573,0,0.06501064094607,0,0.170536684930931,0,0,0,0,0,0.0862358611863318,0.0595350409235162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.150795572488352,0,0,0.00637151241452105,-0.0453170326609387,0,0,0,0,0,0
X000858.SZ,0.00606919735915294,0,0,0,0.162423638313042,0.0724927337718465,0.117580498829197,0,0.249274253871095,0,0,0.0328362295476568,0,0,0,0,0,0.109567509349491,0,0,0,0,0.0355897259091573,0,0.125326818202746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102964095129828,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.525914161369041,0,0,0,0,0.00211769688606761,0,0.368401053242162,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0322104439861696,0,0,0,0,0,0,0,0,-0.089299000140077,0,-0.239910264494207,0,0,0,0,0.158746090339206,0,0.0564826057063675,0.0116312593493844,0,0,0,-0.0276328336881756,0.0661945119367574,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0213874899221605,0,0,-0.0324232550256318,-0.0291138680929918,0,0,0,0,0,0,0,0.00314529111900818,0,0,0,0,0.33129871818611,0,0,0,0,0.0310123466438526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151942594835787,0,0,0,0,0.0430423580147175,0.0282987385164051,0,0,0,0,0,0
X002304.SZ,0,0,0.119972881497452,0,0,0,0,0,0.346370011303294,0,0,-0.0233389524331151,-0.0961051147072416,0,0,0.0279657811111555,0,0,0.386766351092831,0,0,0,0.0108931114833968,0,0,0,0,0,0,0,0.064099639816187,0,0,0,0,-0.00197542647271841,0,0,0,0.0540487627956721,0,0,0,0,0,0,0,0.0360391882289552,0,0,0,0.0309435768974429,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167016348136422,0,0,0,0.0238811550380753,0,0,-0.241576366711067,0,0,0,0,0,0,0.0549156411291502,0,0,0,0,0,-0.0108154911839927,0,0,0.199709625941925,0.183782426787288,0,0,0.195910261940352,0.01570986147012,0,0,0,0,-0.0532737569036932,0,0,0,0,0,0
X600690.SH,0,0,0,0.320542591117306,0,0,0.189998802089671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104184381553825,0,0,0,0,0,0,0,0,0,0,0,0,-0.0551349377359186,0.0361122184751693,0,0,0,0,0,0,-0.0106622186263971,0.127221041709369,0,0,0.0835887349354459,0,0,0,0.0285429045172823,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.0695119709375019,0.121329130038325,0,0,0.204718176440351,0,0,0,0,0,0.0510627570339381,0,0,0,0,0,0,0,0,0.00589128897812311,0.235814775121648,0,0,0,0,0,0,0,0,0,0,0,0,-0.0678004890462445,0,0,0,0,0,0,-0.0359147716151121,0,0.0638460103195928,0,0,0,0,0.0209679553949598,0,0,0,0,0,0,0
