,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X000338.SZ,X002475.SZ,X600031.SH,X300003.SZ,X002236.SZ,X000063.SZ,X002008.SZ,X300124.SZ,X600809.SH,X601877.SH,X600867.SH,X600271.SH,X000596.SZ,X000625.SZ,X600066.SH,X002456.SZ,X600487.SH,X000100.SZ,X002294.SZ,X600566.SH,X000661.SZ,X002241.SZ,X000157.SZ,X002179.SZ,X300142.SZ,X300136.SZ,X002007.SZ,X000981.SZ,X002508.SZ,X000977.SZ,X000050.SZ,X002180.SZ,X600177.SH,X600779.SH,X000869.SZ,X600498.SH,X600522.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.11754352657615,0.202522787384581,0,0,0,0.218735103880087,0,0,0,0.0732164349773306,0,0,0,0,-1.73472347597681e-18,0,0.0333629545995057,0.0250374498758907,0,0,0,0,0,0.0142788140961101,0,0,0,0,0.0964730795300402,0,0,0,0,0,0,0,0,0,0,0,-0.00450378382886521,0,0,0.0376218643317817,0.0579216555243772,0,0,0,-0.000290500481870334,-0.0160363766208427,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.335936752986382,0,0,0.0030256840772395,0,0,0.116810469716766,0,0.201642600736811,0,-0.00362112047858298,0,0,0.156232257823271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0746390049227919,0,0,0,0.000401902356277681,-0.0324136880050682,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.131034962467825,0,0,0,0,0,0,0,0,0,0.214641915782501,0,0,0,0,0,0,0,0,0,0.0263212208019671,0,0.111177730492475,0,0.0403436005056331,0.22498946836758,0,0.119412321651288,0,0,0,0,0,-0.0349424836857641,0.197139664316048,0,0,0,0,0,0,0,0,0,0,-0.00859110090360239,-0.0220092559204422,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.100238932395645,0,0.2200213486196,0,0.198728559240134,0,0,0.0570761371160306,0,0,0,0,0.180337729683469,0,0,0,0,0,0,0,0.0236688459839865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0589306196219886,0,0,0,0.0579954509298382,0,0,0,0,0,0.0160795980948144,-0.00802926410462304,0,0,0,0,0,0
X000651.SZ,0,0,0,0.446998578578419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182080859521548,0,0,0,0,0,0,0,0,-0.131720013593673,0,6.93889390390723e-18,0,0,-0.0639402208253627,0,-0.037485436139338,0,0.0677552238075729,0,0,0.179686663433883,0,0,-0.0462648557561789,0.0384152597256821,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.207350215499092,0,0,-0.0342970551602689,0,0.0713395410522529,0,0,-0.0814807979247307,0,0,0,-0.0193612740303091,0,-0.0767090573803993,0,0,0,0,0,0,0.189376693924625,0.154363519832647,0.123773703980284,0,0,0,0,0,0,0.0750669925436468,0,-0.0252053156994287,0,0,0,0.134714238069217,0,0,0,0,0,-0.000415775261769526,0,0,0,0,0,0,0
X002304.SZ,0,0,0.00915414445883695,0.145611608573913,0,0,0,0,0.337681176357675,0,0,0,0,0,0,0,0,0,0,0.177957498638952,0.212242022081635,0,0,0.0118755557637819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242987756812332,0,0,0,0,0,0,0,0.0253635011762898,-0.0150559245271873,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152328293181082,0.17925549487601,0,0,0.00361472304568731,0.137760292796325,0,0,0,0,0.153193267854886,-0.0585051036771104,0,0.0557006744005394,0,0.231425455601939,0.0249295933013375,0,0,0,0.0177352828838684,0,0,0,0,0,0
X600690.SH,0,0,0,0.441131659193961,0,0.00204205551248155,0.221881442325117,0,0,0,0,0,-0.000654851949757956,0,0,0,0.0396388908345367,0,0,0,0.0226036199052489,0,0,0,0,0,0,0.0910343380369352,0,0,0,0.0460017727145363,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.104747067686884,0,0,0,0,0.0110846512822664,0,0,0,0,0.00304117620206381,0.0120071857808187,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0571832884141352,0,0.21408853786399,0.067925018752291,0,0.315966612445785,0,0,0,0.152183764829056,0,0,0,0,0,0,0,0,-0.100973961678934,0,0,0.0531610808891854,0,0,0.0281416900320809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000650098013674665,0,0.0604245064910005,0,0,0,0,0,0.00709035588340725,0,0,0,0,0,0,0
