,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X002475.SZ,X600031.SH,X000651.SZ,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X600703.SH,X000596.SZ,X000100.SZ,X002241.SZ,X002371.SZ,X000157.SZ,X600741.SH,X000625.SZ,X002007.SZ,X002129.SZ,X601877.SH,X002179.SZ,X002049.SZ,X002236.SZ,X002414.SZ,X600584.SH,X300142.SZ,X601799.SH,X600183.SH,X000799.SZ,X000066.SZ,X000800.SZ,X300003.SZ,X600089.SH,X002074.SZ,X002008.SZ,X600779.SH,X000547.SZ,X000050.SZ,X002185.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.133024025400075,0,0,0.0189889225500277,0,0,0,0.16952690688715,0,0,0,0,0,0.0757797747059674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283579966889235,0,0,0,0,0,0,0.0186413510386283,0,0,0,0,0,-0.00336346587912082,0.0135841287415827,0,0,0,-0.0114981235634918,0,0
X000858.SZ,0,0,0,0,0.316253346481743,0,0,0,0.117344258579973,0.0764837784876156,0,0,0,0.00839602720144081,0,0,0,0,0,0,0.0382652530674257,0,0,0,0,0,0.0261734854935644,0.0559619617754727,0,0,0,0,0,0.0329510192696138,0,0,0,0,0.105275112377641,0,0,0,0,0,0,0,0,0,0,0,0,-0.00563350842190078,-0.0182089842945366,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.151914393733299,0,0.00434594251139514,0,0,0,0,0,0,0,0,0,0.144114423262539,0,0,0,0,0,0.103967412860834,0,0,0,0.210396163137274,0,0,0,0,0,0,0,0,0,0,0.0120816678040583,0,0,0,0,0,0,0,-0.0032934484166663,0,0,0,0,-0.0211417003865313,0,0
X600276.SH,0,0,0.134074765818433,0,0,0,0,0,0,0,0,-0.0719087657929606,0,0,0.0974984416256198,0,0,0,0,0.0868303533836687,0,0,0,-0.12396501203905,0,0,0.0361284736380446,0,0.0569241624125703,0,0.0740453019376775,0.0885407334956153,0,0,0,0,0,0,-0.0560314532571398,0,0,0,0,0,0.0559916832455438,0,0,0,0,0,0,-0.0172397827128723,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.387813728876496,0.0290399985775573,0,0,0,0,0,0,0,0,0,0,0,-0.100071261452711,-0.0458807518272367,-0.0151344876439297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125188126640916,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228674110230064,0,0,0,-0.0150602102463057,0,0
X002475.SZ,0,0,0,0,-0.0243639681236879,0,0.156652371486388,0,0,-0.0946396513770602,0,0.00618137189268024,0,-0.00222621735992917,0,0,0,0,0,0.0639721787920714,0,0,0.404894043731637,0,0,0,0,0,0,0,0,-0.00499513366664535,0,0,0,0,0.0479688764770301,0.161930936724855,0,0,0,0,-0.0745143675958359,0,0,0,0,0,0,0,0,-0.025842293113928,0,0,0,0,0.0192264345038405,0,0
X600031.SH,0,0,0.176797823304068,0,0,0,0,0,0.000536275790653469,0,0,0,0,0,0,0,0,0,0,0.13194749673043,0,0.0465767541163934,0,0,0.159196518231106,0,0,0,0,0,0,0,0,0,0,-0.0303394214206356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504535682595186,0.0112052271879779,0,0,0,0.044671630991473,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.229658701592027,0.0361707862689548,0,-0.00619160539652033,0,0,0,0,0,4.33680868994202e-19,0,0,-0.0529456055776309,0,0.188199038673089,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.00857993581938562,0,0,0,-0.035314859541173,0,0,0,0.0525887013646962,0.0320366321289704,0,0,0,0.216375918936142,0,0,0.00487617791135532,0,0,0,0,-0.0247768063335931,0,0
X600809.SH,0,0.205554558673527,0,0,0,0.00331247264273258,0,0,0,0,0.279231884442446,0,0,0,0,0.11245388917069,0,0,0,0.154175921748523,0.180781003622556,-0.02369648364819,0,-0.31537838237207,0,0,-0.0128665746174783,0,0,0,0,0,0,0,0,0,0,0,0.143731881029913,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00175614634551893,0,0,0,0,0,0
X002304.SZ,0,0.0184325290685341,0,0,0.207194793414164,0,0,0,0.232423959129291,0,0,0,0,0,0,-0.0628468094778383,0,0,0,0,0,0,0,0,0,0,-0.0683641045638484,0,0,0,0,0,0,0,0,0,0.212984414914884,0,0.0889353201071545,0,-0.0415471081617328,0.218441943221056,0,0.0187902021222311,0,0.0761877756070056,0,0,0,0,-0.0744927083265853,-0.0436254197702012,0,0,0,0,0.0203761645867442,0,0
