,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600276.SH,X600104.SH,X000651.SZ,X300014.SZ,X000625.SZ,X300124.SZ,X002129.SZ,X600031.SH,X000725.SZ,X002371.SZ,X003816.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X601877.SH,X600522.SH,X002180.SZ,X002074.SZ,X300142.SZ,X600741.SH,X000733.SZ,X600884.SH,X600460.SH,X000100.SZ,X600702.SH,X000157.SZ,X000799.SZ,X600563.SH,X601799.SH,X002236.SZ,X600584.SH,X002176.SZ,X002414.SZ,X000800.SZ,X002056.SZ,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.313778655161286,0,0,0,0,0,0,0.0402466055884437,0,-0.0116687942735003,0,0,0,0,0.0404296360914532,0,0,0,0,0,0,0,0,0,0,0,0,0.0108916968599311,0,0,0.0128190507673563,0.107102956886872,0,0,0,-6.93889390390723e-18,0,0,0.0558184794453572,0,0,0,0,0,-0.0186982104843401,-0.0172184312055112,0,0,0.0130908795798071,0,0,0,0,-0.0019910657535122,0,0
X000858.SZ,0,0,0.182962971109066,0.244408014428434,0,0,0,0,0,0,0,-0.00755876322925686,0,0,0,-0.0139289552236876,0,0,0,0.00560915079828086,0,0,0,0,0,0,0,0,0,-0.0244521153923286,0,0,0,0,0,0,0,0,0.211080209394604,0,0.0676307496113338,0,0,0,0,0,0,-8.67361737988404e-19,0.0592553726815543,-0.0393241653384204,-0.120059958780569,0.000812223508097318,0,0,0,0,1.0842021724855e-19,0,0
X600809.SH,0,0.0218268662019705,0,0.641998963247354,0.0125745813536292,0,0,0,0,0,0,0.0449915693873116,-0.0469715605387187,0,0,0,0,0,0,0,0.022913173093378,0,0,0,0,0,0,0,0,0,0,0.0642113393421398,0,0,0,0,0.0497434411510385,0,0.0509266336930708,0,0,0,0,0,0,-0.217128036763166,0,0,-0.00635012984416851,0,0,0,0,0,0,0,-0.00761621957657603,0,0
X000568.SZ,0,0.261050642322717,0.121597575212124,0,-0.00869972901151278,0.0537442871650758,0,0.00116985466405782,0,0,0,0,0.0214019268051902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090383258017641,-0.0287139171217224,0,0,0,0,0,0,0,0,0,0.317837700494173,0,0,-0.0592340730460783,0,0,0,0,0,0,0,0,0,-0.0214389930161276,0,0,0,0,-0.0433157701780657,0,0
X002415.SZ,0,0,0,0,0,0.496905564034102,0,0,0,0,0,0,-0.150270244421639,0.0608320183233643,0,0,0,0,0,0,0,0,0,0,0.0101708237118795,0,0,0,0,0,0,0.00107278115741098,0,0,0,0,0,0,0,0,0,-0.0271634851419352,-0.00827006294478087,0.754013795861199,0,-0.0263455529587533,0,0,0.0590145352076979,0,0,0.140044346302517,0,0,0,0,0.00915314663254345,0,0
X002304.SZ,0,0,0.0312504909834311,0.304823474151039,0.0062995936680202,0,0.0460646050606766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173057840324504,0,0,0.107820166183523,0,0,0,0.181201175094263,0,0,0.0246691569371,0,0,0,0.0107167952588023,0,0,0.0172042583217732,0.0113067103028028,0,0.0130007266676259,0,0,0,0,-0.00848010858763552,0,0
X600690.SH,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.452248049774698,-0.0631325087090626,0,0,0,0.0761076012336608,0,0.0198564344982065,0,0,0,0,0.0771888874368618,0,0,0,0,0,-0.030809435408193,0,0,0,0.190787766602504,0,0,0,0,0,0.0493952669733441,0,0,0,0,0,0,0,0.104493475338271,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767269865354127,0,0,0,0,0.173359413726603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322760930354328,0.160611885279413,0.0268167542624824,0.157127813399668,0,0,0,0,0,0,0,-0.02026544255021,-0.206757574178141,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0411834700748976,0,0,0.186918769886904,0,0,0,0,0,-0.263909245157571,0,0,0,0,0,0,0,0,0,0,0.201444527605944,0,0,0.222992924288048,0,0,0,0,0.145818883375679,0,0,0,0,0.0815577454535427,0,0,0,0.0116356852360466,0,0,0,0,0,0,0,0,0,-0.0601834096845675,0.277717700491433,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0436062955220922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284999699865341,0,0.0206770757703411,0,0,0,0.176818284878913,0,0,0,0.00520583152206219,0.221946063789959,0,0,0,0,0,0,0,0,0.234434246329787,0.088393534278516,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734308620242767,0,0,0,0,0,0,0.148387387167017,0,0.0793949796043365,0,0,0,-0.00352414361460758,0,0,-0.0020398226986014,0,0,0,-0.0641559433304783,0,0,0,0,0,0.0288749855748554,-0.0489376815716505,0,0,0,0,0,-0.0588660593781516,-0.0534071828847268,0,0,0,0,0,0,8.67361737988404e-19,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194136268165815,0.12805024536993,0.135442065127641,0.0495220295553385,0,0,0.0658796443473145,0.122988716745319,0,0,0.0281514578050936,0,0,0,0.0415282468998267,0,0,0,0,0,0,0.0971369774145379,0,-0.121065309885502,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0881126387207814,0,0,0,0,0,0,-0.108215196659402,0,0,0,0.0108349142932776,0,0.222588538149113,0,0.319781286409004,0,0,0,0,0,0,0,0,0,0,0,0.243474836799575,0,0.0497654950285112,-0.244251516513952,0,0.0744567012964398,0,0,0,0.0745436906235082,0,0
X300124.SZ,0,0,0,0,0.0057706006278905,0,0,0.0745375191607249,-0.128969617323287,0,0,0.0655395398936519,0,0,0,0,0,0,0,0,0,0,0.0690325565937302,0,0.14587650004031,0,0.162645971686805,0,0,0,0,0,0,0.0960946367698021,0,0,0,0,0,0,0.129750458178496,0.0137251710534075,0,0,0,0,0,0,0.176428438103934,-0.0585973781082016,0,0.00850590909182715,0,0,0,0,-0.0249361357577875,0,0
X002129.SZ,0,0,0,0,0.0856394013004517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222449682973937,0,0,0.10774510358162,0,0.0661427620705709,0,0,0,0.040308300532777,0,0.0436379456544849,0.081964601999968,0,0,0.145165107144906,0,0,0,0.0109855942783383,0,0,0,0,0,0.0183206826445503,0,0,0,0,0.0669910194573485,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183736133479624,0,0,0,0,0,0.14214677868899,0,0,0,0.0383717121046413,-0.0764638028479605,0,0,0,0,0,0,0,-0.00715230875445271,0.198817454998849,0,0.252790608605911,0,0,-0.0420343887166234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060555294098296,0,0
