,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000063.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X600031.SH,X600276.SH,X600690.SH,X600118.SH,X000100.SZ,X600271.SH,X600372.SH,X002129.SZ,X600703.SH,X000338.SZ,X000157.SZ,X600089.SH,X002241.SZ,X600741.SH,X600177.SH,X002236.SZ,X600066.SH,X600582.SH,X600060.SH,X002292.SZ,X000559.SZ,X600435.SH,X300124.SZ,X002465.SZ,X000977.SZ,X002456.SZ,X000800.SZ,X600839.SH,X002475.SZ,X300003.SZ,X601877.SH,X002294.SZ,X000623.SZ,X000581.SZ,X002007.SZ,X600867.SH,X002276.SZ,X000568.SZ,X600498.SH,X000869.SZ,X600198.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0290898232523213,0,0,0,0,0,0.182583664356051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347644544258933,0,0,0,-8.67361737988404e-19,0,0,0,-0.00116262153478108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759991624005634,0.26836566418838,0,0,0,0,0.00160918628400235,0.00988071809892598,0,0,0,0,0,0
X600104.SH,0,0,0.0170693843966341,0.190783058897627,0.112910336096373,0.045055732935894,0,0,0,0,0,0,0,0,0,0.0322499474548143,0,0,0,0,0,0,0,0,0.0615642272090359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119761550654023,0,0,0,0,0,0.00140567210192857,0,0,0,0,0,0
X002415.SZ,0,0,0,0.20838007097679,0,0.0465503425473999,0,0,0,0.0459399705436,0,0,0,0,0,0,0,0,0,0.054969026653534,0,0,0.103302005118159,0,0,0,0,0,0.0277630559774787,0,0,0,0,0,0,0,0,0,0,0,0,0.285812687733884,0,0,0,0,0,0,0,0.0353957898056687,0,0,-0.0283337560620252,0,0,0,0,0,0
X000651.SZ,0,0.16518847858355,0.0885512218422459,0,0,0.0618527303324436,0,0,0,0,0,0.111253749103834,0,0.0514881899616077,0.0232402401970674,0.0272349616785981,0,0,0.0898303496190717,0.0050015552494789,0,0,0,0,0,0,0,0.0470691603283297,0,0,0,0,0,0,0,0,0.0681559600565178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0028797022861069,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0490582065013563,0,0,0.14043005763939,0,0,0,0,0.0968556477737054,0,0,0.0292181131584599,0,0,0,0,0,0.0974368443064736,0,0,0,0,0,0,0,0,0,0.0800212520456529,0,0.123899919697982,0,0,0,0,0.0413753014334538,0,0.0215804721340243,0.204348717338791,0.141686658549841,0,0,0,-0.0106126968206301,0,0,0,0,0,0,0
X000063.SZ,0.113712138422239,0,0.0654036928430938,0,0,0,0,0.0200945677698832,0,0,0,0,0,0.102966089489057,0,0,0,0,0,0,0.15024194650809,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576816862159697,0,0,0,0,0,0,0,0,0,0,0.235587939018129,0,0.0203911818681991,0,-0.00480503754204092,0.00383595916936417,0,0,0,0,0,0
X000625.SZ,0,0,0.193424214785184,0.108116455331774,0,0,0,0,0,0,0,0,-0.145792111002196,0,0,0.095721073657392,0,0,0,0.0685419475092672,0,0,0.159490277806976,0,0.0540742889265852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00964710738572674,0,0,0,0,0,0,0,-0.0145626393643334,3.46944695195361e-18,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0123206991077119,0,0,0.407198442133145,0.0440064602391391,0,0,0,0.0402566172759339,0,0,0,0,0,0,0,0,0,0,0.0532350498275148,0,0,0.0333279294854689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335854397280508,0,0,0,0,0,0.111145516660269,0,0.0623867760465812,0,0,-0.0194159103007079,0,0,0,0,0,0
X000858.SZ,0,0,0.0112183403109712,0,0,0.0971861064704334,0,0.0866056250633244,0,0.0362635283239425,0,0,0,0,0,0,0,0,0.0687427518334517,0,0.0429686297735445,0,0,0.0698976952126643,0,0,0.0390189529249785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181375779111009,0,0.104619148924345,0,0,0.00259941793198852,0,0,0,0,0,0,0
X600031.SH,0,0,0,-0.15241382305727,0,0,0,0,0,0,0,0,0,0,0,0.139854788620768,0,0.101360995755655,0.137404623524884,0.434779180784005,0,0,0,0,0,0,0,0.00907142504240624,0,0,0,0,0,0,0,0,0,0,0,0.0555061135030107,0,0,0,0,0,0,0,0,0,0.000582508349973209,0,0.00978682859395232,0.0263966344898357,0,0,0,0,0,0
X600276.SH,0.0168574385104977,0,0,0,0,0.0146855612300786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134051271014044,0,0,0,0,0.0850637360271139,0.0026212818620834,0,0.0130381754678042,-0.0472492609373383,0,0,0,0,0,0.0385670381535222,0,0,0,0,0,0,0,0,0,0,0,0,0.0254133533277508,0,-0.00223564471673701,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.105450252533048,0,0,0,0,0,0,0,0,0,0.079296445619397,0.0214405586012226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168832454537946,0,0,0,0,0.0629942360725674,0,0,0,0,0.0460074454842454,0.0580677558754411,0,0,0.0335173566651449,0,0,0,0.130675443707607,0,0.00654620355699072,-0.00475404825516763,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.110687026193368,0,0,0,0,0,0,0,0,0,0,0,0,0.167223582915567,0,0,0,0,0,0,-0.0328325793862688,0,0.153525927190563,0,0,0,0.258384578864241,0.0525286886739245,0,0,-0.0845988521793108,0,0,0,0.0622059116286704,0,0,0,0,0,0,0,0,0,-0.0887889109687448,0,0,0,0.0520059819064634,0,0,0,0,0,0
X000100.SZ,0,0,0,0.117574825261616,0.0723514961872707,0.0680358507808269,0,0,0,0.0824663162184563,0,0,0,0,0,0,0,0.0238376132338538,0,0,0,0,0,0,-0.0246187494058105,0,0.0561493043468791,0.296250816690729,-0.0332894103847125,0,0,0,0,0,0,0,0.0641800156941059,0,0,0,0.0655001513623151,0,0.0389066700610578,0,0,-0.0413769251853818,0,0,0,0,0,0,0.0103831098316233,0,0,0,0,0,0
