,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X600741.SH,X600703.SH,X002475.SZ,X000568.SZ,X600271.SH,X300003.SZ,X601877.SH,X600487.SH,X002008.SZ,X300124.SZ,X002236.SZ,X000596.SZ,X600809.SH,X000661.SZ,X000100.SZ,X002456.SZ,X002179.SZ,X600867.SH,X000625.SZ,X300142.SZ,X002007.SZ,X600498.SH,X000977.SZ,X600066.SH,X000157.SZ,X002294.SZ,X600566.SH,X300136.SZ,X002241.SZ,X002180.SZ,X600522.SH,X600089.SH,X600177.SH,X300146.SZ,X600372.SH,X000869.SZ,X002506.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.400413170096746,0.0516604696260795,0,0,0,0,0.00804579841789924,0,0,0,0,0.0134164719686218,0,0,0.0943041484997569,0,0,0.0312888806594267,0.0196879356414792,0,0,0,0,0,0,0,0.00779763039668648,0,0,0,0,0,0.0364020177159593,0,0,0,0,0,0.0295420808883361,0,0,0,0,0,0,0,0,0,0.00144859662711153,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.305894710136928,0.104703114114784,0,0.0953266816541459,0.227119192824929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401093624832084,0,0,0,0,0,0,0,0,0,0,0.0388551993794296,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0300599715845966,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.119551429001011,0.0774518083789386,0.0468135775923949,0,0.0384476050384645,0,0,0,0,0,0,0,0.0754882876645781,0,0,0,0,0.416634043238381,0,0,0,0,0,0,0,0,0,0,0,0.187533754633763,0,0,0,0,0,0,0.00578930640310364,0,0,0,-0.0568953098059386,-0.125385080719783,0,0,0,0,0.00414312365347579,0.0193552900065489,0,0,0,0,0,0
X000858.SZ,0.240200681454386,0,0,0,0,0,0.130880523516512,0,0.171369036596195,0,0,0,0,0,0,0.216236124182492,0,0,0,0,0,0,0,0.16179963440943,0,0,0,0,0,0,0,0.0933642158470195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00541278236380202,0,0,0,0,0,0,0
X000651.SZ,0.144837010096812,0,0,0,0,0,0,0,0,0.00398515976537048,0,0,0,0,0,0.165345008617494,0,0,0,0,0.319596485510442,0.0318232030333415,0,0.0356456875424164,0,0,0,0,0,0.0586456565006346,0,0,0,0,0,0.044651853982476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00767328440301591,0.0145070140419261,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26246968590168,0,0,0,0,0.0911473975506535,0.0258955305629337,0,0.0271943735257407,0,0,0,0,0,0,0.0408310233002762,0,0,0,0,0.339944204249935,0.107994399035627,0,0,0,0,0,0,0.201880735101712,0,0,0,0,0,0.0319299282441248,0.0413323012957673,0,0,0,0,0,0
X002304.SZ,0,0,0,0.377239637233413,0,0,0,0,0,0,0,0,0,0,0,0.506053575517978,0,0.133654147553779,0,0,0,0,0,0,0.158885059880744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143570638552155,0,0,0,0,-0.0478753008720542,0,0,0,0,0,0.00946804657589343,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670267523816482,0,0.114574903555048,0,0,8.67361737988404e-19,0,0,0.0379294029360209,0.335549467846592,0,0,0,0,0,0,0.115240117537595,0.0772934030101799,0,0,0,0,0,0,0,0.0302269237509148,0,0,0,0.245401767486809,0,0,0,0,0.00971193165712453,0.0325262046401509,0,0,0,0,0,0
X600690.SH,0,0,0,0.258570676081154,0,0,0,0,0,0,0,0,0,0,0.00871407987695715,0,0,0,0.000615982079779559,0,0,0,0.111432137511785,0,0,0,0,0.332255623846696,0,0.089999751681958,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,-0.084436908079542,0,0,0,0,0,0.0117646015133759,-0.022946296549538,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0941439571095582,0,0,0,0,0,0,0,0.404681336820537,0,0,0,0,0,0,0,0,0,0.0471349336103203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292208978382025,0,0,0,0,-0.0428038994810284,0,0,0,0,0.0984150795036193,0.0441843834412388,0,0,0,0,0,0
