,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600066.SH,X002241.SZ,X600271.SH,X000100.SZ,X000568.SZ,X600031.SH,X002292.SZ,X002236.SZ,X600118.SH,X002074.SZ,X000559.SZ,X002475.SZ,X600177.SH,X002506.SZ,X300003.SZ,X600372.SH,X000157.SZ,X000338.SZ,X002456.SZ,X300124.SZ,X000050.SZ,X002426.SZ,X002085.SZ,X002249.SZ,X002294.SZ,X000869.SZ,X002007.SZ,X600699.SH,X600867.SH,X600089.SH,X002049.SZ,X002465.SZ,X002508.SZ,X002179.SZ,X002180.SZ,X601877.SH,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.224087417165849,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.00913602028902264,0,0.100514040751061,0,-0.0320094878562113,0,-0.0602532852434485,0,0,0,0,0.0115920707113848,-0.130500508724573,0,0,0,0,0,0,0,0,0,0,0,0,0.192619044082925,0,0,0,-0.0225781901232088,0.0434161821311323,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0480658228429018,0,0,0.12932131635831,0,0,0,0,0,0.0315063626585985,0,0,0,0,0,0.0251380179161878,0,0,0,0.0654077218698442,0,0,0,0,0,0,0,0,0.0514153035999838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142260311713987,-0.00581772134226057,-0.0134815639995533,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.17053216716086,0,0,0,0.0601479861339365,0,0,0,0,0.0238226209157837,0,0,0.0510087555564487,0,0,0,0.00647687676040588,0,0,0,0,0,0,-1.0842021724855e-19,0,-0.0235835756304998,0.162418298286807,0,0,0,0,0,0,0.063463258620204,0,0,0,0,0,0,0,0.00370358559671691,0,0,0,0,0,0,0
X000858.SZ,0.0165228960180773,0,0,0,0.266855772665645,0,0,0,0,0.0795687530036179,0,0,0,0,0.0254364557657837,0,0,0,0,0,0,0,0,0,0,0.0312964084746035,0,0,0,0,0,0,0,0.0683733186052294,0,0,0,0,0.032036831753196,0,0,0,0,0,0,0,-0.0295368007824269,0.0172066450375981,0.0648671302523917,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.792590518238801,0,0,0,0,0,0,0,0,0,0,-0.0176051817559307,0,0.0645559232300488,0,0,0,0.095346369747379,0,0,0,0,-0.170052822342764,0,0,0,0,0,0.23414266048684,0,0,0,0,0,0,0.00794238135057699,-0.0579374844066814,0,0,0.000849932347273864,0,-0.0208779968346285,1.38777878078145e-17,-0.0978755647218522,0,0,0,0.0524592025143932,-0.0829449541949975,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.153712992644503,0,0.0637144941508429,0,0,0.0591742667343262,0,-0.0407172874335877,0,0.115436502537794,0,0,0,0,0,0,0,0,0,0,-0.0450876824438581,0,-0.0364106959337916,0,0,0,0,0,0,0,0.0829570917371921,0,0,0,-0.0661065479167766,0,-0.0213961450587375,0,-0.00843578504021809,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.05681521918498,0,0,0.00229036713224485,0,0.148593732397017,0,0,0.110424105944117,0,0,0,0.160678687745266,0,0,0,0,0,0,0,0.0747689893023667,0,0.0365443721399118,0,0,0,0,0,0.00199537614653117,0,0,0,0.00635406535583602,0.0116069343776034,0,0,0,0,0,0,0.00337904444672035,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.109205648570779,0,0,0,0,0.112124762487385,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0813241105112934,0.118029821588358,0,0.114786109315651,0,-0.069827813195731,0,0,-0.000925673968862596,-0.0186707478127609,0.164094342823268,0,0,0,0,0,0,0,0,0,0.0862539551470837,0,0,0,0,0,0,0,0.0565902546877989,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.340936354385128,0,0,0,0.109241193014441,0,0,0,0,0,0,0,0,0,0.0358545923989926,0,0,0,0,0,0.119351781690513,0.00796392452001921,0.004463185199833,0,0,0,0,0,0,0.0406640851705706,0.0281944898932708,0,0,0,0,0,0,0,0,0.128433920046529,0,0,0,0,0,0,0,-0.0177310676434712,0,0,0,0,0,0,0
X600690.SH,0,0,0.0965747204619255,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0770155319702391,0,0,0,0,0,0,0,0,0,0,0,0,0.11623222494935,0,0,0.0768693817680173,0.0480020304186677,0,0,0,0.0701349820229883,0,0,0,0,0,0,0.0859106362454494,0.11326966015331,0,0.0236295506400347,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209178621482822,0,0,6.93889390390723e-18,0,0,0.0527604952341026,0,0,0,0,0,0,-0.0509657499117834,0.0716081675781365,0,0,0.138703054252719,0,0.00887217385444728,0.0379208176108682,0,0,0,0,0,0,0,0,0.0386787830690864,0.110882123365011,-0.0665517498597429,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137284703842365,0,0,0,0.0292174711622082,0,0,0,0.0138056324892014,0,0,0.0608383717744447,0,0,0,0,0.0935302331573991,0,0.102220225081678,0.0253055029114807,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0265883717526854,0.0733753316816157,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0.0727081934386022,0,-0.0137778447498646,0,0,0.121992403188109,0,0,0,0,-0.0364280295773673,0.040937107535364,0,0,0,0,0,0,0,0,0,0,0.138291948141182,0,0.0337332877383958,0,0,0,0,0,0,0,0,0,0.065524562679607,0,0,0,0,0,-0.289039379242373,0,3.46944695195361e-18,-0.0430959369479071,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.00797774876471765,0,0,0,0,0,0,0,0,0,0,0,0.0457278771951991,0,0.0244831650038355,0,0,0,0.105087742501662,0.0399887906372756,0,0,0,0,0,0,0.153393465098499,0,0,0.149568921487484,0,0,0,0,0,0.000546581293437667,0,0,0,0,0,0,0.07401386263284,0,0.0851977600946943,0,0,0,0,0,0,0,0,0
