,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000063.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X600276.SH,X600031.SH,X600690.SH,X000100.SZ,X600271.SH,X002129.SZ,X600118.SH,X600372.SH,X000338.SZ,X000157.SZ,X600703.SH,X002241.SZ,X600089.SH,X600741.SH,X002236.SZ,X600177.SH,X600582.SH,X600066.SH,X002292.SZ,X300124.SZ,X600060.SH,X000977.SZ,X000559.SZ,X002475.SZ,X002456.SZ,X600435.SH,X601877.SH,X002465.SZ,X000800.SZ,X002294.SZ,X300003.SZ,X600839.SH,X000581.SZ,X002007.SZ,X600867.SH,X300146.SZ,X000623.SZ,X002491.SZ,X000568.SZ,X000869.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0737979852506385,0,0,0,0,0,0,0.0717319434811997,0,0,0,0,0,0,0.0533683463980158,0,0,0,0,0,-0.0297626389553768,1.0842021724855e-19,0,0,-0.0110390586423687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307814194897714,0,0,0,0,0,0.339146846706594,0,0,0,0.00951283641196656,0.0206208202649616,0,0,0,0,0,0
X600104.SH,0,0,0,0.154796647748682,0.0925439959692927,0.027293570401168,0,0,0,0,0,0,0,4.33680868994202e-19,-0.00545366104940873,0,0.0566569250981586,0,0,0.0194663482044817,0,0,0,0.0710477900560272,0,0,0.0410024164266916,0.0372521463557891,0,0,0,0,0.00179751957586467,-0.00108098861088612,0,0,0,0,0,0,0,0,0,0,0,0.0277941603444537,0,0.153766474834331,0,0,0,-0.00065796992928025,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.11629666651504,0,0.0650801782207149,0,0,0,0,0,0,0,0,0,0,0,0.0582100232482567,0.0547217515961038,0,0,0,0.0760009345023729,0,0,0,0,0.0220457826273571,0,0,0,0,0,0.0603013123754498,0,0,0,0,0,0,0,0,0,0,0,0.314196557489602,0,0,0,0,0,0,-0.0234290514770541,0,0,0,0,0,0
X000651.SZ,0,0.207292095681735,0.0754482127163615,0,0,0,0.0392385171638298,0,0,0,0,0.14139148173343,0,0,0,0,0.0715267178539975,0,0.121689462308119,0,0,0.0222459163226437,0,0,0,0,0,0,0,0,0.0779263843460297,0,0,0,0,0,0,0,0,0,0.00789001649319988,0,0,0,0,0,0,0,0,0,0,0.00276511443915527,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129385845005987,0,0,0,0.0355943415495565,0,0.0434129755053706,0,0,0,0.077058098792471,0,0,0,0,0,0,0.0282101727495755,0,0,0.0509552186290803,0,0,0,0.202336140327265,0.0726589369770181,0,0.0574980112428108,0,0.021117653401017,0.0350453023741264,0,0.19125277504797,0,0.136278537435714,0,-0.0143968479187614,0,0,0,0,0,0,0
X000063.SZ,0.0566596640514914,0,0.0803509937438616,0,0,0,0.0217002092736451,0,0,0,0,0,0.11275550771133,0,0,0,0,0,0,0,0,0.0941005897473249,0.00303532349346457,0,0,0,0,0,0,0,0,0.0637401403867319,0,0,0,0,0,0,0.00589749063857683,0,0.087757165887267,0,0,0,0,0,0,0.0966699216201762,0,0.242461658252935,0,-0.00825399986430604,0,0,0,0,0,0,0
X000625.SZ,0,0,0.24519724053849,0.18158936305656,0,0,0,0,0,0,0,0,0,0.0285409166967409,0,-0.128023626664607,-6.93889390390723e-18,0,0,0,0,0.062295526944724,0.100642510953782,0.00147421779932009,-0.0153534671710074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103848509707379,-0.0646393974623836,0,0,0,-0.0597531254153451,0,0,0,0,0,0.0273496636301264,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0116445635943904,0,0,0.569352368918724,0,0.0351013646254324,0,0.0604853956480187,0,0,-0.0180170102810787,0,0,0,0,0,0,0,0.034138365728356,0,0,0,0,0,0,0,0.0793246414106241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116282621998955,0,8.4378228839142e-05,-0.0194318748034653,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.110616559377218,0,0.0860359727638239,0,0,0,0,0,0.0222082952608359,0,0,0,0.123134940788767,0,0,0,0,0,0,0.0512776154539753,0.00371536979337084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861194927937874,0.0470672701043264,0,0.134855239968986,0.0501819637507736,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00652675472562509,0,0.00742525545991396,0,0,0,0,0,0.0661482293626156,0,0,0,0,0.0305713295376865,0,0,0,0,0.0496573167066665,0,0,0,-0.0337819552325181,0,0,0,0.0129899847623693,0,0.0849565449924692,0,0,0,0,0,0,0,0,0.0194910750866977,0,0,0.00599588857340407,0,0,0,0,0,0
