,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600271.SH,X600031.SH,X000100.SZ,X600118.SH,X000559.SZ,X600066.SH,X600372.SH,X000157.SZ,X002236.SZ,X002241.SZ,X600741.SH,X002475.SZ,X600089.SH,X002292.SZ,X000338.SZ,X300124.SZ,X002465.SZ,X000568.SZ,X600839.SH,X600177.SH,X300003.SZ,X002129.SZ,X002294.SZ,X600867.SH,X002506.SZ,X002074.SZ,X002276.SZ,X600582.SH,X000977.SZ,X000800.SZ,X000869.SZ,X600498.SH,X002085.SZ,X002498.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.562398760779899,0,0,0,0,0.112803460410832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0133878161976863,0,0,0,0.0359908546420553,0,0,0,0,0,0,-0.0461641855996053,-0.0209034412892254,0,0,0,0,0,0.0223175011049775,0,0,0,0,0,0.072852071723143,0.125799073656016,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.331916301733957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149137104585856,0,0.0497525244269685,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374562525208763,0,0,0,-0.0762775967178558,0.0773113639767942,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182357119822935,0,0,0.0557853289486825,0,0,0,0,0.183681802253412,0,0,0,0.100333451343899,0,0.0767740604565613,0,0,0,0,0,0,0,0,0.0848953436846414,0,0,0,0,0,0,0.0265881745862445,-0.121799651708644,0.020887764426619,0,0,0.0447918871138469,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.070945228425185,0.0509830615591584,0,0,0,0.151040706637544,0,0,0.0797898346927527,0,0,0,0.0199277482554668,0,0,0,0.0643173120744387,0,0,0,0,0,0.0752827283138835,0,0,0,0,0.0207173913754305,0.0411834944762006,0,0,0,0,0.143366330905429,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.00989596399280389,0,0,0,0,0,0,0,0.336811785132482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254440431021007,0,0,0,0,0,0,0,0,0,0,0.00506130023248817,0.00722380522697179,0,0,0.109281409610737,0.0307640739399208,0,0,-0.0067432055250759,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0105533162161175,0,0.215811126148449,0.121937557371144,0,0,0,0,0,0,0,0,0,0,0,0,-0.165591859006266,0,0.181404470883765,0,-0.0453514587919894,0,0,0.0811081426270227,0,0.0908215036569226,0,0,0,0,0,0,0,-0.159478244566946,0,0,0,0.028167079815178,0.0497959236485851,0,0,0,0,0,-0.0143883124591908,-0.0691470712921186,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131445814489596,0,0,0,0,0,0,0,0,0,0,0,0.405822956368406,0,0,0,0,0,0,0,0,0,0.0915403809391989,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.39450257784215,0,0,0,0,0.0172898846441456,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.140797737709262,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0.37989237672838,0,0,-0.0305026316539207,0.0664119624967641,0,-0.0532752516862515,0,0,0,0,0,0,-0.0319957076019502,-0.0366544579161653,0.100067515016322,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0969905965672049,0,0,0,0,0,0,0,0,0,0,0.0974024852614039,0.186836423963218,0,0,0,0.19672781844398,0,0,0.102461189053456,0,0,0,0.047440072602306,0,0,0.00379613468861463,0,0,0,0,0.0195798462111851,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0.10021846947641,0,0,0,0,0,0,0,0,0,0.0192535188447606,0,0,0,0,0.0958067556592354,0,0,0,0,0.140394684708988,0,0,0.189639610926617,0.052151614478406,0,0,0.12727685137891,0,0,0,0,0,0,0,0.0215375073635412,0,0,0,-1.73472347597681e-18,0,0,0.132069701445453,0.0874167792473305,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.245686565584304,0,0,0,0,1.38777878078145e-17,0.122052918162474,0,0,0,0.0149830598606497,0.0939255936435784,0,0,0.070139011581906,0,0,0,0.116834275966868,0,0,0,0,0,0.0454951402356701,0,0,0,0,0,0.026862053685153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0.204646688108564,0,0,0,0,0,0,0,0,0,0.166278803244378,0,-3.46944695195361e-18,0,0,0,0,0.290558668551605,0,0,0,0,0,0,0,0.0142438221156513,0,0,0,0.123227535240713,0.0726435941474735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00832008720952311,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104148302663646,0,0,0.275816673613106,0,0,0,0,0,0,0.11090276842315,0,0,0,0,0.0300461008551096,0,0,0,0,0.0292711643886194,0,0.102406985304684,0.19888082878261,0,0,0,0,0.0155341065858831,0,0.00598382078446682,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151107136190747,0,0,0,0.36896004967033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00911530417152122,0,0,0,0,0,0,0.00623926425148481,0.0357472481358608,0,0,0,0,0.237779669207187,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219627112056759,0,0,0.0806253565655724,0,0,0.3878880058355,0,0,0,0.0850856803304358,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0380514587478106,0,0,0.0241635734417335,0.123328925799435,0,0,0.0362412165874334,0.0123281549246159,0.0167449934084062,0,-0.0132259956358204,0.0120701322232934,-0.131129655654573,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512226326172598,0,0,0,0,0.558529227662293,0,0,0,0,0,0,0,0,0,0.233203276596418,0,0.0355835666420992,0,0,0,0,0,0,0,0,0.26368679124487,0.090546841390369,0.04392481677309,0,0,0.03899047088175,0,0.0728223370297525,0,0.0357107745075245,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162453088451877,0,0,0.160780122230894,0,0,0.0616606939987757,0,0,0.0114170451139283,0,0.152546247096588,0,0.0596799832218603,0,0,0.134462788237646,0,0,0,0,0,0,0,0,0
X600066.SH,0,0.146199297190022,0,0,0,0,0,0,0.00338370766845796,0,0,0,0,0,0.0663932897050771,0,0.00670868764517468,0,0,0,0,0,-1.73472347597681e-18,0.25233324297154,0,0,0,0,0.0085997569342379,0,0,0,0,0,0,0,0.053242698998992,0.0800701438490857,0,0,-4.33680868994202e-19,0.0324698503850595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385373045639917,0.0466786011035502,0,0,0,0,0,0,0,0,0,0,0.263664921837413,0,0,0,0,0,0.224357735290738,0,0,0,0,0,0,0,0.0583689292922148,0,0,0,0,0,0,-0.0113166142759503,0,0,0,0,0,0,0
