,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X000568.SZ,X002475.SZ,X002304.SZ,X600104.SH,X600690.SH,X600031.SH,X300014.SZ,X300124.SZ,X000725.SZ,X002371.SZ,X600703.SH,X000063.SZ,X000338.SZ,X002129.SZ,X000625.SZ,X002241.SZ,X300142.SZ,X003816.SZ,X000661.SZ,X002049.SZ,X000596.SZ,X000100.SZ,X002179.SZ,X600460.SH,X601877.SH,X002074.SZ,X600702.SH,X000799.SZ,X600584.SH,X002007.SZ,X000157.SZ,X600183.SH,X002414.SZ,X002236.SZ,X600741.SH,X601799.SH,X600089.SH,X600779.SH,X000800.SZ,X300146.SZ,X300003.SZ,X600884.SH,X000066.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0790776434308808,0,0,0,0,0,0.211088338139385,0.0611345716908334,0,0,0,0,0,0,0,0.0267944671027744,0,0,0.0845810294620766,0,0,0,0,0,0,0.0139475251455519,0,0,-0.023858792461067,0,0,0.102567794719462,0,-0.10518567632361,0,0,0,0,0,0,0,0,0.0377290006826957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0645252063053945,0,0.36067474184478,0,0,0,0,0,0.11210168013503,0,0,0,0,0,0,0,0,0,0,0,0.0161673219937225,0,0,0,0,0,0,0,0.0936739493432944,0,-0.0967497658752869,0,0,0,-0.0867528165859322,0,0,0,0,0.102180592852195,0,0.0360311900036237,0,0,0,0,0,0,-0.0897031788592816,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.24636746492853,0,0,0,0,0,0.102627540058078,0,0.1319367088456,0.0275252780618063,0,-0.00660740649723158,0,0,0,0.0644504587846311,0.00217609275518272,0,0,0,0,0,0,0,0.0837068131518341,0.0170069417996358,0,0,0,0.104064572047865,0,0,0,0,0,0,0,0,0.00197268221237553,0,0,0,0,0,0,0.0372149628710224,0,-0.0242657384705392,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,-0.13529277452569,0.0714760028820588,0,0.107652968121058,0,-0.198941385029357,0,-0.0754217397417198,0.251492436485801,0,0,0,0,0,-0.0330255721261143,0,0,0.0442759861390769,0,0,0,0,0,0,-0.0348381660319032,0,0,0,0.582207059172214,0,0,0,0,0,0,0,0,0,0.00239384349327971,0,0,0,0,0,0,0,0,0.0931277882280939,0,0,0,0,0,0
X600276.SH,0,0,0,-1.73472347597681e-18,0,0,0,-0.0591745407393411,0.204598246010468,0,0,0.0400368335885326,0,0.135538596959325,0,0,0,0,0,0,0,0,0.0777250252292249,0,0.0121704628278353,0,0,0,0,0,0,0,0.0292786043129749,0,0,0,0,-0.348372582942777,0.0727440052076867,0,0.276930106556381,0,0,0,0,0,0,0.088669700179418,0,0,0,0,0.0206118596881193,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.031687550792015,0,0.0518139439415216,0,0,0,0,0,0,0.184906374950532,0,0,0.00196408200102848,-0.0296557299322197,-0.0161215086199955,0,0.0262438862354287,0,-0.0970207496739445,0,0,0,0,0,0.115222926701301,0,0,0,0,0,0,0,0,-0.0238870205669253,0,0,0,0,0,0,-0.0651468667129088,0,0,0,0.0864212289929671,0,0,0,0,0,0
X000568.SZ,0,0.56129536160157,0,0.10979865868427,0,0,0,0,0.193709589829022,-0.193877316910485,0,0,0,0,0,0,0,0,0,0,-0.00610798305736724,0,-0.0276766628866038,0,0,0.00141607356566567,0.134785366594283,0,0,0,0,0,0,0,0,0,0,0,0.0281805616235854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0785300651536485,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.084447733530894,0,0,0.0338412240975953,0,0,0,0,1.73472347597681e-18,0.0737351659239248,0,0,0,0.0966652578487445,0,0,0,0.0181127629832538,0,0,-0.0319408024749894,0,0,0,0,0,0.146285737629941,0,0,0.0625732035621194,-0.117704050739528,0,0,0,0,-0.0286710026731774,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.263585555026928,0,0,0.276830256423479,0,0,0,0,0,-0.156548404270758,0.0229985969224666,0,0,0.238491018531721,0,0,0,0,0,-0.0497771737081552,0,0,0,0,0,0.116887039207113,0,0,0.107235664987869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735169642641,0.0548154900489916,0,-0.00946251129436747,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.128011373682657,0.00480850224934801,0,0,0.026770871944435,0,0,0,0,0.114861143272624,0,0.0890424211763545,0,-0.005887461415158,-0.0113216005593808,0,0,0,0,0,0,0,0,0,-0.0298447120481317,0,0,0,0,0.119072985298876,0,0,0,0,0,0,0,0.0199336115017529,0,0,0.084319630797223,-0.0344979527674173,0,0,0,-0.0888387045270457,0,0
X600690.SH,0,0,0.374434068430544,0,0.219688388278589,0,0.0181037136737141,0,0,0,0,0,0,0,0.158748838633934,-0.0277805025446716,0,0.0805208958396226,0,0,0,0,-0.104146674444743,0,0,0,-0.0821141661190508,-1.38777878078145e-17,0,0.0154295629486759,0,0,0.0286767297450438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261787780872714,0,0,0,0,-0.0826285340468638,0,0
X600031.SH,0,0.0140832271774107,0,0,0.0440376354252779,0,0,0,0,0,0.126704044459851,0,0.0363041316337775,0.0188668258618553,0,0,0.178263417084979,0,0,0,0,0,0,0,0,0,0,0,0.0284024283593549,-0.118376583993578,0,0,0.0219262090141952,0,0,0,0.0567330691437577,0,0,0,0,0.0306912944622182,0,0,0,0.0232897325231329,0,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0.223270328215634,0,0.200104977517715,0,0,0,0,0,0,0,0,0.165932243510798,0,0.126111784798909,0.0599891988735325,0,0,-3.46944695195361e-18,0.102977843486538,0.145000985755449,0,0,0.0171740519140376,0,0,0,0,0,0,0.204541480066091,-0.107783579888176,0,-0.188687762712511,0,0,-0.0374306906860676,0,0,0,0,0.220331943307849,0,0,0,0,0.20088391810651,0,0,0,0.0526054753447162,0,0,0,0,0,0,0
X300124.SZ,0,0,0,-0.0493966767548125,0.211198992314103,0,0,0.0631684252554272,0,0,0,0,0.186580438162045,0,0,0,0.178063775491195,0,0,0,0,0,0,0,0.0910435835818776,0,0,0,0,0.0692939426379671,0.00927943137491468,0,0,0,0.0300350764068346,0,0,0,0,0,0,0.127758884604465,-0.00186518473629678,0,0,0,0,0,-0.127684198563474,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0299224646040225,0,0,0,0,0,0,0,0,0,0,0,0.0646440104961717,0,0.0414331802154125,0,0,0.349735986505882,0,0.0781543458430961,0,0,-0.0207374099757729,0,0,0.103631523589036,0,0,0.157262930587041,0,0,0,0,0,0,0,0,0,0,-0.0140675675572803,0,0,0,0,0,0,-0.105614604176172,0,0
X002371.SZ,0,0,0,0,0,0,0.0455653641113553,0,0,0,0,0,0.00715653873823428,0,0,0,0,0,0,0,-0.0527045651533875,0,0,0,0,0.0750997654127193,0,0,0,0,0,0,0,0,0.232493688942453,-0.0475556205282063,0,0,0.196050279063327,0,0.0071511642948662,0,0,0,0,0,0,0,0,0.183951269912153,0.0617934173653707,-0.0179371998753992,0,0,0,0,-0.390512846371569,0,0
X600703.SH,0,0,0,0,0,0,0,0.124485576258712,0.112229683798746,0,0,0.240811993284921,0,0,0,0.198174334199954,0,0,0,0.244295004150714,0,0,0,0,0,0,0,-0.0405421833566173,0,0.168063525056222,0,0.0248690452633575,-0.0312680661166635,0,0,0.0521401065573207,0,0,0,0,0,0,-0.0672498416510233,0,0,0,0,0,0,0,0,0,0.102244089194303,0,0,0,0,0,0
X000063.SZ,0,0,0,0.110455216490713,0,0,0,0,0.0338616530566392,0,0,0,0.0319549585503321,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0392798352307711,0,0,0,0.0273953315867421,0,0,0.0171368853290643,0,0,0,0,0,0.0726294179282884,0,0,0,0,0,0,0.0333753437429142,0,0,0,0.0283989139288502,0,0.00460834041284628,0.0240710141485539,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0377678988879896,0,-0.0135473908561894,0,0.0697895036106763,0,0,0,0,0.0891540798046555,0,0.0340542411839597,0,0,0,0,0.00136811605179552,0,0.0157973765171989,0,0.0332355970980145,-0.0338518091985634,0,0,0,0,0,0,0,0,-0.0459826136912277,0,0,0,0,0.211732882462873,-0.0228932456753477,0,0,0,0,0.00495329103624499,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.252550986726856,-0.0814341818875585,0,0,0.130751103499977,-0.00278819491934853,0,0,-0.032666034630603,0,0,0,0,0,0,-0.00183011844849612,0,-0.000451817881753942,0.132203697559408,0.212544063487427,0.0151700855106198,0,0,0,0,0,0,0,0,0,0.138241956127056,0.105537534114069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.708618074576582,0,-0.113004600997289,0.0347940569991255,0.136886218937378,0,0,0,0,0,0,0,0,0,0,0.100152980567481,0,-0.109092753490703,0,0,0,0,0.174365336385139,-0.111835311782887,0,0,0,0,0,0,0,0,0,0,0,0,-0.0970415754262035,0,0.369907731872358,0,-0.0585659949358589,0,-0.174605792270746,-0.172260913023501,0,0,0,0,0,0
X002241.SZ,0,0,0,0.235819910094999,0,0,0,0.283733700380576,0,0,-0.174215587993293,0,0.135172648261631,0,0.29008010715141,-0.144141358314599,0,0,0,0,0,0,0,0,0,0,-0.294083450647885,0,0,0,0,0,0,0.184037193343017,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111313595877609,0.139145212346249,0,0,0.0459262199948571,-0.12488627204909,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0.163948865237034,0,0,0,0,0,0,0,0,0,0.0724652321386147,0,0,0,0,0,0,0,0,0,0.174491316242103,0,0,0,0,0,0,0.0126425776729067,0,0,0,0,0.00629085100714349,0,0,0.139285400266765,0,0,0,0,0.00831490003549926,0,0.352588542641443,0,0,-0.202360163197427,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0.0163503470009839,0,0,0.00494582399521098,0,0,0,0,0,0.00505245917862372,0,0,0,0,0,0,0,0.00667185088953638,-0.050423758972301,0,0,0,0,0,0,0,0,0,-0.0243652610875667,-0.0259688947238944,0,0,0,0,0,-0.0338330291693087,0.0382067680976116,0.00232723782431475,-0.0330496490013909,0,0,0,0,0,0,0.00157642214383324,0,0,0.0274963307665629,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0.235860346930653,0,0,0,-0.116162038911868,0,0,0,0.0787455383180876,0.155804805743078,0,0,0,0,0,0.0648244601796674,0,0,0.141694385471323,0,0,0,0,0,0,-0.0530141536717472,0,0,0.0430571726230887,0.294253943981421,0,0,0,0,0,0,0,0,0.144224681556418,-0.16516490855169,0,0,0.33636073131734,0.14777216465736,0,0,0,0,-0.16866764562031,0,0,0,0,0,0
X002049.SZ,0,0,0,-0.0365459341283449,0,0,0,0.116607354642587,0,0,-0.147898583571942,0,0,0.0638416274370228,0,0.176344894438579,0.143054914273564,-0.0658051574842804,0,0,0.0947455989342714,0,0,0,0,0,0,0,0,0.0198876929107859,0,0,0,0,0.0625665182185346,0,0,0,0,0,0,0,0,0,0,0,0,0.104637051302411,-0.0152645827782951,0,0,-0.0666390439455421,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0.39710447813257,0,0.133502604258272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102893455972564,0,0,0,0.373157237186202,0,0,0,0,0.116159848329035,0,0.267494533177907,0,0,0,0,0,0,0,0.331369428817101,0,-0.176614629051067,0,0,0,0.0525015993120061,0,0,-0.0986490871181344,0,0,0,-0.116543427898637,0,0
