,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X002292.SZ,X600741.SH,X600066.SH,X002506.SZ,X600118.SH,X600031.SH,X002236.SZ,X002475.SZ,X600372.SH,X002049.SZ,X000559.SZ,X000157.SZ,X002465.SZ,X000568.SZ,X300124.SZ,X000338.SZ,X600867.SH,X600089.SH,X002294.SZ,X600177.SH,X300003.SZ,X002007.SZ,X002456.SZ,X002074.SZ,X600498.SH,X601877.SH,X000050.SZ,X002085.SZ,X002008.SZ,X300146.SZ,X002129.SZ,X000869.SZ,X002180.SZ,X600582.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0359706895559037,0,0,0,0,0,0,0.126905841544334,0,0.159670517030372,0,0.00964999042761185,0,0,0,0,0,0,0,0,0,0,0,0,0.0388737340478058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03152253059035,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0
X600104.SH,0,0,0,0.277416706632568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158465784429998,0,0,0,0,0,0.0749950273714444,0,0,0,0.00413840390379804,0,0,0,0,0,0,0,0,0,-0.0132969174238048,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.129638304675854,0.0618010490018148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134210910499505,0,0,0.270841706757949,0,0,0,0,0,0.01721500330194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024996727690893,0,0,0,0,0,0,0,0,0,0,0,0,0.119967226239898,0,0,0.275555079272938,0,0,0.114148291200908,0,0,0,0,0,0.106109021179269,0,0,0.0910184339972017,0.0658230645862885,0,0,0,-0.000971354824044534,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113429734031138,0,0.0709463385675077,0.13048940833295,0,0,0,0.0408754686021142,0.231723387519908,0,0,0,0,0,0,0,0.11805240636836,0,0,0.0710569230356245,0.0610647911638877,0,0.0316761491477464,0,0,0,0,0.0420878584890789,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0341389067596194,0,0,0,0,0,0.0108554951970012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208872285195411,0.0497991582063424,0.0434978860006136,0.1179208448951,0,0.0778863553227789,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486831908273781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533950952486129,0,0,0.407033320351789,0,0,0.149343067276661,0,0,0,0,0,0.0257649233739414,0,0,0,0,0,0,0.0416357541513907,0,0,0,-0.041243999695797,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.019856017466288,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.00700063927360902,0,0,0,0,0,0,0,0,0,0,0,0.0791661647607121,0,0,0.137361935359048,0,0.0162530985577473,0,0,0,0,0.00255274739546349,0.058182394269724,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.134736324579434,0,0,0,0,0,0,0,0,0,0,0.115729492068095,0,0,0,0,0,0,0,0,0,0,0.332309326169627,0,0,0,0,0,0,0,0,0,0,0.0185251117755085,0.0146430258838729,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00423537170147384,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284649895453413,0.0428655580890693,0,0,0,0,0,0,0,0,0,0.275177314789691,0,0,0,0,0,0,0,0,0.105489958896978,0,0,0,0.0729998843310425,0,0,0.0533561931316633,0,0,0,0,0,0.0773486691335346,0.0841837604572042,0,0,0,0,0,0,0,0,0
