,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X002475.SZ,X600690.SH,X300014.SZ,X000651.SZ,X600104.SH,X002129.SZ,X000625.SZ,X300124.SZ,X600031.SH,X002371.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600089.SH,X002179.SZ,X600703.SH,X600522.SH,X601877.SH,X000661.SZ,X002074.SZ,X002180.SZ,X300142.SZ,X600460.SH,X600741.SH,X600884.SH,X000733.SZ,X600702.SH,X000100.SZ,X000799.SZ,X601799.SH,X000157.SZ,X600563.SH,X002176.SZ,X002236.SZ,X600584.SH,X000800.SZ,X600487.SH,X002414.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00595020642733701,0,0.213804466414989,0,0.0507033547538651,0,0.0668169679410892,0,0,0,0,0,0,0,0,0.0721700878580431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134691787009909,0,0,0,0.0378561243874297,0,0,0,0,0,0,0,0,0,-0.0201388540159467,0,0,0.01461806124198,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.44246025802043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107597597545257,0,0.110064564064046,0,0,0.0658010578999187,0.0137601229170174,0,0,0,0,0,0.0672310963464751,0,0.00685317472935624,0.0166784072958793,0,0,0,0,0,0
X600809.SH,0,0,0,0.672805921059539,0,0.0283907282067026,0,0,0,0.0459497645572981,0,0,0,-0.0464294260934081,0,0,0,0,0,0,0,0,0,0,0,0.00320708205388138,0,0,0,0,0.0577639812313294,0,-0.0221809169573844,0.0307653630375615,0,0,0,0.0463829878656977,0,0,0,0,0,-0.225250018254106,0,0,0,0,0,0,0,0.0113979018201906,0,0,0,0,0,0,0
X000568.SZ,0,0.287011237644786,1.38777878078145e-17,0,0,0.0535071351849752,0,0.00269584271476513,0,0,0,0,0,0,0,0,0,0,0,0.0425256871692631,0,0,0,0,0.0217722097209694,0,0,0,0,0,0,0,0,0,0,0,0,0.381230399688212,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0284618363442523,0,0.0192363266608818,0,0,-0.0480163954659704,0,0
X002415.SZ,0,0,0.0711629384661268,0,0,0.500368227763507,0,0,0,0,0,0,0,-0.165283407137749,0.107487342828768,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.022886595529606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334631029922605,0.755835879048058,0,0,0,0,0,0,0.108336741392274,0.0430074534059527,0,0,0,0,0,0
X002304.SZ,0,0.00274199482860314,0.12043374657258,0.095999565742477,0.0154399030345797,0,0.068512083127584,0,0.0103864760997959,0,0,0,0,0,0,0,0.131415770205792,0,0,0,0.0320515935619945,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141219816327458,0,0,0,0,0,0,0,0,-0.00509782143712616,0,0,0,0,0,0,0,0,0,-0.0266758917843511,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.267120342109074,0,0,0,0,0.12958577995385,-0.020857172720587,0,0,0,0,0,0,0,0,0,0,0,0.0294729773626177,0,0,0.0120340652467936,0,0,0.127435150765486,0,0,0,0,0.090297090851761,0.0746563136417108,0,0,0,0.113444224330064,0,0,0,0,0,0,0.305595921178275,0,0.0346044272379006,0.107374981540286,0,0.0303447157959439,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0312460250274544,0,0,0,0,0,0,0.154925131555306,0,0,0,0,0,0.136396597692313,0,0,0,0.00675234583485206,0.140071483629617,0,0,0,0,0,0,0,0,0,0.0894771224771055,0,0,0.106915540853129,0,0,0,0.136657335354389,0,0,0,0,0,0,-0.0641693833482945,0,0,0,0,0.00175044023888961,0,0
X600690.SH,0,0,0,0,0,0.0440131033402782,0,0,0,0,0.0295065902898412,0,0,0,0,0.0796037957563686,0.152298322257536,0,0,0,0,0,0,0,0,0,0,0,-0.039265686264531,0,0,0,0,0,0,0,0,0.0321474270831473,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146024299731157,0,0,0,0,0.00282674880922656,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132004246271843,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0.161796313957823,0.140105399073714,0,0.134816315745236,0.0373413457755088,0,0,0,0.0925229042630127,0,0.0185691269040472,0,0,0.130540126356998,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.00654650699449075,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219324496078694,0,0.00396702470093925,0,0,0,0.0606173050151912,2.16840434497101e-19,0,0.110576757232347,0,0.0651722609914387,0,0.0446595436691494,0,0,0,0,0,0,0,0,-0.0612693690421822,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.116733398692293,0,0,0.00676316272522059,0.0315322975572538,0,0,0.0032318066532646,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0259630111483643,0.056215991851195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229000425029433,0,0,0.0940938896335848,0,0,0,0,0,0,0,0,0.112001658241029,0.0942888928083371,0,0,0,0,0.0341219365760277,0,0,0,0.0264485265445165,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0.0367843271825717,0,0,0,0,0.143988348035293,0,0,0,0,0,0.0274375964613689,0,0,0,0,0,0.0787851676820401,0.154277554728919,0,0,0.0383471784139906,0,-0.123486424643594,0,0,0.224350752200384,0,0,0.116082932253912,0,0,0,0,0.0446461805854155,0,0,0,0,0,0,0,0.0584929048886992,0,0,0,0,0.043017037723048,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0575832441554599,0,0,0,0.177261804971437,0,0,-0.0830288004132005,0.0368123756596186,0,0,0,0.0914000719796695,0.441788250626555,0,0,0,0,0.0077634898994555,0,0,0,0,0,0.379563514331908,0,0,-0.212117596050388,-0.040009120467346,0.0340710582827658,0,0,0,0,0.0749323937236718,0,0
X300124.SZ,0,0,0,0,0.115252226915256,0,0,0,0,0.179275353212427,0,0,0,-0.0125215606658944,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.155863015364156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040493446242709,0,0,0,0,0.160724802107575,0,0,0,0.0140090509886887,0,0,0,0,0.0366860919663734,0,0
X600031.SH,0,0,0,0,0,0,0.200633885494126,0,0,0,0,0,0.120880536505107,0,0,0,0,0,0,0,0,0,0,0.22597078235576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134607485689305,0,0,0,0,0,0,0,0,0,0,0.129499685821056,0,0,0,0,0,0,0.0498875120277985,0,0
X002371.SZ,0,0,0,0,0,0,0,0.183674627544278,0,0,0,0,0,0,0,0,0,0,0,0.337158875065232,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.570277605265722,0,0,0,-8.67361737988404e-19,0,0,0,0,0.117689611445749,0,0,0,-0.0471967226218883,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.00616165518570865,0,0
X000725.SZ,0,0,0,0,0.0426780494588724,0,0,0,0,0,0,0,0,0,0,0.0268737792460602,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122304677533417,0.0555318747508034,0,0.0437689072140895,0.267871355797365,0,0,0,0,0,0,0,0,0,0,0.0174496015972129,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.0339786366304084,0,0,0,0.0985367973645271,0,0,0,0,-0.0207234545720307,0,0.149781352251885,0,0,0,0,0,0,0,0,0,0.0680332790013688,0.0113334054436729,0,-0.0491964988449651,0,0,0,0,0.0614261953157642,0,0,0,0,0,0,0,0,-0.0242421797895352,0.0381066711179962,0,0,0,0,0,0.0203764210897481,0,0.02484821933106,0,0,0,0,0,0,0
X000596.SZ,0,0.414513715104503,0,0.165952954190001,0,0,0.0901047172472575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154875727112328,0,0.0806451115860122,0,0,0,0,0,0,0,0,-0.0422846534146432,0.0417190592745715,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0.00219504675833973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125901348077808,0.125972931149278,0,0,0,0,-0.159357797722643,0.0232571922744378,0,0,0,0,0.0399749442005523,-0.181273320446409,0,0.237472932563854,0,0,0,0,0,0,0.17719696728915,0,0,0.208579034550623,0,0,0,0,-0.01996273697774,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.084052053087949,0,0.100307938939157,0,0,0.0371948448125394,0,0,0,0,0,0,0.0240907416799412,0.0463423805063581,0,0,0,0,0,0.162066847333526,0,0,0,0,0,0,0,-0.0486370476604308,0,0.0304807687500724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012277189479735,0,0,0,-0.00404209476346898,0,0
X002241.SZ,0,0,-0.0535826105533733,0,0,0,0,0.686929737424654,0,-0.212494275405683,0.0641659041279681,0,0,0,0,0,0.23299508701777,0,0,0,0,0,0,0,0,0.186248099176038,0,0.269541142856966,0,0.248747520294891,0,0,0.0292629171416488,0,0,0,-0.0849065578789599,0,0,0,-0.0426971510853983,0,0,-0.00262925101165485,-0.0372916818591321,0,0,0,0,0,0,0,-0.103187404326313,0,0,0,0.157451202571153,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.102984019256755,0,0,0.0196561748865307,0.0996755662299823,0,0.318032949061585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420358105909271,0,0,0,0,0,0,0,0.0263715657540826,0,0,0,0,0,0.0120933820872563,0,0,0.0993566956454889,0.0315709471605848,0,0.00174301493687788,0,0.0342763992877298,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0.0367081114573635,0,0,0,0,0,0,0,0,0,0,0,-0.114172493583894,0,0,0,0,0,0,0,0,0,0,0.074703858880985,0,0,0,0,0,0,0,8.67361737988404e-19,0.327202095935164,0,0,0,-0.00167887900521598,0,0,0,0,0,0.256905185756493,0,0,0.093617104916024,0,0,0.0808863390641664,0,0,0,0.0858797880129281,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0776846245003744,0,0,0.0192516619069022,0,0.281805691836208,0,0.0731624541370501,0,0,0,0,0,0,0,0,0.0527615371548181,0,-0.0407317151589421,0,0,0,0,0.0521485091910183,0.00771902659538751,0,0.0433269979096869,0,0,0,0
