,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X002236.SZ,X600741.SH,X000338.SZ,X600031.SH,X300003.SZ,X601877.SH,X002008.SZ,X002456.SZ,X300124.SZ,X000625.SZ,X600066.SH,X600809.SH,X600271.SH,X600487.SH,X000100.SZ,X002241.SZ,X002294.SZ,X600867.SH,X600566.SH,X000981.SZ,X600522.SH,X300136.SZ,X000977.SZ,X002179.SZ,X000157.SZ,X600089.SH,X000050.SZ,X300142.SZ,X002508.SZ,X000661.SZ,X000596.SZ,X600177.SH,X600584.SH,X600699.SH,X002180.SZ,X600498.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.490803810509642,0,0.0340844001107823,0,0,0.0887417738686586,0.0203877694760334,0,0,0,0.00404960313098592,0,0,0,0.0814048092453587,0,0,0,0,0,0.0044594112336715,0,0,0,0,0,0,0,0,0.0282272150839631,-0.0334102322316145,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232909437777838,0,0,0,0.0155393796082251,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0195768022102585,0,0,0,0,0.40174165149118,0,0,0,0,0,-0.128202059334664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139361839172526,0,-0.205892081955828,0,0,0,0.00232662377963703,0,0,-0.180345637506812,0,0,0.160912895964932,0,0,-3.46944695195361e-18,0,-0.00938551804801709,-0.0048528841262102,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0342826815608767,0,0.0740206668968842,0,0.235469901950633,0.114795058920752,0,0,0.1808312771314,0,0,0,0,0,0,0,0,0,0,0.00850050664071414,0,0.235379503317197,0,0,0,0,0,0,0,0.0955476640318441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290558793365428,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.121489101447316,0,0,0,0,0.657849165969028,0,0,0,0,0,0,0.0550808940700224,-0.0314406692656497,0,0.0335523200844265,0,0.0524364107243242,0,0,0,0,0,0,0,0,0,0,0,0,-0.11398860656214,0,0,0,0,0,0.0881547369596908,0.0642612844346279,0,0,0,0,0,0,0,-0.0608629075620627,0,-0.0177376772091679,0.0123739796055144,0,0,0,0,0,0
X000858.SZ,0.241432887314598,0,0,0.295173625989746,0,0,0,0.0421137338144465,0,0.0231263873663449,0.00155476906298454,0.40614093260392,0,0.0710169121915258,0,0.00826407920919508,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.061903698209275,0,0,0,0,0,0,0,0,0,0,-0.0516164252268607,0,0,0,0,0,0.00566469179994609,0,0,0,0,0,0,0
X600276.SH,0,0,0.188542357841885,0,0.0754727137868959,0,0,0.00567602923408905,0,0.151594453682982,0,0,0,0,0.00996077572369066,0,0,0.131940456230108,0,0,0,0,0,0,0.0400893137279115,0,0.149653940865755,0,0,0,0.0472551964880288,0.0915174016986355,0,0,0,0,0,0,0,0,0,0.0615394679987309,0.0995162580392277,0,0,0,-0.173393434807617,0,0,0,0,-0.0444037229138642,0.0287302596691274,0,0,0,0,0,0
X000725.SZ,0,0,0.169358049696729,0,0,0,0,-0.0700766615321952,0.171088649092548,0,0,0,0,0,0,0.232316082351879,0,0,0,0,0,0,0,0,0.0802981619614709,0,0,0.430020753423407,0,0,0,0,-0.0534931680015586,0,0,0,0,0,0.0393065057503467,0,0,0,0.160556785297418,0.114807792343956,0,0,0,0,0,0,0,-0.00329431360946091,0.0511692471330003,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.15841416302621,0.0125130132551099,0,0,0,0.056584270510611,0,0.152050096109623,0,0,0.32443682009347,0,0,0,0,0,0,0,0,0,0,-0.0519565047576708,-0.0739400132354848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299631186618378,0,0,0,0,0,0,0,0.0039139362367117,0,0.0384916654175764,-0.0139133967589477,-0.154368005073694,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.358106087917342,0,0,0,0,0,0,-0.010414560894437,0,0,0,-0.0867009038211521,0,0,-3.46944695195361e-18,0,0,0,0,0.0341616696142393,0.247665072899359,0.196979594036347,0,0,0,0.0623752190810693,0,0,-0.0354812857105378,0.0697398321382408,0.157861429921155,0,0,0,0,0,0,0.368255543005283,0,0,0,0,0.15597041276545,0,0,0.0525237769562788,0.0225529662598539,0,0,0,0,0,0
X600690.SH,0,0,0,0.349868031940908,0.127165326171775,0,0.0383415535322485,0.144980891540841,0,0,0,0.104165159972837,0,0,0.0613550113651933,0,-0.0144264621598503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124776293723305,0,-0.19025708830165,0,0,0,0,0,0.0584462810332939,0,0,0,0,0,0,0.0309721131246294,0,0.0218657827498568,0,0,0,0,0,0,0
X600703.SH,0.0142623056427245,0,0.292739960873653,0,0,0,0,0,0,0,0,-0.20312752678819,0.117471766128462,0.0887802788070221,0,-0.375855713048867,0,0,0,0,0,-0.0725178631486707,0,0,-0.0685903146837985,0,0.269749105560905,0,0,0,0,0,0,0.235710852079529,0,0,0,0,0,0,0,0,0,0,0,0.236782590265275,0,0,0,0.13373895643072,0,0,-0.0364284473153124,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.656457076542715,0,0,0,0,0,0,0,0,-0.0217698478700219,0,0,0,0,0,0.0669888980087021,0,0,0,0,0.0708903742622547,0,0,0,0,0,0.144471959146881,0,0,0,0,0,0,0,0,0.0157292011024621,0,0,0.0216661524294287,0,0,0,-0.0101372317593894,0,0,0,0,0.0276890899215486,0.0158998332580194,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0220366115084348,0,0,0,0,0,0.0373210556070525,0,0,0,0,0.111105715306565,0,0.29935608914572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496786390938505,0.00131886181167269,0,0,0,0,0.0379514103047701,0.00506165090313956,0.0420920802251659,0,0,0,0,0,0,0,0,0.00892565905434245,0.0114686095809383,0,0,0,0,0,0
X002236.SZ,0,0,0.4613460389956,0,0.175746998909604,0,0,0,0,0,0,0,0,0,0,0.0424047639788274,0,0,0,0.554270205181104,0,0,0,0,0.155492179217752,-0.0258866822773487,0,0,0,0,0,0,-0.411980891577488,0,0.112178243307925,0.295980931229538,0,0,0,-0.113121734731541,0,0,0,0,0,0,0,0,0,0,0,0.0248466457630787,0,0,0,0,0,0,0
