,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X000568.SZ,X002241.SZ,X002236.SZ,X000100.SZ,X600271.SH,X600031.SH,X600118.SH,X600177.SH,X002292.SZ,X002475.SZ,X002456.SZ,X002007.SZ,X600372.SH,X000338.SZ,X000559.SZ,X300003.SZ,X600867.SH,X000157.SZ,X002506.SZ,X002074.SZ,X600522.SH,X002180.SZ,X300124.SZ,X002294.SZ,X002085.SZ,X002426.SZ,X600089.SH,X000981.SZ,X601877.SH,X002508.SZ,X002465.SZ,X000869.SZ,X000050.SZ,X002249.SZ,X600498.SH,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.33816649594285,0,0,0,0,0,0,0.175035423213369,0,0,0,0,0,0,0.145012024397037,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0961830187096409,0,0,0.0355862686486522,0,0.0304654640235726,-0.111162056096717,0,0,0,-0.14345088579947,0,0,0,-0.0497673550690993,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0.179928802454418,0,0.0519107585490759,0,0,0,0,0.488669281333958,0,0,0,0,0,0,0.0131878181264697,0,0,0,0,0,0,0,0,-0.061499355169816,-0.0211037492835293,0,0,0,0,0,0,0,0,0,0.0653839397135607,0,0,-0.0697451105152769,0,0,0.021226880655186,0,0,0,0,0,0.0105968407333197,0,0,0,0,-0.0121171936132377,0,0,0,-0.319157624151341,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101169604661788,0,0.0591684753248993,0,0.102644196905539,0,0,0,0,0,0,0,0.0779956898892224,0,0,0,0.16896665291007,0,0,0,0.0367919706223281,0.0473568426164689,0,0,0.0555872212614681,0,0,0.0733456847698871,0,0,0.0228648246706901,0,0,0,0,0,0,0
X000858.SZ,0.135760705296888,0,0,0,0.135643779707576,0.0936278223789879,0,0,0.199475398079326,0,0.0737092402648317,0,0,0.37894701821513,-0.00750940965236008,0,0,0,0,0,0,0,0,-0.0183670983138255,0.0134948564693217,0,0,0,0,0,0,0,0,0,0.0243562184872449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.72150063126826,0,0,0,0,0,0,0,0,0,0,0.0396053994120081,0,0,0,0,0,0,0,0,0,0,0.0589994485280308,0,0,0,0,0,0.0207935305380389,0,0.00364704853302785,0.0444774497981171,0,0,0,-0.0238851739713617,0,0,0.0140149673946981,0,0,0,0,0,0,0,0,0.00318200229620787,0,0,0,0,0,0,0
X600276.SH,0.0412035336761101,0,0.114192643864746,0,0,0,0,0,0,0,0.128277448752726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131185320948431,0,0,0,0,0,0,0,0,0.0249834884449641,0,0,0,0,0,0.029246938920429,0.0612940321688897,0,0,0,-0.0454184750778001,0,0,0,0,0,-0.037675232419399,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0276523031050783,0,0,0,0,0,0,0,0.111024818680976,0.0641185802784878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030568038437262,0.0224066440628841,0,0,0,0,0,0.0103028021489026,0,0.0719627774493365,0,0,0.0899060617420605,0,0,0,0,-0.0371758323079048,0,0,0,0,0,0,0
X000625.SZ,0,0.0991632446247626,1.43300744436976e-05,0,0,0,0,0,0.0826990049641726,0,0.153529177748103,0.0457665827353491,0,0,0,0.0757413445402659,0,0.0458368883774205,0,0,0,0,-0.0819672933912452,0,-0.0129598192208894,0,0,0,0,0,0,0,0,0.0542395491090563,0,0,0,0,0,0,0,0,0,0,0,0,-0.0469806453437351,0,0,0,-0.0153871555158789,0,0,0,0,0,0,0
X600690.SH,0,0,0.030136522551402,0.041578706743285,0,0,0,0,0,0.0128392577475459,0.0520764356657207,0,0,0.0722033512362195,0,0,0,0,0,0,0,0,0,0,0.160910310193668,0,0,0.00650804999698507,0,0,0,0,0,0.0746627321523078,0.0256064314497026,0,0,0,0,0,0.0286268791899972,0.0196408992461822,0,0,0,0,0,0,0,0,0,0.0843769873946307,0,0,0,0,0,0
X000063.SZ,0,0,0,0.100270567014237,0,0,0,0,0,0,0,0,0,0,0.0923512663016878,0,0,0,0,0,0,0,0,0.132888039751034,0,0,0,0,0,0,0,0,0,0.0137885042739814,0.0553153110786855,0,0,0,0,0,0,0.0259490010819061,0,0,0,0.0520441732092522,0,0.180670277502368,0,0,-0.00466956930206779,0,0,0,0,0,0,0
X600741.SH,0,0.323086030625558,0,0.162411178417494,0,0,0,0,0.154664219465089,0,0,0,0,0,0,-0.082140598352521,0,0,0,0,0.0564875606368809,0,0,0.12129655119109,0,0,0,0.0389254120174761,0.00883579598363012,0,0,0,0.0231943143523994,0,0.0961098462228915,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0362395918953469,0,0,0,-0.0199420535987773,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0.183426256958756,0,0,0.0447573644027305,0,0,0,0,0.0680950345611847,0,0,0,0,0,0,-0.0447293225019632,0,0,0,0,-0.224983193168696,0.162020989023692,0,0,0,0,0.120994706307092,0,0,0,0,0.148376174300989,0,0,0.0829452474273827,0.0306216907308005,0,0.0607775088823155,0,0,0,0,0,0,0.0933961087017972,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152747250134867,0,0,0,0,0.186879106479821,0,0,0,0,0,0,0.039721824707342,0,0,0,0,0,0.0536377552178497,0,-0.150121507142343,0.121202615308715,0,0,0,-0.0342926639607122,0,-0.116256996003336,0,0,0,0,0.129423556558588,0,0,0,0,-0.0356353097143888,0,0,0,0,0,0,0
X000568.SZ,0.120113331101723,0,0.100754423727567,0.374913886529915,0.243078527443257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925655835190153,0.0837243081516041,0,0,0,0,0,0,0,-0.0321110527225882,0,-0.0269642360764227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234417498898561,0.067354136007035,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949732305489135,0,0,0,0,0,0,0,0.0521431338294558,0,0.0486816400217175,0,0,0,0.0283740864020597,0,0,0,0,0,0,0.146374303763975,0,0,0,0,0,0,0,0,0,0,0.300822381652291,0.0447525832805314,0,0,0,-0.00254480108156204,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913168831025211,0,0.08957653209881,0.0805343644441028,0,0,0.146338305863831,0,0,0,-0.0532983271414857,0,0.0646831348776596,0.00873017131671261,0,0,0.0290107670625828,0,0,0.0212227168719147,-0.0570869309723449,0.0693981451400215,0,0,0.130395028255107,0,0,-3.46944695195361e-18,0,0,0,0.0453298407163169,0,0,0,0,0
X000100.SZ,0,0,0,0,0.0297421759835197,0,0,0,0.0843686505973828,0,0,0,0,0.0248623096505125,0,0,0,-0.0068201624253336,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255041412604066,0,-0.00658512398554935,0,0,0,0,0,0,0,0,0,0,0,0.132826611799231,0,-0.0155048176253471,0.00735940736021519,0,-0.0503652551260813,0.125517191283277,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981474170479956,0,0.0585122180187791,0,0,0,0.282231540932391,0,0,-0.0312403137127427,0,0,0,0,0,0.12872096619068,0,0,0,0,0,0,-0.0655033327761311,-0.0505444040231569,0,0,0.131108052571968,0.0561347838279939,0,0,0,-0.0658253907160329,0,0,0,0,0,0,0
X600031.SH,0,0,0,-0.000902697196259602,0,0,0,0,0,0,0,0,0.105629897831078,0,0,0,0,0,0,0.148962687743398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602831381530785,0,0,0,-0.0209112437964122,0,0.00492010448685985,0.0695293879205425,0,0,0,0.0478676043287556,0,0,0,0,-0.00822768903922326,-0.0560052345357971,0,0,0,0,0,0
X600118.SH,0,0,0,0.00446055594059019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508795403322191,0,0,0,-6.93889390390723e-18,0,0,0,0.413428464662472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400351907440502,0,0,0,0.0659570506759708,0,0.0325759988426888,0,0,0.024990270543403,0,0,0,0,0,0,0
X600177.SH,0.0854686715202807,0,0,0.00164352317031019,0,0,0,0,0.173456559266247,0,0.248177646667463,0,0,0,0,0,0,0,0,0,0,0,0.0560386592558591,0,0.000824673862905301,0,0,0.040974723818541,0,0,0,0,-0.0449848451393763,0.0545091702004954,0,0,0,0,0,0,0,0.0169900973277394,0,0,0.116926561470101,0.0514167175278608,-0.118674842852018,0,0,0,-0.0250137370857623,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478089045519929,0,0,0,0,0,0,0,0,0.0672143819847516,0,0.153137583196529,0,0,0,0,0,0,0,0.101542188651152,0.0746375871393535,0,0,0,0,0,0.089391202850095,3.46944695195361e-18,0,0,0,0.418811410517602,0.038759436673982,0,0,0,0.0123010968191188,0.0814202109604196,0,0,0,0,0,0
X002475.SZ,0,0,0.0345933702461392,0,0,-0.892319690493107,0,0,0.0765389470296678,0,0,0,0,0,0.0698078389694539,0,-0.293674581887913,0,0,0,0,0,0,0,0,0,0,0,0.0850152598604527,0,0,0,0,0.0730751482038305,0.11782442555256,0.275575119222919,0,0.0159779636782491,0,0,0.0137067796211322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
