,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X003816.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X600104.SH,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002241.SZ,X002463.SZ,X600089.SH,X600584.SH,X600839.SH,X000977.SZ,X600703.SH,X600372.SH,X000157.SZ,X002028.SZ,X002456.SZ,X002049.SZ,X600522.SH,X002236.SZ,X600066.SH,X600183.SH,X000066.SZ,X601877.SH,X600741.SH,X600460.SH,X002129.SZ,X002085.SZ,X002156.SZ,X000661.SZ,X600487.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.50096772844315,0.000386349951670522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724953958365415,0,0,0,0,0,0,0.014426111735936,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019716390495364,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121677229655313,-0.0573206424188009,0,0,-0.0754674209273217,0,0
X000858.SZ,0.358738663692459,0,0,0,0,0,0.430254631146743,0,0,0,0,0,0,0,0,0,0,0.000508442626216117,0.0649102999904034,0,0,0,0.0884623560071492,-0.0715597020470259,0,0,0,0,0.0342855196930256,0,0,0,0,0.0699520483391149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,-0.00236361261090567,0,0,0,-0.0506590147919574,0,0,0,0,0,0,0,0,0,0.0227402415515056,0,0,0,0.694831504799458,0.143936783308296,0,0.0646259308023636,-0.0342423171942204,0,0,0,0,0,0,0,0,0.0751468589375863,0.0195415078553319,0,0,0,0,-0.0549240421374133,0,0,0,0,0.0991495861384373,0,0,0,-0.0475503429139983,0,0,0,0,0,0
X600276.SH,0,0.228715523023296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139402939301551,0,0,0.0398807239537127,0,0,0,-0.039509186794093,-0.23664168289373,-0.0177674398041358,0,0,0,0,0,0,0,0.0123397359927702,0,0,0,0,0,0,0,0,0.148724626020697,0,0.253430024690441,0,0,0,0.0522680452229974,-0.127640840249648,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.141668890039379,0.0451743386362238,0,0,0,0,0,0,0.0188043822392688,0,0,0,0,0,0,0.175892763659567,0,0,0,0,0,0,0,-0.0142133517264956,0,0,0,0,0,0.13219789365338,0,0,0,0,0,0,0,0,0.0517519336275291,0,0,0,0.0963226264991012,0,0,0,0,0,0.0213060939143037,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.250515889813444,0,0,0,0,0,0,0,0,0.266829326219949,0,0,0,0,0,0,0.0687470932123615,0,0.028065520443437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064731217829513,0,0,0,0,0,0,0,0,0.0191566665453429,0,0,-0.0114989530622195,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.104806373267355,0.563627987513981,0,0,0,0,0,0,0,0,0.190809391877051,0,0,-0.00491109118449796,0,0,0,0,0,0,0,0,0.108403487907862,0,0,0,0,0,0,0,0,-0.0455371363502638,0,0,0,0,0.0568876334783755,0,0,-0.0200810258329209,0,0,0.032954186276876,0,0.0407250581097131,0,0,-0.0224693658234306,0,0
X000651.SZ,0,0,0,0,0.0526087709305743,0.42644212512206,0,0,0,0.108173032071859,0,0,0.0301128927317817,0,0,0,0,0.039680120154194,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0741435740269386,0,0,0.026277807014505,0,0,0,0.0762790150451233,0,0,0,0,-0.0477773907932449,0,0,-0.106690298417377,0,0,0,0,0,-0.0358836286889588,0,0,0,0.0724545579247159,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.292285618848121,0,0,-0.0893927271205128,0,0,0,0,0.0514909399271378,0,0,0,0,0.0143332352294098,0,0.208336428799647,0,0.0455232543020328,0,0,0,0.00807972570747118,0,0,0,0,0,0,0,0,0,0.180117177379503,0,0.00317125263637897,0,0,0,0,0,0.0719138314050724,-0.0600593416305037,0,0.136831074891817,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.423957292092447,0,0,0,0,0,0,0.0014089443961392,0,0,0,0,0,0.31236191771646,0,0,0,0,-0.256458596661665,0.167627591470707,0,0,0,0,0,0,0,0.171267184136671,-0.124568593385938,0,0,0,0,0,0,0,0,-0.0371048576392891,0,-0.051299455981567,-0.0395062807101132,0,0,0,0,0,-0.0384966173644462,0,0.170053155115699,0,0,-0.0500196050607473,0,0
