,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000661.SZ,X000725.SZ,X000568.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X000596.SZ,X002371.SZ,X002007.SZ,X300003.SZ,X002241.SZ,X000100.SZ,X300142.SZ,X600741.SH,X600183.SH,X300124.SZ,X300014.SZ,X000977.SZ,X601877.SH,X000157.SZ,X002129.SZ,X000625.SZ,X000800.SZ,X002236.SZ,X600584.SH,X002049.SZ,X002463.SZ,X002414.SZ,X000066.SZ,X002456.SZ,X300136.SZ,X002179.SZ,X600118.SH,X002185.SZ,X600522.SH,X000021.SZ,X600498.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.186020956519075,0,0,0,0,0,0,0.00853524344622152,0,0,0,0,0,0,0,0,0,0.180347476500798,0,0,0.00212556476254889,0.0145191883235191,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0651866303497683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00571924494607544,0,0,0,0,0,0,0
X000858.SZ,0.129346463489335,0,0.0685658807889042,0,0,0.0266084918650965,0.0291157000364783,0,0,0,0,0,0,0.320715441413323,0.265034457914339,0,0,0,0.0797694252747032,0,0.0340769957727123,0,0.0136240272413688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375883176442925,0,-0.0528989608949546,0,0,0,0.00755904107863286,0.0370963003897074,0,0,0,0,0,0
X600276.SH,0,0.096840331570747,0,0,0,0,0.062641001761134,0,0,0,0,0.177846387842291,0,0,0.0407515618877462,0,0,0,0,0,0,0.0534529309315491,0,0,0,0,0,0.112640575149415,0,0.0582804636644811,0,0.0622402238959422,0,0,0,0,0,0,0,0,0.0452427762285771,0,0,0,0,0,-0.0891485700927842,0,0,0,0,-0.0162071994806633,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0398784623727055,0,0,0,0,0,0,0,0,0.0430484012250711,0.0895205146689488,0,0.460503221653445,0,0,0,0,0,0,0,0,0.0511450202817375,0,0,0,0,0,0,0,0,0,0,0,0.00207113981966871,0,0,0,-0.0544798776035454,0,0,0,-0.0062028536454334,0,0,0,0,0.0255857025278365,0.0148075699395066,0.0207959539606036,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0935365744699352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36554221442612,0,0,0,0,0,0,0,0,0.131902285904454,-0.0302561944143814,0,0,0.119942580488167,0,0,0.0290274978515646,0.0540350208469674,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331542591238413,0,0,0,0.0616100156827168,0.0214104316232576,0,0,0.18912501127875,0,0.152842420145605,0,0,0,0.142649044691666,0,0,0,0,0.1982140960232,0,0,0,0,0,0,0.0633482294268402,0,0,0.0657548644466017,0,0,0,0.00678341167657316,-0.0161986556012189,0,0,0,0,0,0
X600104.SH,0,0.0488264904164466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524058871764903,0,0,0.117715364813578,0,0,0,0.40992938391851,0,0,6.93889390390723e-18,0.148567881817263,0,0.022026233648237,0,0.0354737109271883,0,0,0,0,0,0,0,0,0,0,0,-0.00198092212635439,0,0,-0.0852089136087611,0,0,0.0177878436361061,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326295288896799,0,0,0,0,0,0,0.16845705710867,0,0,0,-0.109366686221127,0,0,0,0,0.312978646832463,0,0,-0.00920064470905245,-0.122016645052553,0,0.278906167991997,0,0,0.0141941054241664,0.000101936233620255,0,0,0,0,0,0
X600031.SH,0,0.0925920109583884,0,0,0,0.0838655673799331,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.210204872753111,0,0,0,0,0,0,0,0,0,0.0847513964174114,0.0633200039006193,0,0,0,0,0.281702117711216,-0.0346103504029764,0.0610085944949662,0,0,-0.0460127730357209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137382271761992,0,0,0,0,0,0
X002304.SZ,0,0.158229433634845,0,0,0,0,0,0,0.0191954371860195,0,0,0,0,0,0,0.0602582344508419,0.150202692694071,0,0,0,0,0,0,0,0,0.0111008891538555,0,0,0,0,0,0,0,0,0,0,-0.0184113306320647,0,0,0,0,0,0,0,0,0,0,0,0.0549764977843671,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285736323341336,0,0,0,0,0,0,0,0,0.00446465487270719,0.042307013401692,0,0,0,0,0,0,0.028717204469701,0,0,0.0634931956034682,0.135649780947717,0.0103381156306866,0,0,0,0,0.0218941294027256,0,0,0,-0.0361904935279545,-0.00936618252286509,-0.0756265973441167,0,0,0,0,0,0
X000661.SZ,0,0.029958085692725,0.00628265819575257,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.18125254876187,0.00557651925234012,0,0,0,0,0,0,0,0,0,0.0440134946674189,0,0.191311596921624,0,0,0,0,0,0,0,0,0,0,0.0731163980049143,0,0,0,-0.0268106619978326,0,0,0.0343654427823008,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.0840532469983534,0,0,0,0,0,0,0,0,0,0,0.0184319846801496,0,0,0,0,0.0540780506358955,0,0.546597888708463,0.0247825190631162,0.152268397194177,0,0,0,0,0,0,0,0,0,0.0390226766712709,0,0,0,0,0,0.0048293345710439,0,0,0.0478921357602538,0,0,0,0,0,-0.00392530514543306,0,0,0,0,0,0,0,0
X000568.SZ,0,0.574779961360567,0,0,0,0,0,0,0,0,0,0,0,0,0.194658919989726,0.0333018826539382,0,0.00900282317549962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027045494108966,0.0797514918913765,0,0,0,0,0,0,0,0,0,0,0,0,0.0229552746744257,0.0263325469310064,0,0,-0.0112008233543336,0.00855324306159116,0,0,0,0,0,0
X600809.SH,0,0,0.10812248653533,0,0,0.00747292869781868,0,0,0,0,0,0,0,0.849810891735913,0,0,0,0,0,0.0176741540121123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0725191937071231,0,0,0,0,0,0.0906100230119738,0,0,-0.057401654399943,0,0,0,-0.0241778513234224,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234758075790772,0,0,0,0,0,0,0,0,0,0,0,0.043458761913925,0,0,0.00627167416358358,0,0,0,0,0,0,0,0,0,0,0,0.0350700206370855,0.0094595437812051,0,0,0,0,0.0498356539808893,0,0,0.0986425611276347,0,0.0235211544268539,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.365958636905335,0.0248993231260519,0.0108577419446168,0,0,0,0.0811788389016004,0,0,0,0.0960729239271439,0,0,0,0,0,0,0,0,0,0,0.0279775557354701,0,0,0,0,0,0,0,0,0,0,0,0,0.0512305229521998,0,0,0,0,0,0,0.0482852250156905,0,0.00980326402749628,0,0,0,0,0,-0.0140651798687925,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735187927875661,0,0,0,0.120008051363074,0,0,0,0,0,0,0,0,0.342813185248052,0,0,0,0.280705992315068,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.00282384250316655,0,0,0,0,0,0,0
X000596.SZ,0,0.0906117379210726,0,0.309781474993962,0,0,0.0763125920967437,0,0,0,0,0,0,0.295742121292424,0.091230176819703,0,0.0252696348667472,0,0,0,0,0,0,0,0,0.0262652229106867,0,0,0,0,0,0,0.0386850065832079,0,0,0,0,0,0,0,0,0,0,0.050574605630425,0,0.0295959839337301,0,-0.0219775971124609,0,0,0,0.0130365833137456,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.0716323599295871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400751680953732,0,0,0,0,0,0.173763189077237,0,0,0.0901028557637778,0,0,0,0,-0.130774822246341,0.0261609804353335,0.0162316999164959,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1158404429125,0,0.206654671616177,0,0,0.181540087404991,0,0,0,0,0.0736995789545805,0,0,0,0,-0.214682266716012,0,0,0.211852616870415,0,0,0,0,0,0,0.0170829860548693,0,0,0,0,-0.0487818897359591,0.188298170957658,-0.0114550956391693,0.0528070614394309,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0.0465115300618428,0,0,0,0,0,0,0,0,0,0,0,0,-0.03701557096428,0,0.0596293923015043,0,0,-0.254259303753064,0,0,0,-0.0576084911241459,0,0.578252708862602,0,0,0.115596309603963,0,0,0,0,0,0,0,0,0,0,0,0,0.181817632404383,0,0,0,0.0243844880770508,8.67361737988404e-19,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.15264987873672,0,0,0,0,0,0,0,0,0,0,0,0.0415117551530096,0,0,0,0,0,0.180663196491487,0,0,0.075407660496349,0,0.224322152472604,0,0,0,0,0,0,0,0,0,0,0,0,0.202612116727733,0,0,0,0,0,0.0444510831925512,0,0,0,-0.00925069143711087,0.0187664772016468,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.105036993944659,0,0,0,0,0.254479927701806,0,0,0,0,0,0,0,0,0,0.124068469600752,0,0,0,-2.16840434497101e-19,0,0.10274233040655,0,0,0,0,0,0,0,0.155306757602043,0,0,0,0,0.0300425413592251,0,0,0.00750042354599111,0,0,0.0185946241017984,0,0,0,0.0180815758513877,0,0,0,0,0,0,0
