,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X600741.SH,X002236.SZ,X000625.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X601877.SH,X600487.SH,X600809.SH,X002008.SZ,X000100.SZ,X600522.SH,X002508.SZ,X300136.SZ,X002085.SZ,X300003.SZ,X600498.SH,X600089.SH,X600699.SH,X600271.SH,X600177.SH,X000157.SZ,X000559.SZ,X600118.SH,X600867.SH,X000050.SZ,X000596.SZ,X002294.SZ,X600566.SH,X300115.SZ,X002180.SZ,X002179.SZ,X000981.SZ,X000980.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.156282495138641,0,0,0.0481142865136746,0,0,0,0.0620171263754238,0,0,0,0,0,0,0.00292588669761764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954459784446932,0.0372097120892445,0,0,0.0110110402684518,0,0,0,0,0,-0.00584883056664418,0,0,0,0,0,0
X600104.SH,0,0,0.0240000652731557,0,0,0,0.0373871613194688,0,0,-4.33680868994202e-19,0,0.0335237636874323,0.355057934034614,0.00245218162858298,0,0.0323105619832882,0,0,-0.0435472854254065,0,0,0,0,0,0,0,0,0,0,0,0.0413663961012525,0,0,0,0,0,0,0,0,0,0,0,0.0502875665996198,0,0,0,0,0.0236658427624732,0,0.0191765528528883,0,-0.0403253266767579,0.0363101165933418,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0619574901667395,0,0,0,0,0,0,0.136769363179486,0,0.0454796440714108,0.0422578250299271,0,0,0,0,0.10744797543188,0,0,0.00840347486140109,0,0,0,0,0.0474010746150382,0,0.00681585934002923,0,0,0,0,0,0,0,0,0,0,0.00382758485418039,0,0,0,0.0233507143453577,0,0,0.0203260631612679,0,0.0345088211974189,0.00666928733637107,0.188142713294976,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0366832087654839,0,0,0,0.305492585072079,0.0345867604358634,0,0.0876981303137518,0,0,0,0,0.0820879260858847,0,0,0,0,0,0,0,-0.00723618271764851,0,0.225466422384033,0,0,0,0,0,0,0,0,0,0,0,0,-0.0593109847151911,0,0,0,0,-0.0379076688987309,0,0,0.0354362222800919,0,0.0138383841347439,0,-0.0204621551567802,0,0,0,0,0
X000858.SZ,0,0,0,0.282976447236533,0,0,0,0,0,0,0,0.304350143940193,0,0,0,-0.0013759965831179,0,0,0.0108975781123617,0,0,0,0,0.0929898547425793,0.17394450379615,-0.0372311285816119,0,0,0,0,0,0,-0.0525767268662554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315404609732338,0,0,0,0,-0.00907089623137797,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0455774996990998,0,0.0877436513787129,0,0,0,0,0,0,0,0,0,0,0,-0.0928919984579814,-0.100643254122987,0,0,0,0,0,0,0,0.0660478499950113,0,0.091549766938605,0,-0.0632774405643771,0,0,0,-0.00292385203280579,0,0,0,0,0,0,0,0.0298090404696692,0,0,0,0,-0.00397753864657207,0.00271074047555462,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.02962734181731,0,0,0.098290263676848,0.119852557936138,0,0,0.0202110971490358,-0.154830157317253,0,0,0,-0.0527366484519692,0,0,0,0,-0.0202499424002897,0.187670951431736,0,0,0.0888069426268649,0,0,0.040677082030183,0,0,0,0,0,0.0915279685799797,0,0,0,0,0,0,0,0,0.172674120400145,0,0.0276309060808223,0,0,0.0129321965736859,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.212961335311373,0.182274941866105,0,0,0,0,0,0.0324811778354454,0,0,0,0,0,0,0,0,0,0,0,0.139618574846175,0,0,0,0,0,0,0,0,0,0,0.0692117042050629,0.0293559292212263,0,0,0.0377857539198715,-0.116461673182132,0.039182221151243,0,0,0,-0.0253894196922277,0.0059950921359088,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.024162275290404,0.123307490184505,0,0,0,0.0194370571497481,0,0,0,0,0.130190161512365,0.0672593137342637,0,0.0243334834599368,0,0,0,0,0,0.0216121587080734,0,0,0.0441482801297909,0,0,0,0,0,0,0,0.0863098764221985,0.00730387917961724,0,0,-0.0570621382108137,0,0,0,0,4.33680868994202e-19,0.0571829435872715,0,0,0,0,0,0
X600703.SH,0,0.104403812200795,0,0,0,0.0479296121647604,0,0,-0.095138907129243,0,0,0,0.143890225128061,0,0,0,0,-0.301097271039583,0,0,0,0,0,-0.0745284884600429,0,0,0,0,0,0,0,0,0.266240457930868,0,0.0338202438863158,0,0,0,0,0,0.0977486153694603,0,0.075269837736661,0,0,-3.46944695195361e-18,-0.309253989455021,0,0,0,0,0.019255221399965,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.288702251468341,0,0,0,0,0.0876121861038066,0,0,0,0.170908627184974,0.131976186179794,0,-0.0915547437918701,0,0,0,0,0,0,0,0,0,0,0,0.0374556201795143,0,0.221690094156138,0,0,0,0,0,0,0,0,0,0,0,0,-0.0520626113241186,0,0,0,0.107914259695608,0,0,-0.103762107837469,0,4.33680868994202e-19,0.000184154105898188,0,0,0,0,0,0
X000568.SZ,0,0,0,0.105279685110311,0.418682035005025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163433530787312,-0.0944953523433164,0,0,0,0.168051119716565,0,0,-0.0107905975015596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513993372363645,0,0,0.041458221436917,0,-0.0217750666105364,0,-0.0836917799432704,0,0,0,0,0
X600741.SH,0,0.619064995726829,0,0,0,0,0,0,0.0247061414867155,0.0998873226631184,0,0,0,0,0,0,0,0,0,-0.0913345347949298,0,0,0,0,-0.0191322991848323,0.0711286777172886,-0.11111658669516,0,0,0.148447736459765,0,0,0,0,0.0577064518985308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228877257940519,0,0,0,0,0,0,0
X002236.SZ,0,0,0.308744203627728,0,0,0,-0.0511065087107417,0,0.100532042432048,0,0.0458908721323355,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333247519874341,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143417134166181,0,-0.47252448512276,0,0,0,0,0.289592763833588,0,0.0223959655758153,0,0,0,-0.0707472691890176,0.0832618305478611,0,0,0,0,0,0
X000625.SZ,0,0,0,0.00780701754992251,0,0,0,0,0,0.0383439204909932,0,0,0,0,0,0,0,0.064925172227943,0.103162448841853,0,0,0,0,0,0,-0.0134266802157378,0,0,0,0,0,0,0,0,0,0,0.124003746739788,0,0,0,0,0.114394212243365,0,0,0,0,0,0.0686492928570333,0,0.0828872959108113,0,-0.0113255568347182,0.0246830601534144,0,0,0,0,0,0
X002475.SZ,0,0.0813956273189391,0,0,0,0,0,0,0.122288810518099,0.0259638554636323,0,0,0,0,0,0,0,0,0,0.171577805715531,0,0,0,0,0.0176906404411249,0.119599048800233,0,0,0,0.228020855458167,-0.0522385953068724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235242544365606,0,0,0,0,0,-0.046477206892347,-0.0360814491872897,0,0,0,0,0,0
