,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600031.SH,X000625.SZ,X300136.SZ,X600487.SH,X601877.SH,X002008.SZ,X000100.SZ,X600066.SH,X600522.SH,X300124.SZ,X002508.SZ,X600809.SH,X600271.SH,X300003.SZ,X600089.SH,X002294.SZ,X600867.SH,X002085.SZ,X000981.SZ,X600498.SH,X600699.SH,X000157.SZ,X600177.SH,X600584.SH,X000050.SZ,X000596.SZ,X300142.SZ,X600118.SH,X600566.SH,X002179.SZ,X002049.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.236049990795078,0,0.0667193223062228,0.136937857676411,0,0,0.0620304319330425,0,0,0,0,0,0,0,0,0,0,0,0.165723746272399,0,0,0,0.0535853776326219,0,0,0,0,0,0,0,0,0,0,0,0.0485984888127699,0,0,-0.0402899363235021,0,0,0,0,0,0.0192815376055293,0,0,0,1.73472347597681e-18,0.0242123231554972,0,0,0,0,0,0
X600104.SH,0,0,-0.0182837271882291,0.0560474019519747,0,0,0,0,0,0,0,0,0.484423706624848,0.0910888323545659,0,0,0,0.00489108809159959,0,0,0,0,0,0,0.102329753215564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130839262014853,0,-0.0172030138807793,0.0335363910290476,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0825462188915653,0,0,0,0.251321482421311,0,0,0,0,0,0,0.0757674739667555,0.183293436503432,0.185075490717264,0,0,0,0.106342848581876,0,0,0,0,0,0,0,0,0,0.0121355863580108,0,0,0,0,0,0,0.0351442927187903,0,0,0,0.0364058924321589,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.310357606698079,-0.0478743946429648,0,0.122202625763374,0,0,0.0273754436849445,0,0,0,0,0.0878990999204942,0,0.140081814171708,0,0,0,0.131572501851261,0,0,0.012248671761546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143286743191384,0,0,-0.00613362727190579,0,0,0,0,0,0
X000858.SZ,0.0276271560408322,0,0,0,0,0,0,0.00404875631313269,0,0,0,0.214612882977419,0,0,0,0,0,0,0,0,0,0,0.0785422311826518,0.00503929334199825,0.0173701443781572,0,0,0,0,0.279428661349886,0,0,0,0,0,0,0,0,0,0,0,0,0.0370286669370082,0,0,0,0,0,0,0,0,0.0119374063165516,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.196212765067499,0,0,0,0,0.185469026388274,0,0,0,0,0.0767088363015924,0,0.0390631417974427,0,0,-0.147957139290229,0,-0.0554201752956656,0,0,0,0,0,0,0,0,0.270187175628451,0,0,0,0,0,0,0,0.331385654698063,0,0,0,0,0,0,0,0,-0.0294502102863846,0.0458439975354159,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,7.62177354042617e-05,0,0,0,0,0.337496011666733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351498762867064,0,0.208686883775355,0,0,0,0,0,0.00852664985142106,0,0,0,0,0,0,0.0307758524749686,0,0,0,-0.189874583612183,0,0,0,0.023365592353851,0,0,0,0,0,0
X002304.SZ,0.179113110364607,0,0,0,0.351655533259344,0,0,0,0,0,0.0716588397810052,0,0.182573383379576,0,0,0,0,0,0,0,0,0,-0.0618105914206372,0.0189860560283462,0,0,0,0,0,0,0,-0.00890480654254072,0,0,0,0.0549615365644212,0,0,0,0,0,-0.024767135991826,0,0,0,0,0,0,0,-0.0265087461602108,0,0.0446133555180211,0,0,0,0,0,0,0
X000063.SZ,-0.0673026958553983,0,0,0,0,0.405234417655085,-0.0824949698766373,-0.183561236362922,0,0,0,0,-0.0535436161546659,0,0.222309682696326,0,0,0,0,0,0,0.0338184070802329,0,0,0,0,0.0518994192746561,0,0,0,0,-0.0625296248386392,0,0,0,0,0,0.131870853873109,0,0,0,0,0,0,0,0,0,0,0.130037511422582,0,0,0,0.0246274470861744,0,0,0,0,0,0
X600690.SH,0,0.0634911984623162,0.114143527543012,0,0,0,0,0,0,0,0.0393322298939383,0.0368086022718378,0,0.000331837575803282,0.056980767220122,0.151500881663109,0,0,0,0,0,0,0,0,0.102504318371674,0,0.222232222761712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172333477718015,0,0,0,0,0,0,0,0,0,0.0217788535055577,0,0,0,0,0,0,0
