,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X600089.SH,X600703.SH,X600271.SH,X600066.SH,X000100.SZ,X600118.SH,X002236.SZ,X000550.SZ,X601877.SH,X000581.SZ,X300124.SZ,X000623.SZ,X002475.SZ,X000800.SZ,X000568.SZ,X600582.SH,X002294.SZ,X000400.SZ,X002129.SZ,X600839.SH,X600177.SH,X000869.SZ,X000559.SZ,X002292.SZ,X002456.SZ,X000977.SZ,X000050.SZ,X600312.SH,X002007.SZ,X002465.SZ,X300003.SZ,X600252.SH,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.230546345821353,0,0,0,0.131397711762181,0,0,0,0,0,0,0.617929469704711,0,0,-0.0108542344805427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0642322320184832,0,0,0,0,0,0,0,0,0.14392494130544,0,0,0,0,0,0,0,0.00118353338760288,-0.0929349499455941,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.185936184068343,0,0,0,0.207147676811214,0,0,0,0,0,0,0,0,0,0,0,0,0.0365407792686494,0,0,0,0,0,0,0,0.0894901298241293,0,0,0,0,-0.00876003287204397,0,0.0124981464893248,0,0,0,0,0,-0.0996222779199871,0,0,0,0,0,0,4.33680868994202e-19,-0.000600284624752354,0,0,0,0,0,0
X000651.SZ,0.28112456085735,0,0,0.0833363183868908,0.214593481573886,0,0,0,0,-0.0585797119177977,0,0,0.102201664579399,0,0,0.0312974510969227,0.0649036547969491,0,0,0,0,0,0,0,0,0.152839570067748,0,0.017793770862969,0,0,0,0,0,0,0,0.130179029167524,0.0112805384413794,0,0,0,0,0,0.138721081456346,0,0,0,0,0,0,0,0,0,-0.00718343760480811,0,0,0,0,0,0
X002415.SZ,0,0,0.125656925558368,0,0,0.0901796507848373,0,0,0,0,0,0,0,0,-0.0223414963268344,0,0,0,0,0,0.190358464173929,0,0,0.223644173318765,0.00611781721830046,0,0,0,-0.031784686587997,0,0,0,0,0,0.0315281266082626,0,0,-0.0991484317204689,0,0,0,0,0,0,0,0,0.0353675735237049,0,0,0,0,-0.00128548292746884,0,0,0,0,0,0,0
X000725.SZ,0,0,0.184210077294903,0,0,0,0,0,0,0,0,0,0,0,0.201515879521979,0,0.124414729615042,0,0,0.00519093065071878,0,0,0.119197100617467,0,0,0,0,0,0,0,0,0.120384908032628,0,0,0,0,0,0.127097294029234,0,0,0,0,0,0,0,0,0.122008480416893,0,0,0,0,-0.00692946824478226,0.00552239187921932,0,0,0,0,0,0
X000625.SZ,0.351477769572726,0,0.011279503792052,0,0,0,0,0.0554965143110864,0.159802089678371,0,0,0,0,0,0,0,0,0.161551496154303,0,0,0,0,0.00077217895607963,0,0,0,0,0,0.0870324772966173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800926212275292,0,0,0,0,0,-0.0320912066532237,-0.0245806951963442,0,0,0,0,0,0
X000858.SZ,0,0,0.020639498349048,0,0,0,0,0.0356384441700886,0.0951330504385079,0,0.0114493297521265,0,0.211862132195407,0,0,0,0,0,0,0,0,0.0633099266822372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033278097640025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192075369623182,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.502020393837638,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0877293821419464,-0.0496941224079317,0,0,0,0,0,0,0,0,0,0.168933204983571,0,0,0,0,0,0,0,0,0,0,0.278551178242251,0,0.0372307620336903,0.00488069421654312,0,0,0,0,0,0
X000063.SZ,0.0774690359599527,0,0,0,0,0,0,0,0,0.0888402205571932,0,0,0.0478061040953209,0,0.0806268584794329,0,0.0308110165140026,0,0.0527856323296925,0,0,0,0,0,0,0,0,0.100440620689532,0,0,0.0236316147874596,0,0,0,0,0,0,0.247002622578374,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211142060888777,-0.0213363965677348,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.00052090388017532,0,0,0,0,0,0,0.99280506424546,0,0,0,0,0,0,0.0675572070481015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00666922341701013,0,0,0,0,0,0,0
X600690.SH,0,0.0227322862828628,0.221209285435023,0,0,0,0.220394534899089,0,0,0,0,0,0.178776953470431,0,0,0,0.169675776975607,0,0,0.023694359724782,0,0.0878211320859796,0,0,0.0308949643112675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.072710120487376,0,0,0,0.114877570296251,-0.0386606173052024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102305742166807,0,0,0,0,0,0,0,0,0,0,0.143507283266585,0.0933058157804368,0,0,0,0,0.187688841150436,0,0,0,0,0,-0.0047713582313733,0.0100411806697449,0,0,0,0,0,0
X000338.SZ,0,0,0.0394447262864712,0,0,0,0,0,0,0,0.116983972189039,0,0,0,0.593871726313007,0,0,0,0,0.0134302849115577,0,0,0,0,0,0,0,0,0.0557592871204341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106736408482807,0,0,0,0.223659867208237,0,0,-0.0383206445935918,0,0,0,0,0,0,0
X600372.SH,0,0,0.154986829351053,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537912833292949,-0.00770746565358247,0,0.0542662684595638,0,0,0,0,0,0.0959633140441396,0,0,0,0,0,0,0.0925960371323613,0.0801292320883363,0,-0.0566529310495191,0,0,0,0.133000097491477,0,0,0,0.081742470130471,0,0,0,0,-0.0718141967874911,0.0139378414435906,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.291082093636508,0,0,0.354046976802461,0,0,0,0,0.0609717834878703,0,0,0,0,0,0,0,0,0,0,0,0.0279648211823393,0,0,0.185717562462468,0,0,0,0.0321890748125381,0,0,-1.73472347597681e-18,0,0.0240194198881304,0,0,0,0,0,0,0,0,0,-0.0423271473104001,-0.0366843689496167,0,0,0,0,0,0
X002241.SZ,0,-0.0873787298320689,0.151323147568928,0,0,0,0,-0.0604455424785362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346064322473775,0,0,0,0.0647133195469218,0,0,0,0,0,0,0,0,0,0,0,-0.0435401336552196,0.159939692325628,0.147970112628602,0.0887565698358268,0,0,0,0.0279002677842734,0,0.171682597961046,0,0,0.00977724489688802,0.00326723291605797,0,0,0,0,0,0
X600741.SH,0.186303025592175,0,0.156718537742006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232701693212995,0,0,0,0,-0.034286270961644,0,0.16302400765102,0,0,0.00294073636509072,0.0324716912662208,0,0,0,0,0,0,0,0.0264234536434048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00980278715001493,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0.00994963166569224,0.187898730360272,0.0265382107533163,0.0254830702032142,0,0,0,0,0,0.273342758165225,0,0.143968183372532,0,0,0,0,0,0,0.0407744519364789,0,0,0,0,-0.00363880432797048,0,0,0,0,0,0,0,0,0,0,0,0.059477663006517,0,0,0,0.242698031300408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.0934200685910402,0,0.0456137365012053,0,0,0,0,0,0,0,0,0,0,0,0.246000451886363,0,0.0287631587567641,0.137052131264955,0,0,0,0,0,0,0,0,0,0,0,0.0666855191728013,0,0,0,0,0,0,0,0,0.118299350714059,0,0,-0.0214313891236981,-0.00100544786638476,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108182584891335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166032173040026,0,0,0.0359066135708529,0,0.322395133519328,0,0,0,0.0597437583271194,0,0,0,0,0,0,0,0,0,0.120927970085018,0.147420716295451,0,0,0,-0.06123023813038,-0.0194739246112178,0,0,0,0,0,0
X600066.SH,0.37660565763612,0,0.0196443281390542,0,0,0,0,0,0,0.0526714747801276,0,0,-3.46944695195361e-18,-0.00274946052590295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152336053946178,0,0,0,0,0,0,0,0,0.0815960925606848,0,0,0,0,-0.0147027834217875,0.0719678189213933,-0.00706121919384988,0,0,0,0,0,0,0.0013510607400603,-0.0175824086237212,0,0,0,0,0,0
X000100.SZ,0.0949923567698688,0,0,0,0,0,0,0,0.0517884461696167,0.116781381538987,0.13813233450298,0,3.46944695195361e-18,0,0,0,0,0,0,0.0556586148390239,0,0,0,0,0.0317672905605933,0,0,0,0.160641092186965,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0826344728409213,0,0,0,0,0,0,0,0,0,0,0,0,0.00242102454171365,-0.00169596012204917,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,-0.120668382328635,0,0,0,0,0.00154630973015127,0.484396079126914,0.431982864504264,0,0,0.0419963571645538,0,0,0,0,0,0,-0.0766895094481787,0,0,0,0,0,0,0,0.0015297031543276,0,0,0,0,0,0,0,0.48911117027161,0,0,0,0,0,0.0679514258898225,0,0,0,0,0,-0.0257119852532193,0,0,0,0,0,0
X002236.SZ,0,0.0172780443722313,0,0.0570801328190083,0,0,0,0,0,0,0,0,0,0,0,0.351429756370672,0,0,0,0.124801271737866,0,0,0,0,0,0,0.218703840681147,0,0,0.0544624717242782,0,0,0,0,0,0,0,0,0,0.0949885577978358,0.121368801620064,0.144198637829859,0,0.044793515809202,0,0.0593850919241183,0,0,-0.0128930948184457,0,0,0,0.0101147581969859,0,0,0,0,0,0
X000550.SZ,0.143688574326359,0,0,0,0,0,0,0,0.00838401349751751,0.0190264030426616,0.046244334491932,0,0,0,0,0,0.00465040142037488,0,0.155661749718145,0,0,0,0,0,0,0,0.191540783302649,0.0181317084221943,0,0,0,0,0.0425022425958842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X601877.SH,0,0,0.0949008725208958,0,0,0,0,-0.0907212678755157,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0250963483494792,0,0,0.0497882226871218,0.00652533452101345,0,0,0,0.205491758793046,0,0,0,0,0.034510736880842,0,0,0,0.0446086922281947,0,0,0,0,0,0,0,0,0,-0.0850875004426189,-0.037405344822281,0,0,0,0,0,0
X000581.SZ,0,0,0.0267257696841722,0,0,0,0,0.113138873158262,0.0307736292021368,0,0.018997456297303,0,0.276066773228856,0,0,0,0,0,0,0.136666003606535,0,0,0,0,0.031444290234494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652934902909421,0,0,0,0,-0.0404123123977305,-0.00277540554339542,0,0,0,0,0,0
X300124.SZ,0,0,0.0539773104179725,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.101520351466966,0,0,0,0,0.134449601013061,0.0145056692836036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310416904395868,0,0,0,0.106791938725312,0,0,0.0249710928855294,0,0,-0.0015232070052354,-0.00956996448799907,0,0,0,0,0,0
X000623.SZ,0,0,-0.00959917468946438,0,0,0.0301886933365233,0,0,-0.0685756390720492,0,0,0,0,0,0.106753192536364,0,0,0,-0.161287416716428,0,0,0,-0.185629202586443,0,0,0,0,0,0,0,0,0,0.188596922651195,0,0,0,0,0.77384865445847,0,-0.0599522003751897,0,0,0,0,0,0,0.150736671619613,0,0,0,0,0.0488110249207118,0.00716982617885722,0,0.0912514565943132,0,0,0,0
X002475.SZ,0,0,0.0131030657093251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814956011810679,0,0,0.0164420689634555,0,0,0,0.014024616239691,0,0,0,0.140832153943953,0,0,0,0,0.0897266509726432,0,0,0,0.0826299410819742,0,0,0.0459877766574833,0.0448979429827269,0,0,0.0162481333838295,0,0.0422518620157936,0,0,0,0,0,2.16840434497101e-19,0.000480925333604617,0,0,0,0,0,0
X000800.SZ,0,0,0,0,0,0,0,0,0.146819014676687,0,0,0,0,0,0,0,0,0,0,0.149196564532201,0.0862777801120406,0,0,0,0.114939080971621,0,0,1.38777878078145e-17,0.0626471070512787,0,0,0,0,0,0,0,0,0.0404129986263214,0,0.116375621776326,0,0,0,0,0,0,0.0257945487386344,0.139059630414112,0,0,0,0,-0.0117218852834598,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.0709312502665451,0,0.223211856667242,0,0,0,0,0,0,0,0,0,0,0,-0.0589485199078089,0,0,0,0.117044217436778,0,-0.0290258522205255,0,0,0,0.0708085996573719,0,0,0,0.16910389739337,0,0,0,0,0.000327833878452343,0.0637604347048096,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307272696297982,-0.0201203107865691,0,0,0,0,0,0
X600582.SH,0,0,0,0.0929923356939583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252492747715641,0,0,0.132163866735837,0,0.0335824792867221,0.0901727185854723,0,0,0.0634779289034127,0,0,0.178157233326305,0,0,0,0,0,0.0601587111959374,0,0,0,0,0,0,0,0,0,0,0,0,-0.0690469992801717,0,-0.0174348134771597,0,0,0,0,0,0
X002294.SZ,0,0,0.0202352872116874,0,0,0,0,0,0,-0.0146067928819654,0.014228632403926,0,0,0.134475094115241,0,0,0,0,0,0,0,0,0,0,0,0.0063582455659331,0,0.00497490424353265,0,0,0,0,0,0,0.0273656716842526,0.0805809178098374,0,0,0,0.0847664659815016,0.366082159922197,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,-0.00949137897981614,0.000107367460725978,0,0,0,0,0,0
X000400.SZ,0,0,0,0,0,0,0,0,0,0,0.152175583235289,0,0,0,0,0,0,0.0285718427128036,0,0,0,0,0.103649232980719,0.06521483802216,0,0,0,0,0,0.16084898465064,0,0,0,0,0,0,0.0349042038117896,0,0,0.0299512596260451,0,-0.00328930366744818,0,0,0.0964655686672871,-0.103097291518305,0,0,0,0,0,0,0.00206465233039923,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,-0.137005224001233,0,0,0,0.0120434414956663,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0287983678926407,0,0.149654820719946,0,0,0,0,0,0,0,0,0,0,0.0889844389630743,0,0,0.041917890641033,0,0.106920320407483,0.0524833482815076,0.0165736712310588,0,0,0,-0.0312748113978523,-0.005778054280483,0,0,0,0,0,0
