,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X002007.SZ,X300003.SZ,X600183.SH,X600741.SH,X000596.SZ,X002371.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X300142.SZ,X000977.SZ,X601877.SH,X300124.SZ,X002236.SZ,X000157.SZ,X000800.SZ,X000625.SZ,X002129.SZ,X002463.SZ,X002456.SZ,X600118.SH,X002223.SZ,X600498.SH,X002179.SZ,X300136.SZ,X002049.SZ,X600271.SH,X002414.SZ,X600584.SH,X600522.SH,X002185.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.200701848107239,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0694792254972942,0,0,0,0,0,0,0,0,0,0.00561885358037028,0,0,0.0502516000689936,0.0172431466980347,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.163077679821823,0,0,0,0,0,0,0,0.351369328125079,0,0,0,0.0565133004871323,0,0,0,0,0.182961442461491,0,0.0100917995276416,0.0229768058223157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567831480793893,0,0,0.00659840774301095,0.00978086664535884,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0800783458814454,0,0,0,0,0.0529169995698907,0,0,0,0,0,0,0,0,0,0,0.0981597790111962,0,0,0,0.138094161436773,0,0,0,0,0,0.0270828797696432,0,-0.00318300403183973,0,0,0,0,0,0,0,0,0,0,0.00934325989473968,0,0,0,0,0,0,0
X000651.SZ,0,0.248774680459348,0,0,0,0.00308411293423786,0.0923423424402433,0,0.10179365012771,0,0,0,0,0,0.0649474664687955,0.168554445949521,0,0,0,0,0,0,0,0,0,0.00179936503874658,0,0.0272331629402282,0,0,0,0,0,0,0,0,0,-0.0824411604734569,0,0,0,0,0,0.056152583725149,0,0,0,0,0,0,0,-0.00113197615571156,-2.16840434497101e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.1300191709749,0,0,0,0,0,0,0.106049254647974,0.0228746221161785,0,0,0,0,0,0,0,0.155303947753411,0.0607065639170382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283444523258555,0,0.0204052723281719,0,0,0,0,0,0.0765697687737777,0.0334782697705972,0,0.0131899807996755,0,0,0,0,0,0,0
X600104.SH,0,0.310524345424184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359082380901038,0.0863658751599941,0,0,0.00948827962239082,0,0,0,0,0,0,0,0.175562976426643,0.0839428508594741,0.042123364038433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275188126153931,0.0388800415869987,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.313386155997614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12429330923668,0,0.0840511858057473,0,0.116132713890109,0.145548800683393,0,0,0,0,0,0,0,0,0,-0.0177974479675476,0,0,0,0,0,0.293982422823885,6.93889390390723e-18,0,0,0,0,0,-0.0375897263084629,0,0.0150679300722453,-0.00568744891610277,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0592090690964977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200361568238957,0,0,0,0,0.0386462129819052,0,0,0,0,0,0,0,0,0.289296972035838,0,0.00634729849944511,0,0.0294221975136842,0.067921321595842,0.196878998009395,0,0.070860101954548,0,0,0,0,0,0,0,0,0.0281746511435234,0.0196580353520036,0,0,0,0,0,0
X600031.SH,0,0.0949709539034002,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0176681012771262,0,0,0,0,0.0270662272129663,0,0,0.112169483435766,0,0,0,0,0,0,0.534788471679032,0,0,0,0,0,0,0,0,0,0,0.0308216401588632,0,0,0,0,0,0,0,0.00705874955971765,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0149014354813942,0,0,0,0,0,0,0.050754350952785,0,0,0,0,0,0,0,0,0,0,0,0.00328351121056076,0,0.0160769229274052,0,0,0.169678876270117,0,0,0,0.0285043504066724,0,0,0,0,-0.00841102010176514,0,0,0,0,0,0,0.0809047320579034,0,0,0.194693902821414,0,0.016332914422027,-0.0221324976453136,0,0,0,0,0,0
X002304.SZ,0,0.114048697681511,0,0,0,0,0,0,0.0104921392365776,0,0,0,0,0.159052603138247,0.0530076303401456,0,0,0,0,0,0,0,0,0.0392931832437476,0,0,0,0,0,0,0,0,0,0,0,0.08205790763753,0,0,0,-0.066676598373101,0.00137300602513545,0,0,0.00627731371519872,0,0,0,1.73472347597681e-18,0,0,0,0.0226818283554058,0,0,0,0,0,0,0
