,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X000651.SZ,X600031.SH,X000568.SZ,X002304.SZ,X600690.SH,X600104.SH,X300124.SZ,X300014.SZ,X000725.SZ,X000063.SZ,X600703.SH,X002371.SZ,X000338.SZ,X002129.SZ,X000625.SZ,X002241.SZ,X300142.SZ,X003816.SZ,X002049.SZ,X000661.SZ,X601877.SH,X000100.SZ,X002179.SZ,X000596.SZ,X600460.SH,X000157.SZ,X002074.SZ,X002007.SZ,X002414.SZ,X000799.SZ,X600741.SH,X600584.SH,X600702.SH,X600183.SH,X002236.SZ,X601799.SH,X600089.SH,X000800.SZ,X300146.SZ,X000066.SZ,X600779.SH,X000977.SZ,X600884.SH,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.145503849906655,0,0,0,0.0894385619853362,0,0,0.124862641175707,0.062743787380006,0.178325871573944,0,0,0,0,0,0,0,0,0.0403510414588258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112313818485281,0,0,0,0,0,0,0,0,0,0,0,0,0.00103282997467828,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.105585887667372,0,0,0.0997516112558671,0.259270122061969,0,0,0,0,0.139554593203607,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0160380767744738,0,-0.138670264019927,0.0670480718215454,0,-0.082407675758365,0.0612782949926562,0,0,0,0,0,0,0,0.0800393332239367,0,0,0,0,0,-0.0484338686541157,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.125979227424243,0,0,0.0638206175884907,0.0932206934862398,0,0,0,0.068787207321978,0.142527524712623,0,0,0.114098222617136,0,0,0.0170241128115558,0,0,0.0283927232620182,0,0,0,0,0,0.0163580095468876,0,0,0,0,0,0,0,0,-0.0484982332272289,0,0,0,0,0,0,0,0,0,0,0.0179786850570256,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.209899634234716,0.187233029964406,-0.0187568097256314,0,0,0,0,0,0,-0.0225634019470987,0,-0.114799560340766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527529069481194,-0.174853601001884,0,0.00279650569852721,0,0,0,0,0,0,-0.0638774669686305,0,0,0,0,0,0,0.0483148055976304,0,0,0,0,0,0
X600276.SH,0,0.228985996814143,0,0,0,-0.215146780458503,0,0.1070725350679,0,0,0,0,0.152845127144718,0,0,0,0,-0.0221118979932531,0,0,0,0,0.0138023857403947,0,0,0.0832262904561539,0,0,0,0,0,0.107234920414814,0,0,0.246268861667976,0,0,0,0,-0.148696615863531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0327040358944129,-0.117732540718944,0,0,0,0,0,0,0,0,0,0,0.148199185898915,-0.0641195482979412,0,0.19125908133722,0.0205370573876031,0,0,0.117509654040253,0,0,0,0,0,0,0,0,0,-0.0494868083048965,0,0,0.318470653968508,0,0,0,0,0,0,-0.0664680762299708,0,0,-0.0133636619563181,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,-0.00433127879874254,0,0,0,0,0.115522868097418,0,0,0,0,0.209564336384766,0,0,0,0,0,0,-0.0127758991056845,0,0,0.0336503190876262,0,0,0,-0.0866132636230718,-0.0371626487225123,0,0,0,0,0,0,0,0.0879719944227319,0,0,-0.0301449997744372,0,0,-0.0678678526811197,-6.21994483350121e-05,0.0177974637695083,0,0,0,0,0,0.0827368821893779,0,0,0,-0.0186429817644995,0,0
X600031.SH,0,0.155574475906286,0,0,0,0,0,0,0,0,0,0,0.0734713459783608,0,0,0,0.138695955844656,-0.0153035612630577,0,0,0,0,0,0,0,0,0,0,0.0638606027151619,0,-0.0716443025539672,0.295907598722128,0,0,0.0349057308208413,0,0.0592954137598686,0,0.05341253303065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668920116518782,0,0
X000568.SZ,0,0.220193309540996,0,0.140855223549184,0,0,0,0,0,0.0580341878979465,0,-0.0190606825008336,0,0,0,0,0,-0.137467915171991,0,0,0,0,0,0,0,0,0,0,0,0.220920352311044,0,0,-8.67361737988404e-19,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0250767571527558,0.0581385261572773,0.0640203202189599,0,0,0,0,0.0426410342818687,0,0,0,0,0,0
X002304.SZ,0,0,0,0.284126513101011,0,0.0839868435672512,0,0,0.221765676920199,0,0.101668507086888,0,0,-0.039982572319463,0,0,0.174333607488364,0,0,0,0,0,0,0,0,0,0,0,0,0.0362728895676183,0,0,0.0222701603642237,0.049695257584074,0,0,0,0,0,0,0,0,0,0,0,0.117765837757254,0,0.112017993938601,0,0,0,-0.0760742513059935,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.245338920103809,0,0,0.155965470865676,0.180570092021943,0.0256510363700324,0,0,0,0,0,0,0,0,0,0,0,-0.0906280236852873,0,0,0,0,0,0,0,0,-0.0868594403458213,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0394846635283937,0,0.0523702481957928,0,0,-0.0212359207192843,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.125988773349488,0,0,0,0,0,0,0,0,0,0,0,0,0.148841864517775,0,0.0640442563925512,0,0,-0.00939046121933976,0,0,0,0,0,0.00869663393528657,0,0,0,0,0.0978169067857071,0,0.0371994129237449,0,0,0,0,0,0,0.0814727818563471,0,0,0,0,0,0.0437387973183536,0,0,0,0,-0.0742867293763915,0,0
X300124.SZ,0,0,0.24478280630387,-0.0396824863300425,0.199094497022476,0,0,0,0,0,0,0,0,0.105128343407197,0,0,0.161179369822253,0.0732513900834491,0,0,0.0310122308282053,0,0,0,0.00118307076277765,0.0262050913251257,0.0143985278797482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,-0.148087335709632,0,0,-0.0350413867423587,0,0,0,0,0,0.0950860031752509,0,0,0,0,0.129297358411473,0,0
X300014.SZ,0,0,0.169707507059667,0,0,0,0,0,0,0,0,0,0.0830422980334027,0,0,0,0.0659715040981365,0,0,0.312544762907531,0.191765232461857,0,0,0,0,0.0684287091306929,0,0,0,0,0,0,0.230046016975391,0,0.111055121498163,0,0,-0.0606690721440915,0,-0.060459851263525,0,0,0.133971691122236,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0548794032825574,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.022407420278519,0,0,0.00511786678006547,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0152401054581694,0,0,0,0,0.491369354489559,0,0,0,0,0,0,0,0,0,0,0.0183900110325047,0,0,0,0,0.177812444620537,-0.0179974617406857,0,0,-0.0433285400747846,0,0,0,0.00518153315184347,0.0190128665284584,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0758648132355185,0,0,0,0,0,0.0303017333127852,0,0,0.0475621475347606,0.0782219438800646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330968003559107,0,0,0,0.049078071137986,0,0,0,0.012773002268929,0,0,0,0,0,0,0.0217974632888675,0,0.0336322683910635,0,0,0,0,0.00543344705490451,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0981473377360232,0,0,0,0.161332972267916,0,0,0,0,0,0,0,0.184610628612145,0,0.217872712671043,0,0,0,0,0,0,0,-0.0941080618576944,0,0,0.195108823422106,0,0.064563583580446,0,0,0,-0.0162369734312301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158859816755741,0.0998160299191284,0,0,0,0,0,0
X002371.SZ,0,-0.0145539140411218,0,0,0,0,0,0,-0.132008879876403,0,0,0,0,0.132964053559328,0,0.199555036069437,0.102890644876886,0,0,0.36220625021435,0,0,0,0,0,0,0,0,0,0,0.0281788241399386,0,0,-0.0814793946615504,0,0,0,0.252223973092561,0,0,0,-0.209362388151979,0,0,0,0,0,0,0,0,0,0.13902206211613,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.168856384999352,0,0.0853680472721422,0,0.127718625869289,0,0,0,0,0,0,0,-0.0592349862275601,0.0125282870826118,0,0,0,0,-0.0188481196961219,0,0.0254964027228053,0,0,0.0887121816831779,0,0.0236203261399682,0,0,0,0,0,-0.0129623055995177,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191074102021807,-0.00505606491375972,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0761576083179352,0.221794763366599,0,0,0.137023306601973,0,0,0,-0.0188682461629382,0,0,0,0,0.0201525418729887,0.103579220047151,0,0,0,0,0,0.204311271132871,0,0,0,0,0,0.0335071511816376,0,0,0,0.167678015186077,0,0,0,0.0877430995683159,0,0,0,0,0.0375064344581583,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.550515428064753,0.106863400411347,0.0836923456609577,0,0,0,0,0,0,0,0,0,0,0,0.134686654302816,0,0.017699370630347,0,-0.105486830390245,0,0,0.0760788230935003,0,0,0,0,0,-0.103918266219003,0,0,0,0.07403945894024,0.113584283194485,-0.0621881188280144,0,0,-0.104763885859215,0.402593059535974,0,0,-0.123479719180961,-0.204327068251102,0,0,0,0,0,0
X002241.SZ,0,0,-0.0796307887312575,0.246456008365064,0,0.333513852233879,0,0,0,0,-0.217840953800773,0,-0.0337033515664587,0.141031742143962,0,0,0,-0.132316981123,0,0,0,0,0,0,0,0,0,0,0,-0.243390846102855,0,0,0,0,0,0.0477314604356129,0,0,0,0,0,0,0,0,0,0.0701243330700141,0,0.177273952561697,0,0,0,0,-0.1371425773015,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0.000390593385429336,0,0,0,0,0,0,0.127882368533935,0,0,0,0,0.0627718690200106,0,0,0,0,0,0,0,0,0,0,0,0,0.0604943263412968,0,0,0.42802205997319,0,0,0.0485543610684451,0,0,0,0,0.270824891936225,0.0758518817773555,0,0,0.195761406501762,-0.0253670489755759,0,0,0.111713783192803,0,0.0685462759541675,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0.0165037662883059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0374365500315519,0,0,0,0,0,0,0,0,-0.0341070200495325,0,-0.0285023037375219,0,-0.012878538661899,0.010865042065762,0,0,-0.0372947857867918,0,0.0403990202162872,0,0,0,0,0.0117315700892824,0,0,0,0,0,0.0153835723313769,0.00770331486243237,0,0,0,0,0,0
X002049.SZ,0,0,0,-0.0531470180195897,0,0.0630371198970664,0,0,0,0,-0.0959630675055853,0,0.0543996639068926,0,0,0,0.125206691494135,0.284502349966745,0,0,0.120424649135258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321476240046701,0,0,0,0,0,0,-0.0756907002050123,0,0,0,0.0393204905902046,0,0,-0.0236877435483712,0,0,0,0,0,0,0
X000661.SZ,0,0.112808570084747,0,0,0,0,0,0,0,-0.139534581320848,0,0,0,0.10479019292475,0,0,0,0.123599916696472,0,0.181142338681296,0,0,0.127559986962422,0,-0.228213912960884,0,0,0,0,0,-0.0571615569344849,0,0,0,0,0.167753994433028,0,0,0.020966894453793,0,0.225606089696172,0,0,0,0,0,-0.214998726123103,0,0.111677498262498,0.370629508414196,0,0.138987998007247,-0.14696876069919,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.0709234890672665,0,0,0.126754654711805,0,0,0,0,0,0,0.0676203406367352,-0.0218356134769026,0,0,0,0,0,0,0,0.0276599258318805,0,0,0,0.0436185807542074,-0.0805879360374541,0.13401831853543,0,0.135672919514417,0,0,0,0,0,0,0,0,0,0,0.0140702572498683,0.0969880731875756,0,0,0,0,0,0,0,0,0,0
