,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X000725.SZ,X002371.SZ,X000625.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X000157.SZ,X300014.SZ,X002179.SZ,X600089.SH,X002463.SZ,X600372.SH,X600703.SH,X600741.SH,X002236.SZ,X000977.SZ,X002241.SZ,X600066.SH,X002049.SZ,X002028.SZ,X000921.SZ,X000661.SZ,X600522.SH,X600584.SH,X000800.SZ,X601877.SH,X002129.SZ,X600183.SH,X601799.SH,X600566.SH,X002223.SZ,X002085.SZ,X002007.SZ,X600177.SH,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0581292279058383,0,0,0.188145996330617,0,0,0,0,0,0.0376336982452259,0,0,0,0,0.100511439899495,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255532944969704,0,0,0,0,-0.0538622317729224,0,-0.034140099431842,0.0667665850159505,0,0,0,0.00193926965489927,0.0333559557047119,0,0,-0.0136914563086431,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.515320899215869,0,0,0,0,0,0,0,0,0,0,0.0516931994916064,0,0,0,0,0.0492176228793413,0,0,0,0,0,0,0,0.00835832424619121,0,0,0,-0.00916262147292248,0,0,0,0,0,0,0.00454609623402412,0.0929299641116934,0,-0.0267303582329904,0,0,0,0,0,0,-0.047087480307279,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.140404189692235,0,0,0,0,0,0,0.0140777858104108,0,0,0,0,0,0,0.0422126949753193,0,0,0,-0.0602307719911692,0,0,0,0,0.132007692304853,0,0,0,0.0595926074050184,0,0,0,0,0.0658372240692173,0.0490899484154169,0,0,0,0,0,0,0.0126602491407205,0,0,0,0,-0.00880565254728504,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.167963733681249,0,0,0,0,0,0.0744740651366998,0,0,0,0,0.221512856061393,0,-0.0200697991109011,0,-0.16491912970292,0,0,0,0,0,0,0,0,-0.059788974472992,0,0.173916154096842,0,0,0,0,0,0,0,0,0,0,0,0.039490386910452,0,-0.0074233528735373,0,0,0.0582899760175615,0,-0.0586302756032406,0.00853207928513196,0.018062554888145,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122661635875452,0,0,0.217288202464278,0,0,0,0,0,0,0,0.136587149810852,0,0,0,0,0,0.171790444374785,0.146492850624013,0,0,0,0,0.212640038448258,0,0,-0.114075576471151,0,0,0,0,-0.031553127800966,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.246689174644712,0,0,0,0,0,0,0,0,0,0,0,0.0622409053141909,0,0,0,0.0991635909914445,0,-0.110065501410101,0,0,0,0,0,0,0,0,0,0.182664290786689,0.123697287192833,0,0,0,0,0,0.0430523163819777,0.0270518502260505,0,0,-0.0588741384287157,0,0,0.00137378831901247,0,-0.0317914678179019,0,-0.0408367699066592,0,0,0,0,0
X000568.SZ,0,0.713835802540732,0,0.37724773160761,0,0,0,0,0,-0.000420160985534909,0,0,0,0,0,0,0,0.0165344805585093,0,0,0.0229258575676064,0,0.11290138046745,0,0,-0.163440829182237,0.0573957245433389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653433000612338,0,0,0,0,0,0.0488484819680208,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.146899165582146,0.337720611691472,0.11350351971886,0,0.0842721364850079,0,0,0,0,-0.100754582114473,0,0,0,0.0275052088940858,0,0,0.0710655540370057,0,0,0,0.279477082290719,0,0,0,0,0,0,0,0,0,0,0.0736013749888966,0,0,0,0,-0.179655126266861,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0158409677881195,0,0.0201850147094364,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.129971201420085,0,0,0,0,0,0,0,0,0,0,0,0.290049589716516,0,-0.0316770623427616,0,0,0,0,0,0,0,0,-0.168570443942871,0,0,0.0436018020050677,0,0,0.14458334870141,0,0,0,0,0,-0.0323606671265808,0,0,0.290911560203512,0,-0.0132681146101506,0,0,0.0888990085931777,0,-0.0255368677877635,-0.0923513283995369,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.0371545284871356,0,0,0,0,0.0144617836805999,0,-0.0350022133023288,0,0.083017233113432,0,0,-0.0478724630343109,-0.0820149797089544,0,0.287143679428638,0,0,0,0,0,0,0,0.323992936329882,-0.0443158091126519,0,0,0,0,0,0.0654465439147423,0,0,0.0513275835747249,0.0488615718747913,0.198146467756784,0,0,0,0,0,0,0,0,-0.0299534569007925,-0.287896177745052,0,0,0,0,0
X600104.SH,0,0,0,0.081232015733426,0,0,0.0128635029482875,0,0.115946480999428,0,0,0,0,0.0575981386083931,0,0,0,0,0,0,0,0,0.0255348802820069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353668177544587,0,0,0,0.0516033437581114,0,0,0,0,0.0119876017786495,0,0,0,0,-0.0211836816297479,0.00625275734105914,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0689697238097791,0,0,0,0,0,0,0,0,0,0,0.0717295404996029,0.0844404528713178,0,0,0,0.0649485607878806,0,0,0,0,1.73472347597681e-18,0,0.0121480840138681,0,0,0,0,0,0,0,0,0,0,0,0,0.0212019820514632,0,0,0,0.0173168420462626,0,0,0,0,-0.0109098073530565,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138945675500642,0.0171102705917619,0,0,0,0,0,0.0114908769766431,0,0,0,0,0.238506585245701,0.143482672126999,0,0.122426255358874,0,0.00132457593431879,0,0,0.0262333101090726,0,0,0.0273988525075942,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860900245137351,0,0.234836042885259,0,0,0.197798596622371,0,0,0,0,0,0,0.0136665436160887,0,0,0,0,0,0,0,0,0,0.749523268905255,0,0.0264620646534799,0.224649670863139,0.00486079477848781,0,0,-0.0807788338488036,0,0,0,0,-0.0144987095551633,0.0272199808124423,0,0,0,0,0,0
X300124.SZ,0,0,0,0,-0.0943978573880919,0,0,0.0628502214760038,0,0,0,0,0,-0.0972137955632786,0,0,0,0.0962226353940112,0,0,0,0,0,0,0.199036854726226,0.0421316152783323,0,0,0,0,0,0,0.235022266736564,0,0,0,0,0,0.0180775864646311,0,0,0,0,0,0,0.112798192753602,-0.0196919658833,0.0877957151812906,0,0,0,0,0.0259836944677811,0,0,0,0,0,0
X000338.SZ,0,0,0,0,-0.1675431886863,0,0,0,0,0,0,0,0,0.117880827044161,0,0,0,0,0,0,0,0.323683642906413,0,0,0,0,0,-0.117525897691647,0,0,0,0,0.241889998702674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254352875193028,0,0,0.0595126549982034,0,-0.0163259987730048,0,-0.0213415649320597,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.089777983998524,0,0,0,0,0,0.0200801513830188,0,0,0,0,0.17169219935628,0,0,0,0,0.113781766728227,0,0,0,0,0.00472287002824224,0,0,0,0,0,0.0844078551819529,0,0,0,0.0365994097636052,0,0,0,0.0192792163092843,2.16840434497101e-19,-0.0433253608607292,0,0,-0.0265064742362184,0,0,0,0,-0.00520776599238124,0,0,0,0,0,0,0
X000596.SZ,0,0.194221969236059,0,0.146411244900139,0,0,0.373471072893581,0,0,0,0,0,0,0.0525036741824378,0,0,0,0,0,0.0331016454058886,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168540484418318,0,0.0221483865053554,0,0,0,0,0,0,0.0118074410914236,0,0,0.0932347664112936,-4.33680868994202e-19,0,0,0,0,0,0,0.00576735137725231,0,0,0,0,0
