,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600066.SH,X600271.SH,X000568.SZ,X002292.SZ,X000100.SZ,X002241.SZ,X002236.SZ,X600118.SH,X600031.SH,X600372.SH,X000559.SZ,X600177.SH,X002456.SZ,X002074.SZ,X002506.SZ,X000338.SZ,X002475.SZ,X300003.SZ,X002180.SZ,X002426.SZ,X000157.SZ,X002007.SZ,X300124.SZ,X002085.SZ,X000050.SZ,X600522.SH,X000981.SZ,X002294.SZ,X600867.SH,X002508.SZ,X600089.SH,X000869.SZ,X002249.SZ,X601877.SH,X600498.SH,X002465.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.130798810897904,0.0170955759652592,0,0,0,0,0,0,0.281249913616966,0,0,0,0,0,0,0,0,0.251282316103813,0,0,0,0,0,-0.194087328135867,0,0,0,0,0,0,0,0,0,0.298829672513558,0.013511536592228,0,-0.0374189768720293,0,0,0,-0.0134054477407472,0,0,0,0,0,0,0,0,0.0347215787382203,0,0,0,0,0,0,0
X600104.SH,0.0420130500498008,0,0.0157663921901765,0,0,0.045187768330081,0,0.115803319988824,0,0.189827056627493,0,0,0,0,0.0209114849588507,-0.0900039229417582,0,0,0,0,0,0.0173224929379263,0,0,0,0,-0.0119733775956929,0,0,0,0,-0.000174735955980471,0,0,0,0,0.0392674679749538,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00411744374206327,0.0701870443592515,0,0,0,0,0,0
X002415.SZ,0,0,0,0.00456638269512153,0,0,0,0,0,0.0559352866175371,0,0,0,0,0,0.103098501286889,0,0,0.0227054664250359,0,0,0,0,0,0,0.075308391999253,0,0,0.0434884748244155,0,0,0,0,0.0884645501150993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396891553030617,0,0.0220905496389117,0.043362647723574,0,0,0,0,0,0
X000858.SZ,0.0179459501204848,0,0,0,0.33210790994972,0,0,0,0,0.312531647753391,0,0,0,0,0.218932374043873,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051892239234365,0,0,0,0,0,0,0.00970349207299031,0,0,0,0,0,0,0
X002304.SZ,0.173548997666997,0,0,0.629568475580122,0,0,0,0,0,0,0,0,0,-0.0115561042735299,0,0,0,0,-0.00378891899483578,0,0,0,0,0,0,0,0,0,0,0.0702043576634306,-0.0528887641675197,-0.0167628142335949,0,0,0,0,-0.0496850868552253,0,0,0,0,0,0,0,0,0,0,0,0.0344243868868128,0,0.0456635546510804,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0308154749695932,0,0.15239807964323,0,0,0.123034889486265,0,0.0346052059811197,0,0,0,0,0,0,0.0293389188367941,0,0,0.0470764367544012,0.0417620977724678,0,0,0,0,-0.0125039847940235,0,0,0,0,0,0,-0.0412899809092404,-0.0350178361008128,0,0,0,0,0,0,0,0.288633722330053,0,0,0,-0.00655440517301161,0,0.0126174154360775,0,0,0.0130919257743721,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.111647240368827,0,0,0,0,0.00485289521363326,0.225512580364025,0.0678852222661538,0,0.0270791981268344,0.107238758438968,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0.0424175818820094,0,0.0238617600425179,0,0,0,0,0,0,0,0,0.0737537797304329,0.0574451560753547,0,-0.0312249585287371,0,0,0,0,0,0,0
X000625.SZ,0,0.29549629113501,0,0.0114382563598111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139987937304486,0.0546214263550875,0,0,-0.112515416146698,0,0,0,0,0.0391175723012238,0,0,0,0,0,0,0.0188444116978317,0,0,0,0,0,0,0,0,0,0,0,0.128076115470617,0,0,0,0,-0.0489509908639154,0.109555116192735,0,0,0,0,0,0
X000063.SZ,0,0,0,0.137602412854044,0,0,0,0.0458994298055213,0,0.108244359257053,0,0,0,0,0,0.089723467007371,0,0.0565136542816654,0,0,0,0,0.0490508543821836,0,0.070418483162104,0,0,0,0,0,0,0,0,0.0547179130175381,0,0,0,0,0.0646590909246579,0,0,0.0544874905853699,0,0,0,0,0,0,0.0361088542132723,0,-0.00782477424304278,0.00448753853774109,0,0,0,0,0,0
X600690.SH,0,0,0.00519172451419273,0.151651840810673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771980628293717,0,0,0,0,0,0,0,0.0471645092182576,0,0,0.0123260929713581,0,0,0.116713327832344,0,0,0,0,0.0799620265223783,0,0.0804056269279261,0,0,0,0,0,0,0.0166988576119519,0,0,0,0,0,0,0
