,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X000625.SZ,X600741.SH,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X601877.SH,X300124.SZ,X600089.SH,X600177.SH,X002508.SZ,X002008.SZ,X300136.SZ,X002085.SZ,X600487.SH,X300003.SZ,X000157.SZ,X600271.SH,X600809.SH,X600522.SH,X000050.SZ,X002294.SZ,X600118.SH,X002074.SZ,X600699.SH,X300115.SZ,X600867.SH,X000981.SZ,X000559.SZ,X600372.SH,X600566.SH,X000066.SZ,X002179.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0475529995162013,0.0792236104209041,0,0,0,0,0,0,0.330307276209514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428298421047399,-0.00863826997770404,0,0,0,0.150979661989433,0,0,0,0,-0.137994013129376,0,0,0,0,0,0,0,0,0,0,0,2.71436267866953e-06,-0.00109587995743788,0,0,0,0,0,0
X600104.SH,0,0,-0.0229380727827197,0.206674927784634,0,0,-0.0860172090207629,0,0,0,0,0,0,0.138507988484855,0.436347024613351,0,1.73472347597681e-18,0,0,0,0,0,0.0454158146984534,0,0,0,0,0,-0.0622398167838471,0,0,0.174353861971815,0,0,0,0,-0.0188687333278366,0,0,0,0,-0.0779408996999508,0,0,-0.0241632338556786,0,0,-0.14244522695831,0,-0.062834038499088,0,0.0267054062027476,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0971567540607895,0,0,0,0,0.088835366531311,0,0.215838813762541,0.114024540823922,0,0.164701243785416,0.0479103665804671,0,0,0,0,0,0,0,0,0,0,0.164446758177811,0.0453484265175869,0,0,0,0,0,0,0,0,0,0,0,0,-0.0755879034010162,0,0,0,0,0,0,-0.0503569555926463,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.10701645461058,0,0,0.153347652598167,0,0.0618018622741638,0,0,0.0576224355542465,0,0,0.116712074458479,0.03512110189387,0,0,0,0,0,0,0,0,0,0,0,0,0.0726406178666617,0,0,0,0,0,0,0,-0.0602670458651242,0,0,0,0,0,0,0,0,0,0,0,0.152235006262146,0,0,0,0,-0.00878650779250742,-0.00507766753427452,0,0,0,0,0,0
X000858.SZ,0,0,0,0.192143563707796,0,0,0,0,0,0.0243444584200906,0,0.531247977469832,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820552018533074,0,0,0,0,0,0.0347979584450379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00819488889439174,0.00815574192993659,0,0,0,0,0,0
X600276.SH,0,0.0336010257962367,0.0689431571561017,0,0.0611498025943378,0,0,0,-0.0695698984525383,0,0,0,0.0204506762659542,0,0.0975710515873637,0,0,-0.0187590068025174,-0.0227762512654643,0,0,0,0,0,0,0,-0.0646340445116734,0,0,0,0,0.206778062006401,0,0,0,0,0,0,-0.0902687902981497,0,0,0,0,0,0,-0.0443900232471112,0,-0.0406985965583994,0,0.118724366120305,0,0.0227195364209283,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0242893479229032,0,0,0,0,0,0.128096511531178,0,0,0,0,0,0,0,0,0,0,0.0517181189978634,0,0,0,0,0.311799302114483,0,0,0,0,0.316144269107981,0,0,0,0.507149818346416,0,0,0.176965541696395,0,0,-0.0504589047880057,0,0,0,0,0,0,0,0,0.0445945054425289,0,0,-0.000179392947914664,0,0,0,0,0,0,0
X002304.SZ,0,0.129792553219474,0,0,0.171187272971765,0,0,0,0,0,0,0.181143805271171,0,0,0.0841829099494339,0,0,0,0,0,0.0102074183526707,-0.0764445542048302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0016160060326864,0,0,0,0,0,0,0.21660418004761,0,0,0,0,0,0,0,0.0177519075954318,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.241783101073749,0,0.113754417032929,0,0.0589828590841634,0,0,0.0951797954360901,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0817384219603283,0,0,0.0908336924677279,0.0837347080497395,0,0,0,0,0,0,0,0,0,0,-0.0609333782095243,0,0.0865275493585177,0.113478895028719,0,0,0,0,0,-0.0348693331802204,-8.67361737988404e-19,0,0,0,-0.197000464143462,0,0
X600690.SH,0,0.104303447563742,0.0375334595849485,0.274709972701326,0,0,0,0,0,0,0.0238535645491274,0,0.139152043345655,0.272842819208946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161400694555752,0,0.0622270884262059,0,0,0,0,0,0,0,0,0,-0.0447083271312613,0,-1.73472347597681e-18,0,0,0,0,0.0915713545987055,-0.0750278016497094,0,0,0,0.0276742558664017,-0.0105192420438419,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.143601043868435,0,0,0,0.0591433513280654,0,0.483985333508248,0,0.242237203291693,0.355234895736229,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140962148814782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0464974737397472,0,0,0,0.0328797643150569,0,0,0,0,0,0,0
X000568.SZ,0,0,0.0309267888103561,0,0.469110095900795,0,0.0354521850039188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00290679527451042,0,0,0,0.115321374473664,0,0,0,0,0,0,0,0,0,-0.0857262087876145,0,0,0,0,0,0,0,0,0.12013243929872,0,0.00713790216389916,-0.0440120871204656,0,0,0,0,0,0
X002236.SZ,0,0,0.189044837915796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221550736816866,0,0,0,0,0,-0.406356819080023,0,0,0.0471735403962227,0.218983980128792,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.312715536605161,0,0,0,0,0.0454348374553388,0,0.0501888464616088,0.0491805399204398,0,0.00918815736204081,-0.0421124392760418,0,0,0,0,0,0
