,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002292.SZ,X600271.SH,X000100.SZ,X002506.SZ,X002241.SZ,X600118.SH,X600031.SH,X600066.SH,X000559.SZ,X600372.SH,X600741.SH,X002236.SZ,X000157.SZ,X002475.SZ,X000338.SZ,X002049.SZ,X600089.SH,X000568.SZ,X002465.SZ,X600177.SH,X300124.SZ,X600498.SH,X601877.SH,X002294.SZ,X002456.SZ,X000869.SZ,X300003.SZ,X002129.SZ,X600867.SH,X002085.SZ,X002074.SZ,X002426.SZ,X000547.SZ,X300146.SZ,X000977.SZ,X600582.SH,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.0277064694778768,0,0,0,0,0,0,0.0214904695242275,0.111432875908394,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.114702916134464,0,0,0,0,0,0,0,0,0,0.00160043462742605,0,0,0,0,0,0,0,0,0.00813329600799496,0.00583569651759184,0,0,0,0,0,0
X600104.SH,0,0,0,0.10958730656197,0,0,0,0,0.0170983408817714,0,0,0,0,0,0,0,0.150723720720505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0554382410262552,0,0.0531002245165983,0,0,0,0,0,0.0269139396500902,0.00622222759362674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.057075468730026,0,0,0,0,0,0.0731035738587837,0,0.0928044239353983,0,0,0,0,0,0,0,0,0,0,0.32228619151804,0,0,0.0523950468660967,0.0818747725681706,0,0,0,0.028627112993754,0,0,0,0.0278908473118653,0,0,0,0,0,0,0,0.0677125905406556,0,0,-0.0323470713688508,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0286177179886114,0,0,0,0,0,0,0,0.355713223038069,0,0,0,0,0,0,0,0,0.0481075634743704,0,0,0,0,0,0.272262564101639,0,0.125136004342766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577048632016622,0,0.0346316176709694,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0115495683162674,0,0,0.00280413289913186,0.0701660447354436,0,0,0,0.0109581687015934,0,0,0,0,0,0,0,0,0,0,0.108598502034335,0,0,0,0,0.0567148280188097,0,0,0,0,0,0.0349057158246641,0,0,0,0,0,0.219000986125555,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.125178493736225,0,0,0.025690003306295,0,0.124603522825425,0,0.208689351869004,0,0,0,0,0,0,0,0,0,0,0.10656989096261,0,0,0.0114986582988453,0,0,0,0.173696854575057,0,0,0,0,0.0388108110335021,-0.0275703525394953,0.0102457660174431,-0.124043294421356,0,0,0,0,-0.00446110450256405,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0299495349451307,0,0,0,0,0,0,0.142788407649318,0,0,0,0,0,-0.0213989718563418,0,0,0,0,0,0,0,0,0,0,0,-0.0349972782332329,0,0.183974338528373,0,0.0790209953518245,0,0.0228582646706346,0,0,0,0,0,0,0.164223821077254,0,0,0,0.0581318561632052,0,-0.0502137842061267,0,0,0,0.0165813349358222,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.121727461603354,0,0,0,0,0,0.00979647197995889,0,0,0,0,0,0,0,0,0,0,0.0895424533441175,0,0,0,0,0,0,-0.0530156330310433,0,0,-0.0910637710221112,0,0,0,0,0,0,0,0,0,0,0,-0.138769935556091,0,0.144962987552628,0,0.0439899035419597,-8.67361737988404e-19,0.0288143231602244,0,-0.0232979545446702,0.00260793153949763,0,0,0,0,0,0
X000625.SZ,0,0,0,0.194571407319913,0,0,0,0,0,0,0,0,0,0,0,0.0130245611887837,0,0,0,0,0.230092269496289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750921351358471,0,0,0,0,0.0776203805698148,0,0,0,0.0398824502728691,0,0.153524240531424,0,0,-0.00269771174985825,0,0,0,0,0,0
X000063.SZ,0,0,0,0.00510998131952103,0,0,0,0,0.112898691615435,0,0,0,0,0,0,0,0.0692979965799804,0,0,0,0.0143713587309493,0,0,0,0,0,0,0,0,0,0,0.091208090523888,0.175557347293483,0,0,0,0,0,0,0,0.0766751780724284,0,0,0.0783214791654225,0.0135571014782685,0,0,0.107600406542377,0.0536159635902018,0,0.00242675153433767,0,0,0,0,0,0,0
