,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600066.SH,X002241.SZ,X600271.SH,X000100.SZ,X000568.SZ,X600031.SH,X600118.SH,X002506.SZ,X002292.SZ,X002074.SZ,X002236.SZ,X000559.SZ,X002475.SZ,X600177.SH,X000157.SZ,X600372.SH,X300003.SZ,X000338.SZ,X300124.SZ,X002426.SZ,X002085.SZ,X002456.SZ,X002249.SZ,X000050.SZ,X600699.SH,X002007.SZ,X002294.SZ,X600867.SH,X600089.SH,X000869.SZ,X002465.SZ,X002508.SZ,X002179.SZ,X002049.SZ,X002180.SZ,X601877.SH,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.169957758267483,0,0.0342616685566491,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107239534051772,0,0.0266331554953215,0,0,0.119751937621546,0,0,-0.0446394250902702,0,0,0,-0.14073913234695,0,0,0,0.0248903784779748,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.0171995694028776,0.196898041213134,0,0,0,0,0.000942495770296572,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.140003683724325,0,0.101245779005505,0,0.0582327329011269,0,0,0,0,0,0,0,0,-0.00452640254482166,0,0,0.0333686803016563,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,-0.00595083506013566,0.0129876669291513,0.104213615115626,0,-0.036408116322552,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.137416814458569,0,0,0,0,0,0,0,0,0,0.00892745664644143,0.0419921386635376,0.0481067444273082,0,0,0,0,0,0,0,0,0,0,-0.0169036857786566,0.027661310802012,0.0872635010239604,0.00256008189290372,0,0,0,0,0,0,0,0,0,0.110580705532808,0,0,0,0,0.0186557744374944,0,0,0,0,0,0,0
X000858.SZ,0.214172297677054,0,0,0,0.199664117131242,0,0,0,0,0,0,0,0,0.0532721525477184,0.0714979258577703,0,0,0,0,0.0475095438116516,0,-0.0718169309105623,0,0,0,0,0,0,0,0,0,0.082887013437182,0,-0.00943675626486553,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0644240676114517,0,0.172951497355825,0,0.0132862461970475,0,0,0,0,0,0,0
X002304.SZ,0.159760396180768,0,0,0.154924317044046,0,0,0,0,0,0,0,0,0,0,0,0,0.26483734030978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0490145137696577,0.157765711194227,0,0,0,0,0,-0.101132483749413,0.0481217541585142,0.125727854766954,0,0,0.168256720014851,0,0.0349879068706883,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0469233150729287,0,0,0,0.129950504004578,0,0.0437987162485054,0,0,0,-0.0424393954756968,0,0,0.0998762353926009,0,0,0,0,0,0,0,0,0,0,-0.0516761509182747,0.0331873855983584,0,-0.0427685277030388,0,0,0,0,0,0,0,0,0,0.116700764340661,-0.0495439499682997,0,0.0178113681218519,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0639282448409957,0,0,0.00109815072207497,0,0.150240390447701,0,0.00573910564423611,0,0,0.107793341477941,0,0,0.161742382133694,0,0,0,0,0,0,0,0,0,0.0704282723039866,0,0.0369406785655389,0,0.00532582397058399,0,0,0,0,0.0136587192926231,0,0,0.00440895063761566,0,0,0,0,0.00323031741704121,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0152115964595309,0,0,0,0,0.0877454305381341,0,0,0,0,0.0281448913901874,0,0,0,0,0,0.152536813559807,0,0,0,0,0.0450679482880863,0,0,-0.0526238663913417,0,0,-0.245344679877262,0.128254398710553,0,0,0,0.0966419066144095,0,0,0,0,0,0,0,0,0,0.0802810512989216,0,0,0.107006189205494,0,0.0397186498043172,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.315990237360379,0,0,0,0.0603937828377307,0,0.102351360159489,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.0644603536244249,0,0,0,0.0576695419167656,0,0,0,0,0,0,0,0,0,0.119627093996682,0,0,0.0174414165158024,0,-0.00739263666748054,0,0,0,0,0,0,0
X600690.SH,0,0,0.0943785409010852,0,0,0,0,0,0,0,0,0,0,0.00662008398075756,0,0,-0.0624747358886755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731834858380416,0,0,0,0,0.150349073119018,0,0,0.0403673740135264,0.130773620661914,0.0197323639436007,0.0190527869506646,0,0.0810918658333313,0,0,-0.00541392503343938,0,0,0,0,0,0
