,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X600031.SH,X000568.SZ,X000651.SZ,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X600703.SH,X003816.SZ,X000338.SZ,X002241.SZ,X000596.SZ,X000100.SZ,X000625.SZ,X600741.SH,X002371.SZ,X002129.SZ,X002007.SZ,X000157.SZ,X002049.SZ,X002179.SZ,X601877.SH,X002414.SZ,X600584.SH,X002236.SZ,X000799.SZ,X600183.SH,X000066.SZ,X300142.SZ,X601799.SH,X002074.SZ,X300003.SZ,X002008.SZ,X000800.SZ,X600779.SH,X000547.SZ,X600118.SH,X600372.SH,X000977.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.523885637754737,0,-0.143307028121585,0,0,0,0,0,-0.029978259632303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0489109199807551,-0.0863599045405204,0,0,0.0992689262939298,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384120208861029,0,0,0,0,0,0,0,0,0.0135434253375581,0.0119727871805887,0,0,0,-0.0014788985865749,0,0
X000858.SZ,0.114238482675473,0,0,0,0,0,0.197937850262983,0,0.226624858010429,0.0427449471440024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0887517005790445,0,0,0,0,0.0105787411299306,0,0,0,0,0,0.0558827145826376,0.0163101599055254,0,0.0243951779483044,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372833962484008,0,0,0,-0.00547163828141612,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0282591292235567,0,0,-0.0567106423974192,0,0,0,0,0,0,0,0,0,0,0,0.0243775505292136,0,0,0.233733059489043,0.0318248501921097,0,0.0084789545177182,0,0.039519111958881,1.35525271560688e-20,0,0,0,0,0,0.00583548554859062,0.0308124921402919,0,0,0.0632797827260583,0,0,0,0,0,0,0,0,-0.00677801038884038,0,0,0,0,-0.00391317842933038,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0157278121500742,0,0.0215157464292085,-0.00126831117881274,0,0,0,0,0,-0.0832931890934239,0.0356313726730434,0,0,0,0.0199694266673806,0,0.0949010466687139,0,-0.122108442568798,0,0.021843204480756,0,0,0,0.139501172314041,0.206017297002303,0,0,0,0,0,-0.209248335124345,0,0,0,0.0249819412759619,0,0,0,0,0,0.0273383152055942,-0.00696065924160029,0,0,0,-0.00694260593639781,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227136279303099,0.0264628662966266,0,0,0.467945297747474,0,0,0,-0.0235546479262999,0,0,0,0,-0.0902926148267798,-0.0530480459482013,0,0,0,0,0,0.0312835064857903,0,0,0.165526241141089,0,0,0,0,0,0,0,0,0,0,0,0,-0.000613368473359783,0,0,0,0.00733602634243255,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282757391324602,0,0,0,0,0,0,0,0,-0.0906247245533404,0,0.322065548922659,0,0,0,0,0.0897943528228525,0,0,-0.15373595451602,0,0,0,0,0.0448060982977774,0,0,0,0.0159463085927331,0,0
X000568.SZ,0,0,0,0,0,0.00883788076564522,0,0,0.422367708437422,0.244050663434925,0,0,0,0,0,0,0,0.00853238838692974,0,0,0,0,0,-0.00926405199263916,0,0,0,0,0,0,0,0,0,0,0,0.0864397700335824,0,-0.0205472048621302,0,0,0,0,0,0,0.0830662762107879,0,0,0,0,0,0,0,-0.0213394783551358,0,0,0,-0.00269846686201058,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.11428479377542,0.127604182545052,0,-0.00287670360587306,-0.0116593881122403,0,0,0,0,0,-0.0978517548895194,0,0,0,0,0.0113155453807534,0.00428722551507069,0,0.215778457868211,0,0,0,0,0,0,0,0,0,0,0,0.140254218395636,0,0.00165426804297102,0,0,0,0,0,0,0,0,0.0157055105853429,0,0,0,0,-0.0220933566342688,0,0
X600809.SH,0,0,0,0,0,0,0.0691845024628705,0,0,0.125814591953653,0.321672898225796,0,0,0,0,0,0,0,0,0,0,0.116158403374001,0,-0.0810390784774962,0,-0.0846213105210519,0,0,0,0,0,0,0,0,0,0,0,-0.0552891456198601,0,0.0685949951553409,0.0807029834682851,0.0301003873882236,0,0,0,-0.123583773894049,0,0,0,0.320620736239508,0,-0.0193375172957174,0,0,0,0,0.0166841776041163,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.361401053517,0,0,-0.00273325861019435,0,0,0,0,0,0,0,0,0,0,0,-0.0657589529987189,0,0,0,0,0,0,0.037596377731022,0,0,0,0,0.172093674147398,0,0,0,0,0,0.047816297836189,0,0,0.122797436328814,0,0,0,0,0,0,0,-0.0349473798475419,0,0,0,0,0,0
X600690.SH,0,0,0,0.0523207431760329,0,0,0,0.203573719691452,0.329194110654084,-0.184667369983732,0,0.139704286137575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0496845029492,0,0.0498385790475621,0,0,0,0.0236839819070502,0,0,0,0,0.0117333431254924,0,0,0.0290483190174213,0,0,0,-0.00646690349774421,0,0
X600104.SH,0,0,0,0,0.147928246268468,0.0132183289785493,0,0,0,0,0,0,0,0,0,0.0230661541358873,0,0,0,0,0,0,0,0.167320116798333,0.341514350634843,0,0,0,0,0.0309231973109575,0,0,0,0,0,0,0,0,0.0834850633538245,0,0.0992502500284586,0,0.0496076757135326,0.117198176374661,-0.0919983577162995,0,0,0,0,0,0,0.000652523387998748,0,0,0,0,-0.0297857741299993,0,0
X000725.SZ,0,0,0,0,0.0325750423816166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325372909785053,0.0932578341286528,0,0,0,0,0,0.0849408037659573,0,0,0,0.0992615458563374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207138555091204,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.0160994518726883,0,0,0,0,0,-0.0229416051132127,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.105142033126588,0.11805249975739,0.141473848963351,0.0213471769208361,0,0,-0.133505811254044,0,0,0,0,0,0,0.19520537335711,0.12930885099938,0,0,0,0,0.189089006923042,0.183833694482397,0,0,0,0,0,-0.0441241448929652,0,0,0,0,0.0326456294469107,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.187336412595667,0.00390826762330851,-0.0436130147185644,0,0,0,0,0,0,0,0.0458050846991884,0,0.12101533683388,0,0,0,0.0204000012896064,0,0.348397077594688,0,0,0,0,0.0984656846389045,0,0,0,-0.208574941811256,0,-0.0170303453430019,2.16840434497101e-19,0,0,0,0.00476904683277189,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0147371976911439,0.0796638680095964,0,0.278191200095406,0,0,0,0,0,0,0,0,0.129934579433608,0,0,0.102910213571857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123290262274108,0,0,0,0,0,0,0,0,0,0,0.0305212141028074,0,0,0,0,-0.0178558465540937,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0450038701871409,0,0,0.0166656893074244,0,0,0.0117623877185871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00659117517370651,0,0,0,0,0.083598787570476,0.025640654526914,0,0,0,0.0405693290071781,0,0,0,0,0,0,-0.033652862468895,0,-1.0842021724855e-19,-0.0149356929905563,0,0,0,0.0202348801902465,0,0
X600703.SH,0,0,0,0,0,0.0792292939787538,0,0,0,0.00836865285755853,0,0,0,-0.0732175125444785,0,0,0.11450351941379,0,0,0.0343091435448836,-0.154954100962147,0,0,0,0,0.299557010960943,0,0,0,0,0,0,0,0.0846499010203011,0,0,0,0.0141806934217907,-0.0204061639121434,0,0.180173890525071,0,0,0,0,-0.184971160146567,0,0,0,0,0,0.0457304377770814,0,0,0,0,-0.0145865309632466,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529572039151654,0,0.0566290087562552,0.0215942558746702,0,0,-0.0120447137453582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293504736676027,0,0,0,0,0,0,0,0,0,0,-0.00136297615391316,0,0,0,0,-0.00168989775038936,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0784301414066028,0,0,0.186258445333536,-0.0263411011416574,0,0,0.179094961460768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0492814912111128,0,0,0,0.110069373566828,0.188316315047022,-0.0154201909955392,-0.0724062859484675,0,0,0,0,0,0.0331862376566028,0,-0.0340064064671179,0,0,0,0,0,0.00524826933540838,0.00228346890116991,0,0,0,0.00122429784688191,0,0
X002241.SZ,0,0,0,0,0.498056639266547,0,0,0,-0.078650668301674,0,0,0,0,0,-0.102544221785931,0,0,-0.00443213910544268,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0641382759824604,0,0,0,0,0,0,0,0,0,-0.0268733515713584,0,0,0,0,0,0,0,0.142301360003918,0,0,0,0,0,0,0.0196987235340474,0.010210494964894,0,0,0,-0.00685589724147275,0,0
X000596.SZ,0,0,0,0,0,0,0.0778723673571681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.232279292853236,0.0372844718526754,0,0.0344528724756885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284926235213905,0,0,0,0,0,0,-0.0248268769935654,-0.0362998736832024,0,0,0,0.0255140672302946,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,-0.121796615780052,0,0,0.656445207478276,0,0.128851345701258,0,0,0,0,0,-0.134605170440094,0,0,0,0,0,0.0717034428459756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678077072939962,0,0,0,0.0974382510270861,0,0,0,0,0.0787085461263039,0,0,0.0188398744755013,0,0,0,-0.00689396925511358,0,0
X000625.SZ,0,0,0,-0.837567553474365,0,0,0,0,0,0,0,0,0,0,0,0.183182068344901,0,0,0,0,0,-0.106185776558436,0.10374789655493,0,0,0,0,-0.023471164070315,0,0,0,0,0,0.150288802489256,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043729755027883,0,0,0,0.0242074830844823,0.0246182406621899,0,0,0,-0.00187280779270955,0,0
