,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X600031.SH,X600690.SH,X000100.SZ,X600276.SH,X600703.SH,X600118.SH,X600372.SH,X600271.SH,X000157.SZ,X002129.SZ,X000559.SZ,X000338.SZ,X600839.SH,X002241.SZ,X600089.SH,X600741.SH,X600177.SH,X600582.SH,X600066.SH,X002292.SZ,X002456.SZ,X600060.SH,X002236.SZ,X300124.SZ,X002475.SZ,X600198.SH,X300003.SZ,X000800.SZ,X002465.SZ,X601877.SH,X600435.SH,X600166.SH,X002223.SZ,X000568.SZ,X002008.SZ,X300146.SZ,X000977.SZ,X000581.SZ,X000727.SZ,X000623.SZ,X002276.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0.00615132399400011,0,0,0,0.0898689453875489,-8.67361737988404e-19,0,0,0,0,0.0564059424604049,0,0,0,0.0950843229574174,0,0,0,0.0333377437079852,0,0,0,0,0,0,0,0,0,0,0,0,0.126694964099675,0,0,0,0,0,0,0.0194099722845609,0,0.0139245772100259,0.0246368453372726,0,0,0,0,0,0
X600104.SH,0.0449191875476274,0,0,0,0,0,0,0,0.0153422181908781,0,0,0,0,0,0,0.0638307653991276,0.00680130792296114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221731352418678,0,0,-0.0125755472113982,0,0.0252250636332275,0,0,0,0,0,0.279480473923247,0,0.0744814410335053,0,0,0,0.122496742345191,0,0,0.00138333982653885,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.064855345925626,0,0,0,0.121290040978673,0.119110323942522,0,0,0,0,0,0,0.106424740504824,0,0.0249881394761212,0,0,0.171470477808031,0,0,0,0,0,0,0,0,0.039700796602894,0,0,0.126457618464686,0,0,0,0,0.00839500108319305,0,0,0,0.132159061265596,0,0.000410635837309107,0,-0.00543535758523537,-0.0140114087253141,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.109125997838646,0,0,0.0157741864264207,0.00104604786830957,0,0,0.0497117354936629,0,0,0,0,0.00838511813309569,0,0,0,0.0773064876133732,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.040705855842372,0,0,0,0,0,0,0,0,0,0,0,0.0216661099053857,0,0,0.0139674311284677,0,0,0,0,0,0,0.0095882298812061,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016610260845218,0,0,0,0,0,0,0,0,0,0.0141426505948889,0,0,0,0,0.378509244678687,0,0,0,0,0,0.121027212321409,0,0,0,0.0395202004424071,0,0,0,0.00541495182894081,0,0,0,0.106841183275185,0,-0.0198334636783148,-0.00731495215971793,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0115706933870144,0,0,0,0,0.076207850497457,0,0,0,0,0,0,0.0543219005664437,0.0215475486196406,0,0,0.108423279334702,0,0,0,0,0,0.0521755915238303,0,0,0,0,0,0,0.0920752887360235,0,0,0,0,0,0,0,0,0.298161350926319,0,0.00324235796052482,0,0,0,0.00683735058468346,0,0,0,-0.002470212059918,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052056630553664,0,0.112351093144999,0,0,0,0.013016452811488,0,0,0,0,0,0,0,0,0,0,0.0115795896485734,0.0227247552054786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137686304440264,0,0.0174088547752897,0.0337555964180227,0,0,0.00229537179001714,0,0,0,0,0,0,0
X000063.SZ,0.107020233559127,0,0,0,0.0828711920120677,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.15781301744268,0,0,0,0.0595515314227104,0,0.0267127532143044,0,0.2514884786222,0,0,0,0,0.0225960197712641,0,0,0,0,0,0,0,0,0,0,0,0.0188126477466057,0,0,0.0930035208844782,0,0,0,0,0,-0.00912831037199426,0,0,0,0,0,0,0
X000625.SZ,0.0139765492710139,0,0,0,0.122396054977699,0,0,0,0,0,0,0,0,0,0,0.0284445082586118,0,0,0,0,0,0,0,0,0.0759978867754114,0,0,0,0,0,0.0459932053853015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000598618616252081,0.0513359644774004,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.00758244446480594,0,0,0,0,0,0,0,0,0.206036051991574,0,0,0,0,0,0,0,0.158665555281886,0,0,0,0,0,0,0,0,0,0,0.00427646007857799,0,0,0,0,0.0248814952727265,0,0,0,0,0.26091442305857,0,0,0.00889633078019843,0,0,0,-0.0090014914170724,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0319311640856437,0,0,0,0,0,0,0,0,0,0,0,0.0415211849782321,0,0.0856248048393602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657653493836103,0.0644578532510047,0,0,0.097556050967254,0,0.0063813256437831,0.00828135947076293,0,0,0,0,0,0
X000100.SZ,0,0,0.0247175917882663,0,0,0,0,0.154727977721919,0,0,0,0,0,0,0,0.132920813372085,0,0.0862946180669517,0,0,0,0.134312346844468,0,0.0901845265976202,0.0101030138494306,0,0,0,0,0,0,0,0,0,0,0,0.0715861029958696,0,0,0,0,0,0,0,0,0.0031451017828319,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.228307363569579,0,0,0,0,0,0,0,0,0,0,0.0227307901399204,0,0,0,0,0,0.061805144598214,0.108424317991288,0,0,0.0223268636544697,0.0833522098579006,0,0,0,0.0720302800266563,0,0,0,0,0,0.0214898809158618,0,0,0,0,0,0,0,0,0,0,0,0,0.0371170324698711,0,-0.00108756266330358,0.02169133974583,0,0,0,0,0,0
X600703.SH,0,0,0,-0.0714580817420242,0,0,0,0,0,0.230333211379534,0,0,0,0,0.0895541362912357,0,0,0.0431009639616917,0,0,0,0.191800942181311,0,0,0,0,0.134115390675692,0,0,-0.0348490788048187,0,-0.125813574390779,0,0,0.0191846348579744,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.00367364014510068,0,0,0,0,0,0,0
X600118.SH,0,0,0.220784789077312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385914984205722,0,0,0,0,0.0686401634174402,0,0,-0.0726812383533228,0,0,0.148156782724128,0,0.0498934824919178,0.028822403653083,0,0.193908001087654,0,0.310961774763342,0.0492079120112536,0,0,0,0,0,0,0,0,0,0,0.000979290037471746,0,0,0,0,0,0,0
X600372.SH,0,0.37815833294789,0.067243935282243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421782123215142,0,0,0,0,0.0638392049427571,0,0.042427385570517,0,0,0,0,0,0,0,0.108430283154308,0,0,0,0,0,0.0731230499960714,0,0.189290534137249,0,-0.040560430368293,0,0,0.0360038230569302,0,0,0,0,0,0,-0.0116859300427149,-0.00498414752847712,0,0,0,0,0,0
X600271.SH,0,0,-0.0119889828526943,0.154636842996428,0.0337124319832705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205236156177979,0,0,0,0,0,0,0,0,0,0,0,0.214444059520348,0,0,0,0,-0.113554663732721,0.0439499512243799,0,0.0268150462345294,0,0,0,0,0,0.0375811657665344,0,0,0,-1.73472347597681e-18,0,-0.029796555310433,-0.0207954940818123,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.368078576904874,0,0,0,0,0,0,0,0,0,0,0,0.0443563064225376,0,0.190034404109137,0,0,0,0,0,0.0835604718721605,0.0654973865113864,0,0,0,0,0,0,0,0.0178759066165185,0,0,0,0,0,0,0,0,0,0,0,0,0.00296567211640192,0.0236401148153275,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129730034505569,0,0,0,0,0,0.291394308451195,0,0,0,0,0,0.194284924649813,0.11962974953593,0,0,0,0,0,0,0,0,0,0,0.0691173686330438,0.079456275513119,0,0,0,0,0,0,-0.00224866485844283,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184686481071234,0,0,0,0,0,0,0,0,0.0522560876465953,0,0,0.0703219778494815,0.0737230626605669,0.0242278776414577,0.0605632347795095,0,0.0686308971072256,0,0,0.0713684327338987,0,0,0,0,0,0,0.0256072925088505,0.126242547051776,0,0.00135000813929912,0,0.182686706374716,0,0.0161268961720521,0.019675507451539,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0546351650355373,0,0,0,0.0271433281248622,0,0,0,0,0,0,0.0169209236327234,0,0.124165502062076,0,0.0519840062545639,0,0,0,0.0861295815291501,0,0,0.00937219041404483,0,0,0,0,0,0,0,0.0335525512774276,0,0,0,0,0,0,0,0.0913861826586169,0,0,0.0308327573515614,0,0,0,0.0257910726649212,0,0.00126856657677501,0,0,0,0,0,0,0
X600839.SH,0,0,0,0,0,0,0,0,0,0,0,0.211207858221104,0,0,0.00646933017296124,0.0972295130665975,0,0,0,0.211895188087735,0,0,0,0.0267000168625043,0,0,0.0120492521803646,0,0,0,0.0322401768017068,0,0,0,0,0,0.150763909247142,0,0,0,0,0,0,0,0.0746141200370517,0,0,0,0.145088362050755,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355952875381773,0.100146939889443,0,0,0,0,0.105126267766687,0,0.0791603450981646,0,0,0,0.0438903134796274,0.125439586469901,0,0,0,0,0,0,0,0.109550625957487,0,0,0,0,0,0.0324737369500579,0,0,0,0,0,-0.0128730173834038,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0.207000241831012,0,0.173911622735329,0,0,0,0,0,0.14858295115956,0,0,0.0534240525227609,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118931499163935,0,0,0,-0.0217799293496796,0,0,0,0.0984094313742309,0,-0.0151502185588781,-0.015393410596091,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.0907225664102885,0,0,0,0,-0.187386268692854,0,0,0,0,0,0,0,0.170128201477764,0,0,0.0372034096454155,0.0128025818302484,0,0,0,0,0,0,0,0,0,0.29482913192432,0,0,-0.00979123375173848,0,0,0,0,0,0.113651885801869,0,0,0,0,0,-0.00939352680213515,0.0160266913992088,0,0,0,0,0,0
X600177.SH,0,0,0,0,0.174160463677834,0,0.0925028240944059,0.134343066306477,0,0,0.0687706584717724,0,0.248281751580344,0,0,0.0272186123811826,0,0,0,0.0113846875030707,0,0,0,0,0,0,0,0,0,0,0.0493804351757166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600582.SH,0,0,0.0851930588470409,0,0.0276368036493883,0,0,0,0,0,0,0,0,0,0.11450339659412,0,0,-0.0188129249425739,0.127939623369702,0,0,0,0,0,0,0,0,0.0784384672508639,0,0,0,0,0.109787376055037,0.324476723868347,0,0,-0.00501002566500481,0,0,0,0,0,0,0,0,0,0,0,0.318485173399789,0,0,0.0156871941108863,0.0271832381377805,0,0,0,0,0,0
X600066.SH,0,0,0,-0.0571876278302211,0,0,0,0,0,0,0,0.107748051534431,0,0,0,0,0.0788128328721316,0,0.0339512916007185,0.0106747022557615,0,0,0,0,0,0,0.114987620050508,0,0,0,0,0,0,0,0,0,0.0274193911397883,0,0,0.00262570429362086,0,0,0,0,0,0,0,0,0,0.0258062041177303,0,-0.00992356231389181,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,-0.0291334137740344,0,0,0,0,-0.132429331010648,0,0,0,0,0,0,0,0,0,0.175276445090648,0,0,0,0,0,0,0,0.0482663083023176,0,0,0,0,0.159219424020991,0.0515790238999423,0,0,0,0,0,0.0469746043200387,0,0.0328660231713842,0,0,0,0,0,0,0,0.00919573765968036,-0.00547127355078523,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203818957930267,-0.105897985505948,0,0,-0.154528384948895,0,0,0.276873833542965,0.360992270490251,0,0,0,0,0,0,0,0.238442349951263,0,0.113578624297087,0,0,0,0,0,0,0,0,0,0,0,0,0.0444734266120867,0,0,-0.00907013120037859,-0.0289792875243389,0,0,0,0,0,0
X600060.SH,0,0,0,0,0,0,0,0.114131973606594,0,0,0,0.0630111330877247,0,0,0,0,0,0,0.037883612554917,0,0,0.0296589531995414,0,0,0,0,0,0.162006507227521,0.190517009414208,0,0,0.109413928527249,0,0,0,0,0.013862002827058,0,0,0.0886739463053816,0,0,0,0,0,0.18150210571417,0,0,0,0.0745778220058732,0,0.0133406025272959,0.021711762684192,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.13682961502811,0,0,0,0,0,0,0,0,0,0,0,0.157009831412683,0,0,0.103065233403071,0,0,0,0,0,0,0,0,0.0970978110035222,0,0,0,0,0,0,0.0575440998923456,-0.0464874356497035,0,0,0,0,0,0,0,0,0.15714436399166,0,0,0.155494054045986,0,0,0.0054533293577116,0.0177978378325311,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663087283419755,0,0,0,0,-1.38777878078145e-17,0,0,0.098708212805015,0,0,-0.139337527661861,0,0,0,0,0,0,0,0,0,0.45507023947217,-0.131950085586518,0,0,0.128429046283344,0.143065088124991,0,0,0,0,0,0,0,-0.027793557128606,0,0,-0.0345938443242973,-0.0181742102882763,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141968041254049,0.0518742622477842,0,0.0525188873247677,0,0,0,0,0,0,0,0,0,0.131109366098848,0,0.0290354523542085,0,0,0,0.0393814003464514,0,0,0,0,0.14510568809805,0,0,0,0,0,0,0,0,0,0,0,0.0259542213639026,0,-0.00533160177929724,0,0,0,0,0,0,0
X600198.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0063230625644598,0.276704771788411,0,0,0,0,0,0,0,0,0,0,0.0990920123421431,0,0,0,0,0,0.252098457848105,0,0,0,0,0,0,0,0,0,0.157724275824647,0,0,0,0,0,-0.0186655822199133,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.0496692906417237,0,0,0,0,0,0,0,0,0,0.0403418901691862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399335141682824,0,0.147373306449615,0,0.270329223024187,0.19935816506205,0.0263941764409935,0,0,0,0,0,0,0.314379758690338,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0293010505673326,0.0306658131222554,0,0,0,0,0,0
X000800.SZ,0,0,0,0,0,0,0,0,0,0.038149610221292,0,0,0,0,0,0.171590401404983,0,0,0,0,0,0,0,0.0945704227115689,0.300175787916501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262886379438453,0,0,-0.00472171395036552,0,0,0,0,0,0,0
X002465.SZ,0,0,0,0,0.0734182293564496,0,0,0,0,0,0,0,0,0,0.173960538483738,0,0.0418130161363617,0,0.031615243138498,0,0,0,0,0.0646163759578602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226546584506128,0,0,0,0,0,0.136768175357611,0,0,0,0,0,-0.0132056841019747,-0.00780135614413018,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0.0479982447603528,0,0,0.109524803318514,0,0,0,0,0,0,0,0.104282859992385,0,0.00736824498571839,0,0,0,0,0,0,0,0,0.0502237055351115,0,0.0955296325979818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760289713576307,0,0.0100876024081775,-0.0155911723146758,0,0,0,0,0,0
X600435.SH,0,0,0,-0.063408885203852,0,0,0,0,0,0,0,0,0,0.0994445325933021,0.0503266302553627,0.0681194091456754,0,0,0,0,0,0,0,0,0,0,0.0562281143412117,0,0,0,0.105293361876169,0,0,0,0,0.024840854411151,0,0.245396716260088,0,0,0,0,0,0,0.0864826643435148,0.0395287624019442,0,0,0,0,0,-0.0142744055388122,0.00269113329522319,0,0,0,0,0,0
X600166.SH,0,0,0,0.0575817270867815,0,0,0,0,0,0.0755655334569722,0,0,0,0,0.0181732132676206,0,0,0,0,0,0,8.67361737988404e-19,0,0.0103225553894206,0,0,0.106083858138346,0,0,0,0,0,0.0246775061158543,0.0345183032842768,0.0616869328991596,0,0,0.00928008505884286,0,0,0,0.0444527870234899,0,0.0566832277130056,0,0,0,0,0,0,0,0.0224177376973449,0.0337748664916206,0,0,0,0,0,0
