,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300014.SZ,X300124.SZ,X002371.SZ,X002129.SZ,X002241.SZ,X003816.SZ,X000063.SZ,X000338.SZ,X002049.SZ,X600703.SH,X000596.SZ,X601877.SH,X000625.SZ,X002179.SZ,X600741.SH,X600460.SH,X000100.SZ,X000661.SZ,X600089.SH,X300142.SZ,X002074.SZ,X002180.SZ,X600702.SH,X600522.SH,X600884.SH,X000157.SZ,X000733.SZ,X002236.SZ,X000799.SZ,X002008.SZ,X002414.SZ,X600584.SH,X000977.SZ,X600779.SH,X600563.SH,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.517672873905904,0,0,0,0,0,0.12041384752648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893694626811527,0,0,0,0,0,0,0,0,0,0,0,0.0707147449069781,0,0,0,0,0,0,0,0,0,0,0.0108724299671724,-0.0165571767982205,0,0,0,0,-0.00833682111913964,0,0,0,0.0157336210135028,0,0
X000858.SZ,0.174953596264699,0,0.0485256856319614,0,0.16303343800068,0.0442636302632125,0,0.0364252070744028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10214103712062,4.46828011530212e-05,0,0,0,0,0,0,0,0,0,0,0,0.108291893196313,-0.0322448231186002,0,0,0,0,0.073745606612051,0,0,0,0,0,0,0,0,0,0.00640943993928487,0,0,0,0,0,0,0
X002415.SZ,0,-1.73472347597681e-18,0,0,0,0.0354432472371691,0,0.210265258685422,0,0,0,0,-0.051776025087256,0,0,0.132249454162985,0,0,0,0,0,0.020831153107054,0,0,0,0,0,0,0,0,0,-0.115920076590212,0,0,0,-0.116953837636878,0,0.0528731926941586,0,0.254824817439605,0,0,0,0,0,0.123502427397941,0,0,0,0,0,0,0,0,0,0,-0.00994869644089924,0,0
X600809.SH,0,0,0,0,0.126593687627357,0,0,0.042889895889052,0,0,0,0,0,0,0,0,0,0,0,0,-0.268700069585409,0.110652307926078,0,0,0,0,-0.145434862892538,0,0,0,0,0,-0.136311704953622,0,0,0.0167055311000005,0,0,0,0,0,0.218613471195701,0,0,0,0,0.093120695668942,0,0,0,0.0660955531337129,0.0064852749445728,0,0,0,0,0,0,0
X000568.SZ,0.529833811929235,0,0,0,0,0,0,0,0,0,0,0,0,0.0679108923786044,0,0,0,0,0,0,0,0,0,0.189593997334956,0,0,0,0,0,0,0,0,0.0268896031461053,0,0,0,0,0,0,0,0,0.0507009528744256,0,0,0,0.0440987185523962,0,0.00977443819177535,0,0,0,0.0317882529924213,-3.46944695195361e-18,0,0,0,0,0,0
X002475.SZ,0.0730811005729068,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595773182674977,0,0.341915851931993,0,0.23674437028361,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499076060133004,0,0.013453956401037,-0.0157285788962481,0,0,0,0,-0.144513254026329,0,0,0,0,0.0816371083361112,0,0,0,0,0,0,0,-0.0489213828762048,0,0,0,0,-0.0194606321457393,0,0
X600276.SH,0.0733380557621887,0,0.0468726214092762,0,0,0,0,0,0.246339258049521,0,0,0,0,-0.0923409752179292,0,0,0,0,0,0.314892311122719,0,0,0,0,0,0,0,-0.0706962198190377,0,0,0,0,0,-0.00648472874023327,0.0587417817325947,0,0.0319039756299592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253902437651174,0,0,0,-0.0343600902219698,0,0
X002304.SZ,0,0.0744744525611301,0.0363782118317264,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.130269525832529,0,0,0,0,0,0.0576264769472689,0,0.191640836540245,0,0.0516182409799993,0,0,0,0,-0.0776921797249208,0,0.0347047195882607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167240979406907,-0.0167462405752736,0,0,0,-0.0339394682588307,0.0726062174729395,0,0,0,0.0574319461530485,0,0
X600690.SH,0,0.20125390320338,0,0,0,0,0.29538905596915,0,0,0,0,0,0.0560421239903793,0,0,0,0,0,0,0,0.0928872930372293,0,0,0,0,0,0,0,0.0354288933305393,0,0,0,0,0.123385499903975,-0.0553567768952587,3.46944695195361e-18,0.0602853016885149,0,0,0,0,0,0,0,0,0,0.100310915919611,0,0,0,0,0,-5.42101086242752e-20,0,0,0,-8.67361737988404e-19,0,0
X000651.SZ,0,0,0,0,0.0482479179143234,0,0,0,0.0473794307445764,0,0,0,0.14925974518596,0,0.132987181230659,0,0,0,0,0,0,0,0,0.0523532362812102,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258511518646589,0,0,0,0,0,0,0,0.0188348083177177,0,0,0,0,0,-0.00570740331370211,-0.0145456352475014,0,0,0,0,0,0
