,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X002475.SZ,X002236.SZ,X600031.SH,X000338.SZ,X000625.SZ,X601877.SH,X002456.SZ,X600066.SH,X002008.SZ,X300124.SZ,X000100.SZ,X600809.SH,X002508.SZ,X600487.SH,X300003.SZ,X002241.SZ,X002294.SZ,X600867.SH,X600271.SH,X600522.SH,X000981.SZ,X600089.SH,X000157.SZ,X600177.SH,X300136.SZ,X000050.SZ,X600566.SH,X000596.SZ,X002085.SZ,X600707.SH,X600498.SH,X002180.SZ,X002179.SZ,X000661.SZ,X600699.SH,X300142.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.0431078744249273,0,0,0.68977780329792,0,0,0.00619933432718833,0,0,0,0,0,0,-0.0775040927292765,0,0,0,0.0787247398796105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449463661205771,0,0.0635733468287461,0.0167889211984186,0,0,0,0,1.38777878078145e-17,0,0,0,0.00859140930446449,0,0,0,0,0,0
X600104.SH,0,0,0.0923493572531957,0,0,0,0,0,-0.159736762645549,0.116881207089801,0.0630151466460535,0.178050366565235,0,0.0821725780448898,0,0,-0.0227333720849504,0,0,0,0,0,0,0,0,0,0,0.0579418604276111,0,0,0,0,0,0,0,0,0,0,0.100661709951666,0,0,0,0,0,0,0,0,0,0.103075342765855,0,0,-0.0127371408590156,0.0276765958876334,0.0579346425638983,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.161656787997885,0.0341242448002573,0,0,0,0.159796995338899,0.0664617427261552,0.123628924798714,0,0,0,0,0.174605313560087,0,0,0,0.0763712700193108,0.256418213706344,0,0,0,0,0,0,0,0,0,0,0.0671020218415062,-0.0947210578299681,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242167573780208,0.0153238375828834,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.54621980055316,0,0,0,0.0691246805228057,0,0,0,0,0,3.46944695195361e-18,0.108756182606392,0.0377430355256395,0,-0.0496717078447271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14808133394569,0,0,0.0101710458377684,-0.00142683229904038,0,0,0,0,0,0
X000858.SZ,0.237164712997843,0,0,0.433131055391471,0,0,0,0,0,0,0,0,0.339238613957726,-0.0219092841743354,0.0405651406396204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00127594306467202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00689597970042364,0,0,0,0,0,0,0
X600276.SH,0,0,0.0588962848380658,0,0,0,0.0849445988969732,0,0,2.16840434497101e-19,0.21950096272229,0,0,0,0,0,0,0,-0.0163018213034025,-0.0130187706608768,0,0,0,0,0.0284240105174902,0.306226740220399,0.0219866920709936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440659523744789,0.0163901938958988,0,0,0,0,-0.0255924090130569,0.032877766208483,0.0188616267287795,0,0,0,0,0
X000725.SZ,3.46944695195361e-18,0,0,0,0,0,0,0,0.469721129902133,0.161288500758857,0,-0.0264467272422273,0,0,-0.0355007178034792,0,0,0,0,0,0,0,0,0,0.0557487722485397,0,0,0.141264124098993,0,0,0,0,0,0,0,0,0,0.0142316519319172,0.158182639179792,0,0,0,0,0.189653687069612,0,0,0,0,0,0,0,-0.0685928059749021,0.0870340940299516,0,0,0,0,0,0
X002304.SZ,0.312986118436407,0,0,0,0.11937902386193,0,0,0,0,0,0,0.217386148223948,0.239477341418472,0,0,0,0,0,0.00325724914235252,0,0,0,0,-0.10235412613579,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759707926492608,0,0,0.0141107956704014,0,0,0.0615261927692863,0,0,0,0,0,0.00376913945063843,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.348817018534152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104711533305751,0,0,0,0,0.220483764623592,0,0,0,0.0766084140089546,0.394690981853294,0,0,0,0,0,0,0,0.100784310191917,0,0.0870740364625226,0,0.268312334948864,0,0,0.0352039697308277,0,0,0,0,0.00408277048829174,0,0,0,0,0,0,0
X600690.SH,0,0,0.0373456940148314,0,0.338317062119792,0.103106775083239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216302852931824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334191443721312,0.0292368123008636,0,0.175818654743644,0,0,-2.16840434497101e-19,0.00430248590258418,0,0,0,0,0,0
