,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002179.SZ,X002129.SZ,X600703.SH,X000100.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X000661.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600584.SH,X601877.SH,X600522.SH,X000977.SZ,X002007.SZ,X000800.SZ,X601799.SH,X600183.SH,X002074.SZ,X600418.SH,X600702.SH,X002028.SZ,X300142.SZ,X002463.SZ,X000733.SZ,X002294.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.112465783437369,0,0.215567901317265,0,0.0735881144019521,0.130935242360661,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0196817425073841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254451925513924,0.0272533860540667,0.174428585842448,0,0,0,0,0,0,0.0112281422108663,0,0,0,0,0,0,0
X000858.SZ,0.177068138979166,0,0,0,0,0,0,0,0,0,0,0,0.164323740281567,0,0,0,0,-0.0312646007365135,0,0,0,0,0,0,0,0,-0.0241545578620416,0,-0.0544281048195958,0,0,0,0,0,0,0,0.0987725817576579,0,0,-0.123304727552106,0,0,0,0.161901337295038,0.0522628315761227,0.0774991215572628,0,0,0.158195074895772,0,0,-0.0117191053088137,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,-0.0173902672411093,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0.0691539829764123,0,0,0,0,0,0.112083801788373,0,0,0,0.160245864479885,0,0,0,0,0,0,0,0,0,0.107277184360134,0,0,0,0,0,0.0658979782020918,0.0278790673515928,0,0,0,0,-0.0824115709023786,0,0,-0.00873037333780561,0,0,0,0,0,0,0
X000568.SZ,0.321508633316037,0,0,0,0,0.113400662124809,0.0215988407727095,0,0,0,0,0,0,0,0,0.303550043381129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126716758701545,0,0,0,0,0,0,0,0.0142464434857915,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.20159955853113,0,0,0,-0.0890702874170952,0,0,0,0,0,0.0842212952581884,-0.0723458954919926,0,0,-0.210101319947719,0,-0.017629604159459,0.171031312516777,0,0,0,0,0,0,0.0648550554857952,0,0,0.0129786109813776,0,0,0,0,0,0,0,0,0.657517267668763,0,0,-0.0170742654349839,0,0,0,0,0,0,0
X600809.SH,0.0713397002175994,0,0,0.623877785450987,0,0,0,0,0,0,0,0.0114774076456622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102523354141874,0,-0.00555546506077727,0.0555301581423697,0,0,0,0,0,-0.168766417980018,-0.0358814626548232,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258869307561896,0,0.0151876072182548,-0.0235089968816948,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.149056529213938,0,0,0,0,0.201173545975807,0,0,0,0,0,0,0,0,0,0,0.00205958776079222,0,0,0,0,0,0,0.0978298509216009,0,0,0,0,0,0,0.0500890248640358,0.0370792856377481,0,0,0.245341966468414,0,0.12338308886018,0,0,-0.0570275885864991,0.0795770308713814,0,0,0,0,0,0
X600690.SH,0.106607942717074,0,0,0,0,0,0,0,0,0,0,0.0384418728820681,0.0219827973756659,0,0,0,0,0,0.143225620207663,0.0560177427845925,0.0432337062114262,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313834521679208,0,0,0,0,0.0483696306886297,0,0,0,0,-0.00821153356315117,0.015767188470825,0,0,0,0,0,0
X000651.SZ,0,0,-0.134798817463478,0,0,0,0.0194156685477356,0,0,0,0,0.190590900491278,0,0,0,0,0,0,0.33009056486471,0,0,0,0.0927171716020132,-0.0606519316765262,0,0,0,0,-0.0730839528352369,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706083354614279,0,0,0,0,0,0.0179614795850585,-0.0546198158901396,0,0,0,0,0,0
X002304.SZ,0,0,0,0.140903545929264,0,0.11946593891421,0,0,0,0,0,0,0.172419147803103,0,0,0,0,0.0925500585040189,0,0,0.151526380180203,0,0,0,0,0,0,0,0,0,0,0,0,-0.0630878669255797,0,0,0,0,0,0,0,0,-0.0659966490395997,0.0870474651842981,0,0,0,0,0,0,0,0.00506165532622164,-0.0237326032635428,0,0,0,0,0,0
