,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X600031.SH,X002304.SZ,X600703.SH,X000568.SZ,X000338.SZ,X600690.SH,X000661.SZ,X002371.SZ,X600809.SH,X000100.SZ,X600183.SH,X600741.SH,X300003.SZ,X002007.SZ,X300014.SZ,X000977.SZ,X002241.SZ,X000596.SZ,X002236.SZ,X601877.SH,X002129.SZ,X000625.SZ,X300142.SZ,X002463.SZ,X600498.SH,X300124.SZ,X000157.SZ,X002456.SZ,X600487.SH,X000066.SZ,X002179.SZ,X600584.SH,X600271.SH,X600118.SH,X300136.SZ,X600522.SH,X002180.SZ,X002049.SZ,X002414.SZ,X002185.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.135083321008381,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.175481082867564,0,0,0,0.0672315928548635,0,0.106110375235024,-0.0627144695670449,0,0.21029364095968,-0.071368251553013,0,0,0,0.244344664378703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236551256629864,0,-0.022439129894776,-0.0220750063535978,0,0,0,-0.0292276073528282,0,0
X000858.SZ,0,0,0,0,0,0.0399117825623211,0,0,0,0.0371538939301074,0.0993714617625402,0,0,0.436340302986239,0,0,0.0593781571567504,0,0,0,0,0,0,0,0,0,0,0.180302445704605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295990965722078,0,0,0.0111362037647604,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00911489198748621,0.122306798678491,0,0,0,0,0.065023752865952,0,0.036379284600477,0.0304214603173695,0.114881355934196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247024857054538,0,0,0,0,0,0,0,0,0.00899823854962733,0,0,0,0,0,0
X000651.SZ,0,0.0203018479452845,0,0,0,0.0341607806116181,0.0114265811000874,0,0,0,0,0,0,0.247440000517638,0.187042795996636,0.0258486618526083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166124144913117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144284980082327,0.0125015528454003,0,0,0,0.030993648135091,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027665820858399,0.0320134563767769,0,0,0,0,0,0,0.10442152612907,0.124249398512305,0,0,0.166477006267065,0,0.0048216080819633,0.0289933294442814,0,0,0.006294020111534,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.02336338870183,0,0,0,0,0,0
X600104.SH,0,0.160323788891821,0,0,0,0,0,0,0,0,0.235398795386535,0.121233401064706,0,0.156032651613718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391765004636456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146361796694036,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0738764766271856,0,0,0,0,0,0.0584450327949864,0,0,0,0,0,0,0,0,-0.0151044165150611,0.4077273671484,0,0,0,-0.00358605275594788,0,0,-0.0804435156299661,0,0,0,0,0,0,0,0,0,0,0.357461224238239,0,0,0,0,-2.77555756156289e-17,0,0,0.0181352418498051,0,0,0,0.00825302633101608,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311473206148901,0.273218687965336,0,0,0,0,0,0,0.149661587238036,0,0,0.199042854918051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0665510828566164,0.101996658131807,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125057804208448,0,0,0,0,0,0,0,0.144031449883663,0,0.0694896963552605,0,0.224466373744448,0,0,0,0,0,0,0.085217913900616,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0260884643087476,0,0,0,0.104919102442243,0,0,0.454802980147901,0.00991284347152244,0,0,0,0.038339461865295,0,0,0.00399196108971786,0.0171219584484165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164875894707323,0.120271444514163,0.032885201451695,0,0,0,1.38777878078145e-17,0,0.01963879460951,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0271872073232093,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0986689639157221,0,0,0,0,0.0816033918742044,0,0,0,0,0,0,0,0.135409678869585,0,0,0,0.0885618157318552,0,0,0,0,0.413563510400312,0,0,0,0,0,0,0,0,0.0150725582065381,0,0,0,0,0,0,0.00974119614608512,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.191534543877044,0,0,0.242073345302178,0.0297239051501269,0,0,0.0176443721820498,0,0,0,0,0,0,0,0,0,0.162835955419883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169378424978503,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0649607684833595,0,0,0,0,0,0,0,0,0.0301927967943176,0,0,0,0,0,0.0268613244309796,0,0.11241878498952,0.0224467768203192,0,0,0,0,0,0,0,0,0,0.132007094290886,0,0,0,0.540291760621426,0,0,0,0.124426307453215,0,0.0333092193773286,-0.0110041132691496,0.0260079191811766,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.262295315019374,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.448756479850766,0,0.00835383713268145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0452033933134686,0,0,0,0,0,0.052104330702559,0,0.00370824216851081,0,0,0,0,0,0,0,0,0,0.0320814028769685,0,0
X000338.SZ,0,0,0,0,0,0.143959062639814,0,0,0,0,0.308650050222584,0.0779236838603109,0,0,0,0,0,0,0,0,0,0,0.0913433323136047,0.0370618202736687,0,0,0,0,0,0,0,0,0,0,0,0,0.0857018833197767,0,0,0,0,0,0,0,0,0,0.126280184227109,0,-0.0353248003973594,0,0,-0.0300987941482523,-0.0369516212649309,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0.131334194920941,0,0,0,0,0,0,0,0.0101655351596739,0,0,0,0,0,0.13744414148385,0,0,0.165251765395621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15196589246509,0,0,0,0,-0.000552945017086613,0,0,0,0,0,0
