,X600519.SH,X000858.SZ,X002415.SZ,X600104.SH,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X600271.SH,X000596.SZ,X000100.SZ,X600809.SH,X000661.SZ,X002236.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X300142.SZ,X000157.SZ,X002007.SZ,X600487.SH,X002456.SZ,X600498.SH,X600776.SH,X002506.SZ,X600867.SH,X600177.SH,X600066.SH,X000977.SZ,X002241.SZ,X000050.SZ,X300146.SZ,X600089.SH,X002179.SZ,X600522.SH,X002508.SZ,X600118.SH,X002371.SZ,X002180.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.338718290382414,0,0,0,0.145899685965364,0,-0.00417676219308387,0.0159448330951816,0,0,0,0,0,0,0,-0.0951150677916931,0,0,0,0,0.0339601344665922,0,0,0,0,0,0,0,0,0.0603838028723645,0,0,-1.73472347597681e-18,0,0,0,0,-0.0613769619430994,0,0,0,0,0,0,0,0,0,0,0,0,-0.00455171430128703,0.0238050252843757,0,0,0,-0.0283316489212216,0,0
X000858.SZ,0.181074308729377,0,0,0,0,0,0.26691679381523,0,0,0,0.0332509541669878,0.113250390296934,0,0.119694247213485,0,0,0,0,0.0151713670941712,-0.00457841236255084,0.16217664386299,0,0.0405945878353851,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289395047810139,0.00346825138389136,0,0,0,0,0,0,0,0,0,0,-0.00559824121374352,-0.0162177576472568,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0668561977098412,0,0,0.0468676894563224,0,0,0.000264077947675663,0,0.0467288306297204,0,0,0,0,0,0.0165394557034153,0,0.197011101114645,0,0,0.126042418390756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611345470423288,0,0,0,0,0,0.0889379902623514,0,0,0,0,0,-0.0379603931796119,0.0644627123260558,0,0,0,0,0,0
X600104.SH,0,0.0139870872193818,0,0,0,0,0,0,0,0,0,0.114346004763533,0,0,0.163205654131776,0,0,0,0,0,0,0,0.153475976269509,0.064354312058814,0,0,0.0504650859035617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10690404483011,0.102160481600533,0,0,-0.107039809594262,0,0,0,0.0560584497064586,0,0
X000651.SZ,0,0.175198688348498,0,0,0,0,0.153645201853537,0,0,0,0.23069602005237,0.00241133384695911,0,0,0.100709068567448,0,0,0,0,0,0,0,0.0460510971064984,-0.109192731607747,0,0,0,0,0,0,0,0,0,0,-0.0684639311048984,0,0,0,0,0,-0.0112705421810582,0,0,0,0,0,-0.0358439580069912,0,0.0411968716464672,0,0,0,0.0251272333501778,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100979448811584,0,0.162113479511058,0,0,0,0,0.328051053716038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141162948225231,0.00954753976611962,0,0,0,0,0,0
X002304.SZ,0,0.137236877991304,0,0,0,0,0,0,0,0.17374873729661,0,0,0.0291575418738157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372105201446692,0,0.142401808525291,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.102912339526533,0,0,0,0.0135444199422824,0,0,0.00857649123280404,0,0,-0.0202020305642863,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0236460211577721,0.109796065702989,0,0,0.254621488562256,0,0,0,0.0643736300077855,0.107363344043295,0,0.133752156528058,0,0,0,0,0.0912376517445534,0,0,0.100374322466623,0,0,0,0.0990968818201678,0,0,0,0,0,0,0,0,0.0656256248917897,0,0,0,0,0,0,0,0,0.0180548606397554,0,-0.0212142210312722,0.00405460222289502,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,-0.0463938206505422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576247137721144,0,0,0,0,0,0,0.152516955912759,0.669821926044669,0.0384888858311895,0,0,0,0,0.0964228667514701,0,0,0,0,0,0,0,0,0.0440423397143565,0,0,0,-0.00787895504868832,0,0,0,0,-0.0451127374464396,0,0
X600031.SH,0,0,0,0,0,0,0,0.0401819709384866,0,0,0,0.234581645404589,0.0971123410517138,0,0,0,0,0,0,0,0,0.00161325056280686,0.108035393908392,0,0,0,0,0,0,0.203549893298814,0,0,0,0,0,0,0,0,0,0,0.0166970338912733,0,0,0,0,0.0251656550677593,-0.0918452865231531,0,0,0,0,-0.0136863985291966,0,0,0,0,-0.0561535711580942,0,0
