,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X002007.SZ,X600741.SH,X600183.SH,X000596.SZ,X000100.SZ,X002371.SZ,X002241.SZ,X300014.SZ,X601877.SH,X000157.SZ,X000977.SZ,X300124.SZ,X300142.SZ,X000800.SZ,X002236.SZ,X000625.SZ,X002463.SZ,X002129.SZ,X600118.SH,X002179.SZ,X002223.SZ,X600498.SH,X002456.SZ,X002049.SZ,X002414.SZ,X600271.SH,X000066.SZ,X300136.SZ,X600177.SH,X600584.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.3356860391736,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0789334555864369,0,0,0,0,0,0,0,0,0,0.00518666092064379,0,0,0,0,0,0,0,0,0,0,0,0.00344557844951232,0,0,0.0271036854825426,0,0,0,0,0,0.0430337570507956,0,0,0,0,0,-0.025710662996809,0,0.0260856028512153,0.0185337531502913,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0123857255769794,0,0,0,0.488060620930752,0.102482500139726,0,0,0,0.150150675730781,0,0,0,0,0.0301648580205231,0.0127332719170963,0,0,0,0,0,0,0,0.0228148961542332,0,0,0.0821773343436786,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0309322721143874,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774373591564571,0,0,0,0.0785825809716405,0.00710505361820085,0.0203130224256555,0,0,0,0,0,0,-8.67361737988404e-19,0,0.121473394216868,0.0984296592933675,0,0,0,0,0,0,0,0.0240569944938564,0,0,-0.00995259313692996,0,0,0,0,0,0,0,0,0,0,0,0.000535701311195394,0,0,0,0,0,0
X000651.SZ,0,0.195783203909177,0,0,0,0.0231528205059676,0,0,0,0,0,0,0.00623831116760685,0,0.164193794197398,0.0846619138997489,0,0,0,0,0,0,0.0612761491960665,0,0,0,0,0,0,0.0401135549255893,0,0.101112133055586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551025234454004,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.170537709004309,0,0,0,0,0,0.312359281819659,0,0,0,0,0,0,0,0,0.10246923616287,-1.38777878078145e-17,0,0.0199928435716396,0,0.0682064244467498,0,0,0,0,0,0,0,0.00117549766212975,0,0,0,0,0,0.00605081797879471,0,0,0,0,0.0844884388315822,0.000187016247113508,0,0,0,0,0.0021379230120129,0,0,0,0,0,0,0
X600104.SH,0,0.30848496083743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223770088071103,0,0.0857403592681931,0,0,0,0.00406295168317839,0,0,0,0,0,0.181001863844501,0,0.0923995984949373,0,0.0450708766451949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407461163552506,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.331223945827961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152629939958764,0,0,0,0.0475152612925,0.170430400823446,0.0686753916635467,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313261013715371,0.291103315734732,0,0,0,0,0.0121232376428332,-0.000431680877611355,0,-0.107472234255573,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.12539438763369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117767127451589,0,0,0,0,0.159554505531686,0,0,0,0,0,0.0121126633934349,0,0.180381401019246,-6.93889390390723e-18,0,0.025443000860781,0,0,0.398214143769645,0,0,0.026468840675489,0,0,0.0627373222357047,0,0,-0.184010361256324,0,0.0379279414666336,0.0211282165667155,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0402090998181813,0.0242537992500371,0,0,0,0,0,0,0.0550793977888985,0,0,0,0,0,0,0,0,0.112277365339606,0,0,0,0.0134394971690638,0,0.502010917782309,0,0,0,0,0,0.0723476418553623,0,0,0.0331307927177586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247564254748089,0.00823275825006072,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0881879977111318,0,0.0196106654093878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221343989705571,0,0,0,0.0224550142737097,0,0,0,0,-0.0149533344576028,0,0.00250086287706043,0,0,0,0.223371810781178,0,0,0.0549618070261018,0,0,0.0115739898299649,-0.0262132831112375,0,0,0,0,0,0
X002304.SZ,0,0.0738509900567187,0,0,0,0,0,0,0,0,0,0,0.191215887293546,0,0.0482004180134307,0,0,0,0,0,0,0,0,0.0145777987675321,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.107008508143487,0,0,-0.0631846940870142,0.0131439601313473,0,0,0,0,0,0,0,0,0,0,0.0277393548778221,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429917265979804,0,0,0.0283468751970477,0,0,0,0,0,0,0.502607695719336,0,0,0.0189969461667991,0,0,0,0,0.170429563665986,0,0,0,0.0281810172560061,0,0.00471966899914996,0,0,0,0.0267660498684888,0,0,0,0,0,0,0,0,0,0.0293446426628354,-0.00519434750908266,0,0,0,0,0,0
X000568.SZ,0,0.413479106059065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381618195112944,0,0,0,0.0607315653758227,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484451590002525,0,0.0371892386541151,0,0,0,0,0,0.0104940108576324,-0.0110172712120201,0,0,0,0,0,0
X000661.SZ,0,0,0.158997630715659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416625855979515,0,0,0,0,0.080804023196591,0,0,0,0,0,0,0.164461718886326,0,0,0.103065251032172,0,0,0,0,0,0.0918864727191287,0,0,0,0,0,0,0,0.028475788403582,-0.0114670979590284,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.441717466503247,0,0,0,0.0454638474460658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038196979327523,0,0,0,0,0,0,0,0,0,0,0.0433210886404645,0,0,0,0,0,0,0.0690453640141815,0,0.0350204174655613,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0555200251612303,0,0,0,0,0.130566207340298,0,0,0,0.237566565831361,0,0,0,0,0,0,0,0.0621392585203064,0,0,0,0.0646246886311396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580211204265942,0,0,0,0,0,0,0,0,0.0179238572264966,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459903627800506,0,0,-0.00381387813062972,0,0.096641902327197,0.0915573490404242,0,0,0,0,0,0.568136433357488,0.160866446248584,0,0.00618265367126401,0.0255134509315465,0,0,0,0,0,0
