,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X300124.SZ,X600104.SH,X002371.SZ,X000725.SZ,X002304.SZ,X000625.SZ,X000338.SZ,X000063.SZ,X000596.SZ,X600031.SH,X000100.SZ,X600089.SH,X300014.SZ,X002179.SZ,X000157.SZ,X002236.SZ,X600703.SH,X000977.SZ,X002463.SZ,X002049.SZ,X002241.SZ,X600372.SH,X002129.SZ,X600741.SH,X600584.SH,X000661.SZ,X002028.SZ,X600522.SH,X601877.SH,X601799.SH,X000921.SZ,X600183.SH,X600066.SH,X000800.SZ,X002156.SZ,X002223.SZ,X002007.SZ,X002180.SZ,X600418.SH,X000988.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.214031661314183,0,0.175468620416073,0.0214799490861128,0,0,0,0,0.157261848444547,0,0,0,0,0.0967101774365868,0.041636495819165,0,0,0,0,0,0,0.0332660605244949,0,0,0,0,-0.098424059118132,0,0,0,0,0,0,0,0,0,0,0,0.0437485031756191,0,0,0,0,0,0,0,0,0,0,0,0,0.0137485910700831,0.0127811432485986,0,0,0,0,0
X000858.SZ,0,0,0,0.165710672866664,0,0.390518403360017,0,0,0,0,0,0,0.0162512703440125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109061911137985,0,0,0,0,0,0,0,0,0,-0.0356653806595664,0,0.0694994891480921,0,0,0.000149774986377079,0,0,0,-0.0149064811049173,0.0155760397122795,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.00493022378916217,0,0,0,0,0.155238889666328,0,0,0,0.0986650518388834,0,0,0,0,0,0,0,0,0.0538749911650525,0,0.204000691504419,0,0.0104830823837276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429850595995313,0,0,0,0.112833470105593,0,0,0,-0.0110992945848284,0.00786611321411004,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.554672723598628,0,0,0.170103241185894,0,0.0358118277141723,0,0,0,0,0,0,0,0.306453668858722,0,0,0,0.0797220506968418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628243459370338,0,-0.137739668709634,0,0,-0.0731184542494259,0,0,0,-8.67361737988404e-19,0,0,-0.0329392957028291,0.0216069276302751,0.0657486467764663,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00503642419312221,0,0,0.0541238541800334,0,0,-0.00497352336272772,0,0.010628357306409,0,0,0,0.181292571340264,0.523293511446362,0,0.0502308641932904,0,0.0561707359451425,0,0,0,0,0,0,0.0401245667783922,0,0,0,0,0,-0.017044880259023,0,0,0,0,0,0
X000568.SZ,0,0.712544608935164,0,0.0389100890363069,0,0,0,0,-0.0685887561251682,0,0,0,0,0,0.172843175844412,0,0,0,0,0,0.123282535654383,0,0,-0.0922507750737343,0,0,0,0,0,0,0,0,0.0197369565340599,0,0,0,0,0,0,0,-0.0208509652993109,0,0,0,0,0,0,0,0,0,0,0,0.0169590712240513,0,0,0,0,0,0
X600690.SH,0,0,0,0.0841064711858951,0,0.0230934917852967,0,0,0,0.0256547042081093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00775492697024853,0,0,0,0,0,0,0.0515198453961942,0,0,0,0,0,0,0.0960745712395395,0.0852734945197489,-0.143607240741875,0,0,0.0134193417334859,0,0,0.0139112752695156,0,0,0,0.0122404724640609,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.073300464441747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060235536804897,-0.0145707157859984,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.145607491600725,0,0,0,0,0,0.106104128861871,0.1420806446586,0.0505725613113708,0,0,-0.059896636872817,0,0,0,-0.0699062130447652,0,0,0.0623408989690941,-0.0751162859730774,0,0,0,0,0,0
X003816.SZ,0,0,0.0998491079499697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160815019745708,0,0.0259111766740687,0,-0.122899173981773,0,0,0,0,0,0.293880013198189,-0.197557020812435,0,0,0,0,0.1394241590087,0,0,0,0,0,0,0,0,0,0.0524200493400751,-0.0517462294063303,0,0.186754978360376,-0.0352997159615331,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.102462160473982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0153879100161696,0,0,0,-0.11367110312447,-0.0674195742172223,0,0.563948159491124,0,0,0,0.161975593956276,0,0,0,0.159317392494229,0,0,0,0,0,0.113842591892395,0,0,0,0,-0.166639813974767,0,-0.0255994542512393,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0129967693833451,0,0,0.0377962405360302,0,0,0,0,0,0,-0.223560903540362,0,0,0,0,0,0,0,0.156376180050814,0,0,0,0,0,0,0,0,0.19009833446292,0,0,0,0,0,0,0,0,0,0.292462126929129,0,0,0.0255080438951258,0,0,0,0,0,0
X600104.SH,0,0,0,0.0819352235851269,0,0,0,0,0,0,0.176528444952511,0,0.00410545644881547,0,0,0,0,0.0294676837987238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671398878210761,0,0,0,0,0,0,0,-0.0275782374713328,0,0,0,0,0,0,0,0.00310191274940372,-0.0283595235849415,0.0477199978632936,0,0,0,0,0,0
X002371.SZ,0,0.109646353000661,0,0,0,0,0,0,0,0,0.00736931093570907,0,0,0,0,0,0,0.31754351905175,0,0,0,0,0,0,0,0,0,0,-0.0568801088436383,0,0,-0.0557653686005792,0.198534778838434,0,0,0,0.0134068832192295,0,0,0,0,0.104875330600966,0,0,0,0.0633776228797139,0,0,0,0,0,0,0.0197929498518506,0,0,0,0,0,0
X000725.SZ,0,0,0,0.123770405636986,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451840558103619,0,0,0,0,0.0289809228000143,1.99149532122625e-05,0,-0.00505570312343402,0,0,0,-0.0327109864307493,0,0,0,0,0,0,-0.0144906291255065,0,0,0,0,0,0,0,0.0560298334320921,0,0,0,-0.00196898419260392,0,0.0440006738212559,0,0,0,0,0
X002304.SZ,0,0.00837605044031794,0.120353282232017,0,0,0.314125873672602,0,0,0,0,0,0,0.0164872839537021,0,0,0,0,0,0.0665428505030944,0.0166310846787971,0,0,0.119836518709899,0,0,0,0,0,0,0,0.0125556311404061,0,0,0,0,0,0,0,0,0,0,0,0.0688348535382886,0,0,0,0,0,0,0,0,-0.0122487703255677,0.00747206355027189,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0430190848832404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470719070615036,0,0,0,0,0,0,0,0.0267769972612675,0,0,0,0,0,0,0.117910770751767,0,0,0,0,0,0,0,0,0,0,0.4924194481555,0,0,0.0115111952423542,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415288517791842,0,0,0,0,0,0.0679565016673883,0,0,0.218419570748899,0,-0.0665103224469752,-0.0138627575447525,0,-0.0363529835174355,0,0,0,0,0,0,0.0486530447091537,0,0,0,0,0.114793600112687,0.0337004546395825,0,0,0,0,-0.0983319060382817,0.146214144425452,0,0,-0.0252074715040026,0.0238072612285634,-0.0860752331072799,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.174473373183367,0,0,0,0,0,0,0,0,0,0,0,0,-0.000979368474302386,0,0.15757268988838,0.0621939719121597,0.149305916972032,0,0,0.144216917857653,0,0,0,0,0.17724575951033,0,0,0.109662267048883,0,-0.0757170341827555,0,0,0,0,0,0,0,0,-0.0179600302408401,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0.432909940434344,0,0.304722682898211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00791738291941514,0,0,0,0,0,0,0,0,0,0,0,-0.0310708476663388,0,0.176032721935044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0323424210081257,0.0284661231105707,0,0,0,0,0,0
X600031.SH,0,0,0,0.0822692738245003,0,0.00478464257608999,0.0694130682894576,0,0,0,0,0,0,0,0.0357846540099797,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.00534592944905226,0,0.029354334278861,0,0,0,0,0.00565685565932209,0,0,0.0193875579143926,0,0.0224411004641551,0,0,0,0,0,0.0692732722642661,0,0,-0.018858470750778,0.024682175589178,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.199232840516499,0,0,0,0,-0.00626221469938718,0,0,0.202565249818435,0,0,0,0,0,0,0,0,0,0,0,0.0979032009183161,0,0,0,0,0,0,0,0,0,0,0,0.128646488785486,0,0,0,0,0.103559357680851,0,0,0,0.110448378821946,0,0,0,0,2.16840434497101e-19,0.00133825908129556,0,0,0,0,0,0
X600089.SH,0,0,0,0.0351807242546564,0,0,0,0,0.0771387561203361,-0.0213469682331768,0,0,0.102194679534379,0,0,0,0,0,0.0530131547953647,0,0,0,0,0.0932913384337696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214598023024953,0.268762636623176,0,0,0,0,0,0,0,0,0,-0.054915643368918,0,0.104605447069478,-0.021159906608463,0.0341178301978751,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.201919859793211,0,0,0,0,0,0,0.263274066184883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188716946298771,0,0,0,0,0.0358172080614666,0,0,0,0,0,0,0,0,0,0.0756439798382506,0.0333169612005589,0,0,0,-0.00199856412616788,0,0,0,0,0,0
