,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X002475.SZ,X600066.SH,X002241.SZ,X000338.SZ,X000100.SZ,X002236.SZ,X002456.SZ,X601877.SH,X600118.SH,X600271.SH,X002085.SZ,X600177.SH,X000157.SZ,X600372.SH,X002007.SZ,X300124.SZ,X300003.SZ,X600867.SH,X000559.SZ,X002294.SZ,X002292.SZ,X600089.SH,X002180.SZ,X002426.SZ,X002506.SZ,X000623.SZ,X002074.SZ,X600522.SH,X300136.SZ,X002508.SZ,X600498.SH,X000536.SZ,X000981.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.054839514215289,0,0.29053318887321,0,0,0.0479120570597687,0,0,0,0,0,0,0.0346711547261631,0,0,0,0.0598828723658245,0,0,0,0,0,0,0.0216488336734115,0,0,0,0,0,0,0,0,0,0.0409760954173989,0,0.0200928389577011,0,0,0,0,0,0,0,0,0,0,0.00414937488520458,0,0,0.00156107892318469,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.91752621679973,0,0,0,0,0,0,0,0,0.0870518418448479,0,0,0,-0.0636832489678119,0,0,0,0,-0.140698222801016,0,0,0,0,0,0,0,0,0,-0.0207076511560128,0,-3.46944695195361e-18,-0.0365691136268616,0,0,-0.138674526721522,0,0,0,-0.00570070697299727,8.67361737988404e-19,0.0393919550570381,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.673906878931225,0.336099654093016,0,0,0,0,0,0,0,0,0,0,0,-0.147038486235596,0,0,-0.00443930509567187,0,0,0,0,0,0,0,0,-0.0154410942562447,0,0,0.217517689918778,0,0,0.376732389519108,0,0,0,0,0,-0.0139998644469586,0,-0.188381059141278,-0.3101674881018,0,-0.00394602315273215,0,0,0,0,0,0.292046259682237
X002415.SZ,0,0,0.137789513997614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530505237287165,0,0,0,0,0,0.0482953077795589,0,0,-0.057594132989209,0.00826628655895803,0,0,0,0,0.059915349004478,0,0,0,0.283723418659749,0,0,0,0,0,0,0.00278713332734882,0,0,0,0,0,0
X000858.SZ,0,0,-1.38777878078145e-17,0,0,0,0,0,0.199786257749849,0,0,2.16840434497101e-19,0.12585147023955,0,0.25091011532949,0,0,0,0,0,0,0,0.154020355625884,0,0,0.0134077418577515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380691569895472,0,0.00886471363863447,0,0.00592387726082821,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390100587134238,0,0,-0.046894601317619,0,0,0,0,0,0,0,0,0,0,0,0,0.109046718344168,0,0,0,0,-0.0596568279065811,0,0,0,0,0,0,0,0.0687273746508862,0,-0.0641651749198249,-0.00258434907447762,0.186712730254167,0,0,6.7762635780344e-21,0.0109318316933813,0,0,0,0,0,0
X002304.SZ,0,0.0931697987530303,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.282349160893177,0,0.203235343033082,0,0.108439096545352,0.0178167996157459,0.000887663743183026,0,0,0,0,0,0,0.0313353387713487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129544356477617,-0.0745341560076931,0,0.00665706838907923,0,0,0,0,0,0
X000725.SZ,0,0,0.141902922983788,0,0,0,0,0,0,0,0,0,0,0.0419972070637439,0,0,0,0,0.0372497904353435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288095589687616,0,0,0,0.267258333754001,0,0.0265485179283803,0,-0.00585747560876256,0,0,0,0,0,0
X000625.SZ,0,0.141540684858298,0.152126386919331,0,0.199204969158763,0,0.0113226571782333,0,0,0,0,0,0.102925608713816,0,0,0,0,0,0,0,0,-0.0269712836104888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318665258563442,0,0,0,0,0,0,0,0,0.0871885621554002,0,0.0175106164734701,-0.0252030291826318,0,0,0,0,0,0
X000063.SZ,0,0.0235401063496107,0.126260296392909,0,0,0,0,0,0,0,0,0,0,0.0295565641352003,0,0,0,0,0.317591285465999,0,0,0,0,0,0,0,0,0,0,0,-0.00311031627078503,0,0,0,0.121905040673807,0,0,0,0,0,0.105800205382478,0,0.0872892827303741,-0.110703022691478,0,0,0,4.33680868994202e-19,0,0,0.00623918797743258,0,0,0,0,0,0,0
X600690.SH,0,0,0.186533295251934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0944919224075163,0,0,0,0.0269385029762804,0,0,0,0,0,-0.0316227607424678,0,0,0,0,0,0,0,0.054283967074069,0,-0.00688742457550365,0.0924812105428757,-0.0405285094865008,0,0,0,-0.145013111849446,0,0,0.0226079441216717,-0.0317503102242419,0,0,0,0,0,0
X600703.SH,0,0,0,0.17950261198802,0,0,0,0,0.365561796486688,0,0,0,0,0,0,0,0,0,0,0,0,-0.164384462066958,0,0,0,0.0117591987110867,0,0.298569721226019,0,0,0,0,0,0,0,0,0,0,0.0177239543845698,0,-0.0166645918516384,0,0,0,0,0,0,-8.67361737988404e-19,0,0.169961629134364,0.0280815246981601,0,0,0,0,0,0,0
X600741.SH,0,0.450517687055024,0,0,0.0292488665480024,0,0.138108566392011,-0.0114444187013568,0.0163268450685028,0,0,0,0,0,0,0,0.0570843648177992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218124632709752,0,0.0762798690059189,0,0,0.0105336213113695,0,-0.00365513473493277,0,0,0,0,0,0,0
X600031.SH,0,0,0.0490422904842407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030209826181193,0,0,0,0.172006786391518,0,0.294164617819044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142546310793026,-0.131993765134186,0.0364597481841561,-0.00835263611053231,0,0,0,0,0,0,0,0
X000568.SZ,0.0570464003950277,0,0,0,0.452472972040243,0,0,0,0,0.00875267527547345,0,0,0,0,0,0,0,0,0,0,0,0.110003217767743,0,0,0,0.0969674739521563,0,0,0,0,0,0.00777166354751218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-0.00272508579627018,0,0,0,0,0,0
X002475.SZ,0,0,-0.125539157766391,0,0,0,0,0,0,0,0,0,0,0.0170777383008822,-0.00414138452795827,0,0,0,-0.0832924418595863,0,0,1.73472347597681e-18,0,0,0,0.134270958653949,0,0,0,0,0.115138832302897,0,0,0,0,0,0,0.233578768698411,0,0,0.215177715610796,0,0,0.0182983840945957,0,0.0479988395408451,0,0,0,0,-0.0370558822782826,0.0104677153388197,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,-0.121224010655158,0,0,0,0,0.189517833153824,0,0,0,0,0.0427799050896144,0.175843447697668,0,0,0,0,0,0,0.0713675991752068,0,0,0,0,0,0,0,0,0,0,0,0,0.0216175451696225,0,0.125380498618469,0,0.385235250659716,0.0721926615558756,0,0,0,0,0,0,-0.0241631312524807,0.00435500718714332,0,0,0,0,0,0
X002241.SZ,0,0,0,0.0327271634896,0,0,0,0,0,-0.193624829936347,0,0,0,0,0,0,0,0,0.0807884907057456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522077007826724,0,0,-0.00644532614805001,0,0,0.238678174533724,0,0,0,0.0649034134235552,0.349334487568936,0.0189451813047321,0,-0.00898114304706138,0,0,0,0,0,0
X000338.SZ,0,0,0,0,-0.123159451102798,0,0,0,0,0,0,0,0,0,0,0,0.032019132698856,0,0,0,0,0,0,0,0,0,0,0.139838973247212,0,0,0,0.292312139962893,0,0.172175790962156,0,0,0.0968254876649967,0,0,0.228337097239387,0.0190991090515435,0.0590808951023782,0,0,0,0,0,0,-0.178821028325474,0,-0.0143461811337952,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281613927092006,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.00694213881575514,0,0,0,0,0,0,0,-0.0561537784374564,0,0.0618492145729897,0,-4.33680868994202e-19,0,0,0,0.0153867749443416,-0.0201934417114406,0,0.018776983516082,0.031676645886234,0,0,0,0,0,0
X002236.SZ,0,0,0.0826353724495425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327430701977616,0,0,0,0.443763841948168,0,0,0,0,0,-0.445968734134579,0,0.0956164191457265,0,0,0,0,0.119834225476531,0,0,-0.00350341362834938,0,0,0,0,0,0
X002456.SZ,0,0.173708785194576,0,0,0,0,0,0,0,0,0,0,0,0,0.243113716306706,0.268091285436067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0652708875451848,0.13378545936233,0,-4.33680868994202e-19,0.0289587727306601,0.153595280138317,0.059239914644457,0,0,0,0,0.0909472704086855,0,0.0320321765886156,-0.0306485342145077,0,0,0,0,0,0
X601877.SH,0,0,0.117606874486714,0,0,0,0,0,0.00189412581000425,0.159309792199217,0,0,0,0,0,0,0,0,0,0,0.121046471185813,0,0,0,0,0.00672628830766722,0.15945394262544,0,0,0,0,0,0,0,0,0,0,0,0.0501878257260039,0,0.0213943802484124,0.23880400797846,0,0,0,0,0,0,0,0,0.0661106096816937,-0.0425908458366483,0,0,0,0,0,0
X600118.SH,0,0,0,0.188588749098692,0,0,0,0,0,0,0,0.0820479245682307,0,0,0,0,0,0,0.187066605912484,0,0,0,0,0,0,0.0476362356572065,0,0,0.0448575366214373,0,0,-1.73472347597681e-18,0,0,0.018652490802876,0.0454450886520875,0,0,0,0,0,0,0,0,0,0.0796304539829518,0,0,0.125087317487434,0,0.0194242651115756,-0.00899523251786251,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,-0.196896141340568,0,0,0,0,0,0,0,-0.0120802778471037,0,0,0,0,0,0,0,0,0,0,0,0,-0.110196810687959,0,0,0,0,0.112701158199679,0,0,0,0,-0.0161370314116839,0,0.1371286701605,0,0,0.0238129289892706,0.0225239005588713,0,0,0,0,0,-0.0206551251132386,1.0842021724855e-19,0.0364120800986135,0.0154325126117007,0,0,0,0,0
X002085.SZ,0,0,-0.026263447165795,0,0,0,0,0,0,0,0,0,0,0.122414273004286,0,0,0,0,0,0,0,0.194911593749615,0.157969440554009,0,0,0,0,0,0,0,0,0,-0.124152057415746,0,0,0,0,0,0,0,-0.0518470534730556,0,0,0.037568417702526,0.201639440312619,0,0,0.042906501241501,0.0793203946030844,-0.0160346805325747,-0.0218625225478331,0,0,0,0,0,0,0
X600177.SH,0,0.0819600643159819,0,0,0,0,0,0,0,0.145007562577233,0.262018796844952,0,0,0,0,0,0,0,0,0,0,0,0.0529679652802041,0,0,0,0,-0.0202251943838363,0,0,0,0,0,0,0,0,0,0.00229016359839934,-0.0818580635800814,0,0,0,0,0,0,0,0.0662813537969226,0,0,0,-0.0197435823832772,0.0144673100967978,0,0,0,0,0,0
X000157.SZ,0,-0.0596072501423105,0.132887520381604,0,0,-0.0177526607482454,0,0,0,0,0,0.0573560805044215,0,0.491329057165342,0,0,0,0,0.0394658862810375,0,0,0,0,0,0,0,0,0,0,0,0,0.0175487348800726,0,0,0,0,0,0,0,0,0.00781240408603355,0,0,0,0,0,0,0,0,0,0,-0.000556100487340673,0,0,0,0.154858238109106,0,0
X600372.SH,0,0,0.00265290757620822,0,0,0,0,-0.0184798360590219,0,0,0,0,0.0147088690572695,0,0,0,0.0348796429718368,0,0,0,0,0.0167064963385507,0,0.151983320918899,0,0,0,0,0,0,0,0,0,0,0,0,0.0231325875077863,0,0,0,0,0,0.207584766708744,8.67361737988404e-19,0,0.114025746464912,0,0,0,0,0.00178980721339251,0.0162354326004483,0,0,0,0,0,0
X002007.SZ,0,0,0.148126563848678,0,0,0,0,-0.0881511482661045,0,0,0,0.080549996246827,0,0,0,0,0.0697345768536384,0.106225509282032,0,0,0,0,0,0,0,0.113805613120532,0,0,-0.0725218348260647,0,0,0,0,0,0.0968037526335312,0,0,-0.0295812710960043,0,0,0,0,0,0.116528562775278,0,0,0.15996727268315,0.0116654718349238,0,0,0.0326194978008902,-0.0374124319059962,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,-0.0246270660896813,0,0,0,0,0,0,0,0,0,0,0.12768035437796,0,0,0,0.0338538910819973,0,0.0878833291906725,0,-0.0314191164167956,0,0,0,0,0,0,0,0.0808396198973464,0,0,0,0,0,0,0.100254104010435,0,0,0.216561995052828,0,0,0,0.113478746460021,0,0,0,0,0,0,0,0,0,0
