,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000063.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600031.SH,X600276.SH,X600690.SH,X600271.SH,X600118.SH,X000100.SZ,X600372.SH,X600703.SH,X000157.SZ,X002129.SZ,X002241.SZ,X000338.SZ,X600089.SH,X600741.SH,X600066.SH,X600177.SH,X002236.SZ,X300124.SZ,X002292.SZ,X002456.SZ,X600582.SH,X000559.SZ,X600198.SH,X000977.SZ,X600060.SH,X002465.SZ,X600435.SH,X002475.SZ,X601877.SH,X600839.SH,X300003.SZ,X000800.SZ,X002294.SZ,X000581.SZ,X000568.SZ,X002007.SZ,X000623.SZ,X002276.SZ,X000869.SZ,X600498.SH,X600867.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0592601756769957,0,0,0,0,0,0,0,0,0,0,0,0,0.106450466189258,0,0.0195941699837345,0,0,0,0,0,0,0.0156129130040089,0,0,0,0,0,0,0,0.0334203834349678,0,0,0,0,0,0,0,0,0,0,0.25259911891981,0,0,0,0,0,0.0267723157473063,0,0.00616641901534791,0.0147865301837423,0,0,0,0,0,0
X600104.SH,0,0,0.154518791589277,0,0.0301346049404632,0.0163645207492006,0,0,0,0,0,0,0.031002150782062,0,0,0.0951490730844251,0,0,0,0,0,0,0,0.0151501708184158,0,0.0407176523787381,0,0,-0.0209200078077649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109511609842172,0,0.12362676831731,0.0516038782306874,0,0.0105950158153418,0,0,-0.00142480915978065,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0440667454155267,0,0.160190620668819,0,0,0,0,0,0.196027704784209,0.00884146330824036,0,0.0909419472707503,0,0,0.0320854936670825,0,0,0.106561792402223,0,0,0.0433421769775286,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000427039051650597,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0527387671222425,0,0,0,0,0,0,0,0,0,0,0,0,0.091760563411851,0,0,0.0378682125344761,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.169229708515183,0,0,0,0,0,0.0459046141421344,0,0,0,0,0.380733525805312,0,0,3.46944695195361e-18,0.0509931402352757,0,0,-0.00103172116154421,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118415653429215,0,0,0.0937197983751908,0,-0.0069328541014164,0,0,0,0,0,0,0,0,0,0,0.212468813399501,0,0,0,0,0,0,0,0.0761481697841774,0.125941708902244,0.0842501952479347,0,0,0,0,0,0,0,0,0.183111736890099,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0.131831966275311,0,0.0459845924746477,0.0652976436648905,0,0,0,0,0,0,0,0,0,0,0.0552142366690227,0,0,0,0,0,0,0.128669786740535,0,0,0,0,0,0,0,0,0.00521957105806838,0,0,0.00490561083383939,0,0,0,0,0.0798556309009547,0,0,0,0,0.042493488707952,0,0,0,0,0.242653854934317,0,0,-0.0079719027138233,0,0,0,0,0,0,0
X000858.SZ,0,0.0434278652572818,0,0.0559974417748791,0,0,0,0,0,0,0,0.0925281544005933,0.0324060915564437,0,0,0,0,0.062669654354089,-0.0250284224020442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351955816129252,-0.0316978132122299,0,0,0.0763647471768932,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0414772271630937,0,0,0,0,0,0.0234833712775083,0,0,0,0.0317348644722292,0,0,0.0999629015014572,0,0,0.00228510912781243,0,0,0,0,0.0610248010194334,0,0.0183389915468003,0,0,0,0,0,0,0,0,0.00213924168034032,0,0.328565738975106,0,0.0224554629374322,0,0,0.0624484513739814,0,0,0,-0.012003632595847,0,0,0,0,0,0
X000625.SZ,0,0,0,0.239985792566156,6.93889390390723e-18,0,0,0,0,0.153573531957568,0,0,0,-0.130924829872507,0,0.0596759847064417,0,0,0,0,0,0,0.174425181565462,0,0,0.0213681414865611,0,0,0,0,0,0,0,0,0,0,0,0,0.0635520053372517,0,-0.0097928240917453,0,-0.0206613265237791,0,0,0,0,0.0243854835265958,0,0,0,-0.0149495458821518,0.00673548630655664,0,0,0,0,0,0
X600031.SH,0,0,-0.0827024526392875,0,0,0,0,0,0,0,0,0,0,-0.0233978932076992,0,0.099138468925911,0.0927883997031041,0.523581500133805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265896626733616,0,0,0,0,0,0.037335988716226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085734989687516,0.0205042317571501,0,0,0,0,0,0
X600276.SH,0,0,0,0.0924082788476033,0,0.14643429002227,0,0,0,0,0,0,0,0,0,0.0700521618435131,0,0,0,0.164139647609798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022806280901303,0,0,0,0,0,0,0,0,0,0,0.0853309379026055,0,0.0903949399843106,0,0,0,0,-0.00485253994221066,0.0203182562920837,0,0,0,0,0,0
