,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X000100.SZ,X600703.SH,X002292.SZ,X600066.SH,X600741.SH,X600031.SH,X002241.SZ,X002049.SZ,X002236.SZ,X002506.SZ,X002475.SZ,X600118.SH,X000559.SZ,X000157.SZ,X600372.SH,X300003.SZ,X000338.SZ,X002074.SZ,X000568.SZ,X002294.SZ,X002085.SZ,X600089.SH,X600867.SH,X300124.SZ,X600177.SH,X600582.SH,X002180.SZ,X002465.SZ,X002007.SZ,X600584.SH,X601877.SH,X600498.SH,X000869.SZ,X000550.SZ,X002426.SZ,X002512.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.283979297439222,0,0,0,0,0,0,0,0,0,0,0.259525357472977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.064361055210723,0,0,0,0.0537048404259687,0,0,0,0,0.0738189911796985,-0.00369021676019524,0,0,0,0,0,0
X600104.SH,0,0,0.20514140240874,0.00374354022528767,0,0,0,0,0,0,0,0,0,0,0,0.27578666202534,0,0,0,0,0,0,0,0,0,0,0,0,0.045569182587726,0,0,0,0,0.0596131190017726,0,0,0,0,0,0,0,0,0,0,0.0652218699742628,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0669718700654423,0,0,0,0,0,0,0,0,0,0.408024639906664,0,0,0,0,0,0.0416439521048581,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0123537384962319,0,0,0.0912555584352588,0,0.0632878824130587,0.18402979643792,0,0,0,0,0,0,0,0,0.173173552284368,0,-0.0523579891258113,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.119428426308523,0,0.081238121053107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284335843789596,0,0.247354899733873,0,0,0,0,0,0,0,0,0.0149284762410601,0,0,0,0,0.0129474148068614,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0565954196161754,0,0,0,0,0,0,0,0.0321092451794239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114167336944275,0,0.247810983828554,0,0,0.0488734602973963,0.0835822160421912,0,0,0,0,0.00890639028533356,0.151169964310503,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.011865764362378,0,0,0,0,0.0470210822346784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669302248899821,0,0,0,0,0.0320369772333911,0,0,0.0200536244784974,0,0,0,0,0.102436965871451,0,0,0,0,0.00134481216152084,0.035469656309449,0.0670912866474794,0,0,0,0,0.00223032827189426,0.013903051474862,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.15233108433587,0,0,0,0.00782538380351239,0.0904721709409402,0,0,0,0,0,0,0.0122074359772652,0,0,0,0,0,0,0,0,0,0,0.0130553215005738,0,0,0,0,0,0,0,0,0,0.0342661374809084,0.127845262145144,0.24804678671747,0,0,0,0,0.0124123173201651,-0.00213194856920905,0,0,0,0,0,0
X000725.SZ,0,0,0.171279751714043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754900658975294,0.0271134528639298,0,0,0,0.0389123130909422,0,0,0,0.00501751939470922,0,0,0,0.226068566857582,0,0.119789836100939,0.173683963890377,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105118843555641,0,0,0,0,0,0
X000625.SZ,0,0,0,0.107171304534075,0,0,0,0,0,0,0,0,0,0.0606329808728494,0,0,0,0.079522613807831,0,0,0.0863005491435082,0,0,0.0639680703076237,0,0,0,0,0,0,0,0,0,0,0,0.113139242190388,0,0.00997161228967313,0,0.163220738099157,0,0,0,0,0.143094280004602,0,0,0,0,-0.0136022991408431,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3283479715416,0,0,0,0,0.122551063165839,0,0,0.0226002346847678,0,0.0620375424752804,0.0310350991367636,0.0721493063613555,0.0201773237480685,0,0,0.170372082579682,0,0,0.0120411957485516,0,0,0,0,0,0,0,0,0,0,0,0,0
