,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X600372.SH,X000338.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600703.SH,X600089.SH,X000100.SZ,X002236.SZ,X601877.SH,X000581.SZ,X000550.SZ,X000559.SZ,X002475.SZ,X600118.SH,X000050.SZ,X600271.SH,X000568.SZ,X000623.SZ,X600066.SH,X002294.SZ,X600839.SH,X002129.SZ,X300124.SZ,X002456.SZ,X002007.SZ,X600867.SH,X300003.SZ,X000869.SZ,X000400.SZ,X600177.SH,X600435.SH,X000800.SZ,X002292.SZ,X002038.SZ,X000977.SZ,X002465.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0570097792698621,0,0,0,0,0,0,0.132466958446287,0,0,0,0,0.470005868673692,0,0,0,0,0,0,0,0.0022756921168176,0,0,0,-0.0236450924178247,0,0,0,0,0,0,0,0,0,0,0,0.237323882718729,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.00269935806191094,0.0347015795158057,0,0,0,0,0,0
X600519.SH,0,0,0.0734696075773796,0,0,0,0,0.296690371114704,0,0,0.129583639853447,0,0,0,0,0,0.0910335818265821,0,0,0,0,0,0,0.047637858301841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216490374886113,0,0,0,0,0,0,0,0,0,0,0,0,0.0027854592988599,-0.0462242602297435,0,0,0,-0.0715830405495097,0,0
X000725.SZ,0,0.0420160364537632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382814486309614,0.122146702282189,0,0,0,0,0,0,-0.0540416372207808,0,0,0,0,0,0,0,0,0,0.0450762817353964,0.0255140960262718,-0.152100039923728,0,0,0,0,0,0,0,0,0,0,0,0.0184332438730996,-0.0288013886899478,0,0,0,-0.0286282035419329,0,0
X000651.SZ,0,0,0.166300527276998,0,0,0,0,-0.0503321724071531,0,0,0.160752623537039,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.26842435395258,0,0,0,0,0,-0.0467133804811972,0,0,0,0,0,0,0,0,0,0,-0.0993433900103216,0,0,0,0.0937292985369526,0,0,0,0.0768803081565491,0.162412951684636,0,0,0,0.00364166114126341,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.150028956894997,0,0,0,0.0128401402685437,0.148416242636223,0.00118814534494128,0,0.19062892067681,0,0,0,0.0389486069499438,0,0,0.0436154602509783,0,0,0,0,0,0,0.189838039156931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00213511664530736,0.0256136702779237,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.0340129152057039,0,0,0,0,0,0,0.159197817892579,0,0,0,0.094727586147323,0,0,0,0,0,0.100623913557984,0,0,0,0,0,0,0,0.00571511115187151,0,0.0486724802957839,0.0488998332803018,0,0,0,0,0,-0.0722506961377473,0.0515927857991743,0.0565638394091732,0,0,0,0.0668195145963393,0,-0.00737644712195345,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0661574406161564,0,0,0,0,0.128221580681697,0,0,0.0634916076606217,0,0,0,0.0774656885961797,0.0303548904000847,0,0,-1.0842021724855e-19,0,0.307747987533421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138800220645505,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.204884023121045,0,0,0,0,0,0,0,0,0,0.090336184036276,-0.0826167052215995,0,0,0,0,0,0,0,0,0.0213452388298552,-0.08299251314211,0,0.320309121400375,0,0,-0.00714217021352361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257358977929739,0,0,0,0,0.00309548837697789,0.0468866845810896,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.054579624274635,0,0,0,-0.0123367258081777,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0682507904526026,0,0,0,0.218112004005682,0.0501991618688088,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0764904798732008,0,-0.0632687436397562,0,0.0022277486497402,0.00928299148143507,0,0,0,-0.148366286182846,0,0
X000063.SZ,0.173527065368684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064106410566192,0,0,0.0550287121002742,0,0,0,0,0,0,0,0.0300308647255663,0,0,0,0,0,0.0297884936328656,0.0451310770441182,0,0.088452425598521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000480619578075159,2.16840434497101e-19,0,0,0,0,0,0
