,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X002475.SZ,X000568.SZ,X002304.SZ,X600690.SH,X600031.SH,X000725.SZ,X600104.SH,X300014.SZ,X300124.SZ,X002371.SZ,X000338.SZ,X000625.SZ,X000063.SZ,X600703.SH,X002129.SZ,X002241.SZ,X003816.SZ,X300142.SZ,X002049.SZ,X000661.SZ,X601877.SH,X000596.SZ,X000100.SZ,X002179.SZ,X600460.SH,X000157.SZ,X600702.SH,X002414.SZ,X002074.SZ,X000799.SZ,X600741.SH,X002007.SZ,X002236.SZ,X600584.SH,X600089.SH,X600779.SH,X600183.SH,X601799.SH,X000800.SZ,X600884.SH,X000733.SZ,X300146.SZ,X300003.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.233924655350974,0,0.0752319225951511,0,0,0,0.15047668557582,0.00272996702117687,0,0,0,0,0,0.0398223970672572,0,0,0,0,0,0.0709006587329295,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0653807976635295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394089168717534,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0285687125462192,0,0,0.193436936170075,0,0,0.28201020925145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517024885769144,0,0,0,0,0,0,0,-0.102937317973366,1.73472347597681e-18,0,0,0,0,-0.0338408538517516,0,0.243519945793477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0456378891516947,0,0,0.0595701028555362,0,0.0962308172968478,0,0,0,0.113407228420498,0,0,0.123460575666024,0,0,0,0,0,0.088659993897429,0.0170694289749526,0,0,0.0427301155227432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0287684778392472,0,0.0583820285475465,0.0510571179166635,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.202787006851388,0.116497005448486,0,0,0,0,-0.0828318667003608,0.0470346178827558,0,0,-0.0143824079296699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957428971941015,0,0,0.536011867560499,0,0,0,-0.0108720737395979,0,0,0,0,0,0,0.0390139249914972,0,0,-0.13987754442081,0,-0.075873142442282,0.12622285194658,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-0.158479694096057,0,0,0.0275942898458041,0,0,0,0,0.0487448778368689,0,0,0,0,0,0,0,0,0.0900765455095059,0,0.16306942757233,0,0,0,0,0,0.354335200867989,0,0,0,0,0,0,0,0,-0.0277267762343697,0,-0.143226072444229,0,0,0.122279009213656,0,0.0223497993506549,0,0,0,-0.0163685257568773,-0.104447811554926,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0151591490448594,0,-0.00417824614357187,0,0,0,0,0,0,0,0,-0.0424348425734249,0,0,0.132747551570363,0,0,0,0,0,0,0.0812482044230506,0.0315807345963524,0,0,0,-0.0516659065563447,0,0,0,0,0,0,0,0,0,0,0.081507882002153,0,-0.0979754763757657,0,-0.0172637271492828,0,0,0,-0.00866911984704184,0,-0.0675367076509567,0.137988132511463,0,0,0,-0.0658990157845406,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0225745430868811,-0.0232243422726605,0,0,0,0,0,0.0301317883887424,0,0,0,0,0,0.232953646158315,0,0,0.138409883978249,0,-0.0751651771569525,0,0,0,0.12888812163127,0,-0.0139040333244659,0,0,0,0,0,0,0,-0.119425647560939,0,0,0.269542893624567,0,0,0,0,0,0,0,0,0.0184012298387438,0,0,0,0,0,0
X000568.SZ,0,0.312762618038684,0,0.198355179003112,0,0,0,0,0.0564211390797923,0,0,0,-0.035530092266913,0,0,-0.0613931180202379,0,0,0,0,0,0,0,0,0,0,0,0.0980763537002923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241626119956016,0,0,0,0,0,0,0,0,0,-0.0616699971645672,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.343483132605808,0,0,0,0.344329726031367,0,0,0,0,0,-0.128079112898088,0,0,0,0,0,0.17113409173407,0,0,0,0,0,0,0,0,0,0,0,0,-0.0062046277592676,0,0.0818724637659529,0,0,0,0,0.099988894535692,0,0,0,0,0,0,0.047318090976458,0,0,0.122736869561373,0,-0.0796935743368029,0.00744947495580107,0,0,0,0,0,0
X600690.SH,0,0.0477975081467494,0,0,0.159941375477969,0,0,0.112229011237784,0.112709415363923,0,0,0,0,0.0504344229825419,0,-0.0346703054288836,0,0,0.0288978307827398,0,-0.0168707108896287,0,0,0,0,0.0484119245886245,-0.00386173361266086,0,0,0,0,0.0856977731658984,0.0176256081632496,0,0,0,0,0,0,0,0,0.0399869067230892,0,0,0,0,0,0,0,0,0,-0.0569208454930705,0,0,0,0,0,0,0
