,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X600104.SH,X300014.SZ,X600690.SH,X000725.SZ,X600031.SH,X300124.SZ,X002371.SZ,X000625.SZ,X000063.SZ,X000661.SZ,X000338.SZ,X600703.SH,X002241.SZ,X003816.SZ,X002129.SZ,X000596.SZ,X000100.SZ,X300142.SZ,X002049.SZ,X002179.SZ,X600460.SH,X000799.SZ,X600741.SH,X600584.SH,X000157.SZ,X601877.SH,X002007.SZ,X600702.SH,X002414.SZ,X601799.SH,X600779.SH,X002074.SZ,X002236.SZ,X600183.SH,X300003.SZ,X000800.SZ,X600884.SH,X600089.SH,X300146.SZ,X002508.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.246969234832822,0,0.00608212041623728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577650354607763,0,0,0,0,-0.0403612527117153,0,0,0,0,0,0,0.117514425747714,0,0,0,0,0,0,0,0,0,0,0,-0.0252790572085375,0.0392707030607669,0,-0.00384863903326299,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.329281311431698,0,0.411411589691349,0,0,0,0,0,0,0,0.0271962580704211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00969758883464575,0.131861385040405,0,0,0,0,0,0,0,0.0155742625750295,0,0.00916794117806279,0,0,0,0,-0.0693966444952751,0,0.100172286172258,0,0,0,0,0,0,0,0,-0.0153960481238079,0,0
X002415.SZ,0,0,0,0.0849598582488713,0,0,0,0,0,0,0.045985192577283,0.107541363951372,0,0.00143867155277968,0.0124021192238154,0,0.0932731673665626,0,0,0,0,0,0,0,0,0,0,0,0.00824381523357923,0.0273823108096371,0,0,0,0,0,0,0,0,0.225557572205219,0,0,0,0,0,0,0,0,0,0,0.0422022506967895,0,0,-0.00512183582912854,0,0,0,0,0,0
X600276.SH,0,0,0,0,-0.0315830791699687,0,0,0,0.00142733953658047,0,0,0,0,0,0.159941267172339,0,0,0.250469349551981,0,0,0,0,0,0,0,0,0.101458724438731,-3.46944695195361e-18,-0.163589140517112,-0.00863026103231056,0,0,0,0,0.00770041969227484,0,0,0,0,-0.288752183208007,0,0,0,0,0,0,0,0.0117059965516569,0,0,0,0.0640001021562057,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,-0.21257776349334,0.164624575136582,0,0,0,0,0,0.144556667967439,0,-0.00133580254848184,0,0.017817124849112,0,0,0,0,-0.135685540415353,0,0,0,0,0,-0.0352025089955439,0.471828411991434,0,0,0,0,0,0,0,0,0.0724108558497925,0,0,0,0,0,0,0,0,0,0,0,0,0.0745633329156249,0,0,0,0,0,0
X000568.SZ,0,0.76012390865272,0,0,0.030843253001961,0,0,0,0.0347303231398695,-0.225744896883498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171839696355865,0,0,0.00794222742481043,0,0,0,0,0.069871133248307,0,0,0,0,0,0.0112058043235998,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0184614768332518,0,0,0,-0.0272178727054906,0,0
X002475.SZ,0.259899033548263,0,0,0,0,0,0,0,0.0162840771164777,0,0.147857527282247,0,0,0,0,0,0,0,0,0,0.0835745550552884,0,0,0,-0.0747738758707561,0,0,0,0,0.00838981199155191,0,0,-0.0327110305561937,0,0,0,3.46944695195361e-18,0.0809061000479338,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0307371209106151,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0466254666804021,0,0,0,0.0531150819030735,0.12568360553522,0,0,0,0,0.00453298457333997,0.0798422557137659,0,0,0,0,0,-0.0572950346486929,-0.0543971642057086,0,-0.0225899792661462,0,0,0,0,0.125296130378903,0,0,0,-0.0109982692839556,0.0854553255256458,0,0,0,0,0,0,0,0,0,0,0,0,-0.0410467871528994,0,0,0.0503814530761621,0,0,0,-0.0891203057497447,0,0
X002304.SZ,0,0,0,0,0.140295182293698,0.271792893129694,0,0,0,0,-0.0847287638988534,0,0,0,0,0,0,0,0,0,0.412689073738229,0,0,0,0,0,0.0348258315015456,0,0.0731720146970636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119079742186797,0.0169075579127383,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0275110455380441,0,0,0,0.00688288379550486,0,0,0.119916010894005,0.036060583968359,0.017385358159508,0.0556813123404653,0,0,0,0,0,0,0,-0.0765942125529439,0.0456541885761882,0.117219775134995,0,0,0,-0.0534717037184895,0.0204960637025878,0,0,0,0,0.0682432164805814,0,0,0,0,0,0,0.02537268222562,0,0.0158189580432916,0,0,0,0,0,0.0627141150589107,0.0408969591611753,0,0,0,0,0,0
