,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X600809.SH,X601877.SH,X000100.SZ,X300003.SZ,X600271.SH,X600703.SH,X002007.SZ,X002236.SZ,X000157.SZ,X300124.SZ,X000625.SZ,X300142.SZ,X002008.SZ,X002179.SZ,X600177.SH,X300146.SZ,X600487.SH,X600498.SH,X002371.SZ,X000977.SZ,X600066.SH,X002506.SZ,X600867.SH,X002049.SZ,X600522.SH,X002129.SZ,X600566.SH,X000050.SZ,X600118.SH,X600183.SH,X002241.SZ,X000066.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0361902272379536,0,0,0,0,0,0.169391237098385,0,0,0,0,0,0,0.0580379614236476,0.163047808319962,0,0.0310585640483598,0,0,0,0,0,0,0,0,0,0,0.108074473564993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00369708879724547,0,0,0.035068008108077,0,0,0,0,-0.0226846033083445,0,0,0,-0.0184608213446145,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.114315872237163,0,0,0,0,0.527393397033916,0,0,0,0,0,0,0.0368157270890401,0,0,0,0.0850029836096789,0,0,0,0,0,0,0.0236892182481123,0.0428158752670225,0,0,0,0,0,0,0,0,0,0,0.0737933486386286,0,0,0,-0.0045175643254836,0,0,0,0,-0.00982093760686757,0,0
X000651.SZ,0,0,0,0.0659087066003315,0,0,0.116132728765806,0,0,0,0.0265980581122858,0.340499510482458,0,0,0,0.0393516374636209,0.0333694926252954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603186305944165,0,0,0,0,0.125646408675014,0,0,0,0,0,0,0,-0.0352862510454692,0,0,0,0,0,0,0
X600104.SH,0,0,0.0912299611047985,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.125091569551871,0.0149262501518647,0.151747246252249,0,0,0,0,0,0,0,0,0,0,0,0,0.155653526238875,0,0,0,0,0,0,0,0.0256880879048753,0.041281745245016,0.0439942173314577,0,0,0,0,0,0,0,0,0,0.0504605034720864,0.00676757361356991,0,0,0,-0.00964125227406087,0,0,0,0.042875060209422,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139378876248704,0.0966564256639344,0.0884639829478623,0.112400025686312,0,0,0,0.126214150208964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051694400592177,-0.0417615250796796,0,0,0,0,0,0,0,0,0.0380728062282779,0,0,0,0,0,0,0,0,-0.012808244902734,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.00751944655759684,0,0,0.186589918363485,0.0440730465139118,0,0,0,0,0,0,0,0,0,0.196624943495125,0,0,0,0,-1.73472347597681e-18,0,0,0,0.265890368428519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00195182691033225,0,0,0,0,-0.0395907427650388,0,0
X002304.SZ,0,0.330327283887601,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.0232188132797491,0,0.123115584508892,0,0,0,0,0,0,0,0.130821536515289,0,0,0,0,0,0,0,0,0,0,0,9.21576856571026e-05,0.0401557950300521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272761915721008,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114300285941495,0,0.145226766667604,0,0,0,0,0,0,0,0,0.244010962197183,0.0836899286330283,0,0.0678510854071281,0,0,0,0,0,0,0,0.120706524991895,0,0,0,0,-0.0453088294434679,-0.0139259246939604,0,0,0,-0.00595154536017282,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0344474078241719,0,0,0.04076607057561,0,0,-0.0439359784396564,0,0,0.249293716588868,0,0.0152820586016395,0,0,0,0,0,0,0,0,0,0,0,0.0219732657902987,0,0,0,0,0,0,0,0,0.0785238514851992,0,0.251445347282578,0.0127087554394076,0.155102129518711,0,0,0,0,-0.0445240541649235,0,0,0,0,0.0262253790400694,0,0
X000568.SZ,0,0.309606990628162,0,0,0,0,0.0144027363129561,0,0,0,0,0,0.198967004591413,0.0398690390729261,0.0335100374471912,0.129663459757854,0,0.0699721322904207,0,0,0,0,0.0561745667061483,0,0,0,0,0.0333579371771609,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0501558214666425,0,0,0,0,0,0,0,0,0,0,0,-0.0191569993383173,0,0,0,0,-0.00407031177255706,0,0
