,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X003816.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X600104.SH,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002241.SZ,X600584.SH,X002463.SZ,X600089.SH,X600703.SH,X000977.SZ,X600372.SH,X000157.SZ,X002028.SZ,X600839.SH,X000066.SZ,X002049.SZ,X600522.SH,X002236.SZ,X002456.SZ,X600183.SH,X600066.SH,X002156.SZ,X002085.SZ,X601877.SH,X600460.SH,X600741.SH,X002129.SZ,X600487.SH,X000661.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.476620522915811,0,0,0.0113787966605066,0,0,0,0,0,0,0,0,0,0,0,0,0.101577853240647,0,0,2.16840434497101e-19,0,0,0,0.00239893307391591,0,0,0,0,0,0,0,0,-0.00632786575706519,0,0,0,0,0,0.0191701844958576,-0.0312828264231333,0,0,0,0,0,0,0,0,0,0,0,-0.120523387528266,-0.0690665064559846,0,0,-0.0852438854006329,0,0
X000858.SZ,0.434323599965729,0,0,0,0,0,0.433171918547666,0,0,0,0,0,0,0,0,0,0,0.0821501230390007,0,0,0,0,0.0553641184740991,-0.0313849364693061,0,0,0,0,0,0,0,0,0.125445220080267,0.0310493232300046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0621814881131836,0,0,0,1.38777878078145e-17,0,0,0.276997349620919,0,0,0.122537274310193,0,0,-0.0102754664356364,-0.00874639331356939,0,0,0,0,0,0,-0.0311627249204525,0,0,0,0,0,0,0,0,0.114902740632072,0,0,0,0,0,0,0,0,0,-0.074963313868812,0,0,0,0,0,0
X002475.SZ,-0.0628667967302855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011008662540767,0,0,0,0.699172897779467,0,0.140629978190368,0,0,0,0,0,0,0,0,0,0,0,0.0284570747881021,0.104251475961172,0.0429708420717384,0,0,0,0,0,0,0,0,0,0,0,-0.0103985965620574,0,0,0,0.0158066172976781,0,0
X002415.SZ,0,0,0,0,0,0.141668890039379,0.0451743386362237,0,0,0,0,0,0,0.0188043822392691,0,0,0,0,0,0,0.175892763659567,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142133517264957,0,0,0,0,0.13219789365338,0,0,0,0,0,0.0517519336275292,0,0,0,0.0963226264991014,0,0,0,0,0.0213060939143035,0,0,0,0,0
X600690.SH,0,0,0,6.93889390390723e-18,0,0,0,0.174713300337647,0,0,0,0,0,0.0487979386743764,0,0,0,0,0,0.0879875077495265,0.0134455561447425,0,0,0,0.107626935004405,0,0,0.029891151592383,0.0460634451461795,0,0,0,0,0.0376969450006245,0,0,0,0,0.048196604959018,0,0,0,0,0,0.0170080933098291,0,-0.0248968419061017,0,0,0,0,0,0,0,0,0,0.0365592592359792,0,0
X600809.SH,0,0.0689662583030107,0,0,0,0,0,0,0,0,0.570176878031378,0,0,0,0,0,0,0,0,0.24427711301812,0.0446102335420668,0,0,0.0284810950603013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595874202201516,0,0,0,0.0377691015573612,0,0,-0.0305601667084568,0,-0.0175603363893198,0,0
X000651.SZ,0,0,0,0,0.193988594848456,0.40736432496193,0,0,0,0.112136447853665,0,0,0,0,0,0,0,0.0850014740207648,0,0,0,0,0.0123540196303285,0,0,0,0,0,0,-0.0270759881009204,0.0565999141921573,0,0,0,0,-0.077920506670635,0,0,0,0,0.106190268073643,-0.0191119652490626,0,-0.148793208754394,-0.0325546710066773,0.0654283356800427,0,0,0,0,0,0,-0.0264249469161357,0,0,0,0.032084906050214,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.325943565689211,0,0,0,0,0,0,0,0,0,0,0,0,0.166266758873392,0.00858448899258253,0,0,0.216425524394166,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.00895078610645215,0,0.0527260427006646,0,0,0,0,0,0,0.0921866832328569,-0.0296372417096032,0,0.0627915358314402,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.193828493234387,0,0,0,0,0,0.385236039481975,0,0,0,0,-0.0585577284256995,0.0217022627999546,0,-0.0274373817368617,0,0,0,0,0,-0.061304863649676,0,0,0,-0.3046587893282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232302790629847,0,0,-0.0679435097387412,0,0
