,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X000651.SZ,X300014.SZ,X600031.SH,X000725.SZ,X002371.SZ,X300124.SZ,X000063.SZ,X002129.SZ,X000625.SZ,X003816.SZ,X000338.SZ,X002241.SZ,X600703.SH,X002049.SZ,X000596.SZ,X601877.SH,X000661.SZ,X300142.SZ,X002179.SZ,X600089.SH,X600460.SH,X000100.SZ,X600741.SH,X000799.SZ,X002074.SZ,X000157.SZ,X002236.SZ,X600884.SH,X600702.SH,X601799.SH,X600779.SH,X600584.SH,X000733.SZ,X002007.SZ,X002414.SZ,X600183.SH,X000800.SZ,X300003.SZ,X000977.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.459947030493699,0,0.0834752704845137,0.0431434671447159,0,0,0,0,0,0,0,0,0,0,0.0119802134337,0.0553160940993603,0,0,0,0,0,0,0,0,0.0712508456553798,0,0.0162413276732135,0,0,0,0,0,0,0,0,0,-0.0121944003917296,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.00648889544368916,0,0,0,0.00945369336003282,0,0
X000858.SZ,0.11452871678958,0,0,0,0.166503109453129,0,0,0,0,0,0,0,0,0,-0.00844929125498839,0,0,0,-0.00581681411321916,0,0,0,0,0,0,0,0.0728399259054055,0,0,0,0,0,0,0.171710960484297,-0.00132949142397265,0,0,0,0,0,0.245226009616643,0,0,0,0,0,0,0,0,0,0,-0.00113786936163871,-0.0311325313789464,0,0,0,0,0,0
X002415.SZ,0,0.0847469085213021,0,0,0,0,0,0,0.174286907332847,0,0,0.00353880591968452,0,0,0,0,0,0,0,0,0,0,0.0872344513938669,0,0,-0.0314497167226716,0,0.0152621862804077,0,0,0,0,0,0,0,0,0,0.106134125828933,0,0,0.0723025244681303,0,0,0,0,-0.0936018990416198,0,0,0,-0.0953386035336338,0.0107823690372075,0.00400491317450855,1.0842021724855e-19,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.195458385428663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018306663818492,0,0,0,-0.0209974696920496,0,0,0,0.477950654095007,0,0,0,0,0.106877286497345,0,0.0824788443474151,0,0.043312861379467,0,0,0,0,0,0,0,0,0,-0.0210926489889451,0,0,0,0.0404267711872743,0,0
X000568.SZ,0,0.403058932943519,0,0.207694412933593,0,0,0,0,0,0,0,0,0,0,-0.0644553608838922,0,0,0,0,0,0,0,0,0,0,-0.00514099040757941,0,0.0194393595407816,0,0,0,0,0,0.0255902324217508,0,0,0,-0.0561217561451021,0.0498778174216069,0,0.0859953764724704,0,0,0,0,0,0,0,0,0,0,0.00542398080887585,0,0,0,0,0,0,0
X600276.SH,0,0.239684247996539,0,0,0,0,0,0,0,0,0,0.0974502965897305,0.115949042199539,0,0,0,0,0,0,0,0,0,0,-0.103014517091263,0,0,0,-0.00502561237315627,0,0,0,0,0,0.286596053028701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231341355123186,0,-0.0410922153037507,0,-0.0807737778156174,0,0,0,0,0,0,0
X002304.SZ,0,0.0260281201668842,0,0.381776271494154,0,0,0,0,0.0903187494659844,0,0,0,0,0,0,0,0,0,0.14485714403017,-0.117857575787075,0,-0.0253083410993706,0,-0.0176673895778551,0.0142241045531944,0,0,0.0464131760405515,0,0,-0.103307511478458,0.0133745571925319,0,0.0135080308032801,0,0,0,0,0,0,0.0941486277392476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0320328153470334,0,3.46944695195361e-18,0.122555530539816,0,0,0,0,0,0.0673131631077098,0,0.0673135734022746,0,-0.00432295629628789,0,0,0,-0.24395818328638,0.071388481734199,0,0,0.020154907494887,0,0,0,0,0,0.0748703335441686,0,0.0181405799766801,0,0,0,0,0,0,0,-0.212341260907938,0,-0.00493910096902593,0,0,0,0,0.0238069322972128,0,0
X600690.SH,0,0,0.0932005031041911,0,0,0,0,0,0,0,0,0.0210043420006122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024181343732944,-0.0280631461838319,0,0,0,0,0,0,0,-0.0244369373471067,0,0.208016076538729,0,0,0,0,-0.0186344348731281,0,0,0,0,0.0734675773119872,0,0,0,0,0,-0.00174409957929268,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154155899124171,0,0,0,0,0,0,0,0,0.0441243518611043,0,0,0,0,0.129110758545233,0.0561767513544087,0,0.0267796383674325,0,0,0,0,0,0,0,0,0,0,0.0700572394438036,0,0,0,0,0,-0.0270355579491992,0,0,0,0.00277158417362132,0,0
