,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X000625.SZ,X002371.SZ,X300124.SZ,X000725.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X000157.SZ,X300014.SZ,X002179.SZ,X600089.SH,X600372.SH,X002463.SZ,X600703.SH,X600741.SH,X002236.SZ,X600066.SH,X000977.SZ,X002241.SZ,X002049.SZ,X002028.SZ,X000921.SZ,X000661.SZ,X600522.SH,X600584.SH,X601877.SH,X002129.SZ,X000800.SZ,X601799.SH,X600566.SH,X002223.SZ,X600183.SH,X600060.SH,X002007.SZ,X600177.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.263739753988215,0.109414337099922,0,0.163689204707171,0,0,0.14774579178843,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0561055278694267,0,0,0,0,0,-0.0219836117858587,0,0,0,0,0.0232817893269856,0,0,0,0,0,0,0.0372721018766975,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.500265857365211,0,0,0,0,0,0,0,0,0,0,0.0731497011739772,0,0,0,0,0,0,0,0,0.000644288747765155,0,0,0,0,0.0157790061573831,0,0.0417601109648324,-0.028522128851144,0,0,0,-3.46944695195361e-18,0,0.0344022086207321,0,0,-0.0312271512585459,0,0.0429832364886484,0,0,0,0,0,-0.0480183454438658,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.121294812792185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264501455518541,0,0,0.0719006378478494,-0.0656631919885993,0,0,0,0,0.0924299781023249,-0.023055831208699,0,0,0.0460193211269345,0,0,0,0,0.0534838006747641,0,0,0.115664458304265,0,0,0,0.0464475721194537,0.0114838961724688,0,0,0,0,-0.0135057943361655,0,0,0,0,0,0,0
X600809.SH,0.521442118037493,0,0,0,0,0,0,0,0,0.00125580619254245,0,0,0,0,0,0,0,0.275565322968001,0,0,0,-0.0370074388959049,0,0,0,0,0,0,0,0,0.0368732541400166,-0.0347768091416406,0,0,0,0,0,0,0,0,0,0,0,0.0369574877304076,0,0,0,0.0570884641473068,0,0,0,-0.0407763975483182,0.0254558557925424,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.122055110120581,0,0,0,0,0,0,0,0.0824031278923881,0,0,0,0,0,0.122671835522628,0.0836109193043662,0,0,0,0.341698953315215,0,0,0,0,0,0,0.0021260863780554,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.120442216006535,0,0,0,0,0,0,0,0,0.0406884149231035,0,0,0,0,0,0,0.0743874667541851,0,0,-0.14525885878897,0,0,0,0,0,-0.012799973260104,0,0,0.20211732080813,0,0,0.0643965092861895,0,0,0,0,0,0,0.0484729698280556,0.0765386479838636,0,0,-0.0777221332130604,0,-0.012600888133415,0,-0.0688477574099838,0,0,0,0,0
X000568.SZ,0,0.734684624988579,0,0.252745777175869,0,0,0,0,0,-0.000251039522724735,0,0,0,0,0,0,0,0,0,0,0.0689381701407859,0,0.145567984666782,0,0.0613205895594944,0.00221373986665459,-0.123555529372311,0,0,0,0,0,0,0,0,-0.0515036791498818,0,0,0,0,0.0450440639662989,0,0,0,0,0,0,0,0,0,0,0.00397712746230844,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0528468825642626,0.151193759504793,0.0436956751993617,0,0,0,0,-0.0581794906432288,0,0.178103814858806,0,1.73472347597681e-18,0,0,0,0,0.0964364023675742,0,0,0,0.242353319255783,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.11400557101966,0,0,0,-0.182208775292152,0,0,0,0,0,0,0,0,0,-0.0542094546492292,0,0,0.027786945930039,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.193368013985122,0,0,0,0,0,0,0,0,0,0,0,0.224975611879524,0,-0.0122926501035622,0.00820780719893811,0.0555524418414113,0,0,0,0,0,0,-0.137278308626984,0,0,0,0,0,0.14914228098131,0,0.0168891482501838,0,0,-0.0392656830031696,0,0,0.323714166143503,0,0,0.0782270361152866,0,0,0,0,-0.0254770570266478,-0.0934647517139911,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0120679230947899,0,0,0,0,0,0,0,0,0,-0.106216467541206,0,0.345205968664752,0,0,-0.0913308036348198,0,0,0,-0.0909664601196669,0,0.454683160947983,0,0,0,0,0,0.0256408382663434,0,0,0,0.11152776078794,0,0,0.0799672858763757,0,0,0,0.113094221280956,0,0,0,-0.131046558208807,-0.075244038651755,0,0,0,0
